Season,bowler,Wickets
2019,Mohammed Siraj,8
2019,S Lamichhane,9
2019,SN Thakur,9
2019,UT Yadav,9
2019,KMA Paul,10
2019,PP Chawla,10
2019,A Mishra,11
2019,AD Russell,11
2019,JD Unadkat,11
2019,SM Curran,11
2019,SP Narine,11
2019,AR Patel,12
2019,JC Archer,12
2019,KH Pandya,12
2019,Navdeep Saini,12
2019,CH Morris,13
2019,DJ Bravo,13
2019,RD Chahar,13
2019,Sandeep Sharma,13
2019,B Kumar,14
2019,I Sharma,14
2019,RA Jadeja,15
2019,HH Pandya,16
2019,R Ashwin,17
2019,Harbhajan Singh,18
2019,SL Malinga,18
2019,YS Chahal,18
2019,Rashid Khan,19
2019,KK Ahmed,20
2019,S Gopal,20
2019,DL Chahar,22
2019,Mohammed Shami,22
2019,JJ Bumrah,23
2019,Imran Tahir,26
2019,K Rabada,29
2020/21,Abdul Samad,1
2020/21,Basil Thampi,1
2020/21,DW Steyn,1
2020/21,Imran Tahir,1
2020/21,J Yadav,1
2020/21,JR Hazlewood,1
2020/21,K Gowtham,1
2020/21,Kuldeep Yadav,1
2020/21,MM Ali,1
2020/21,MM Sharma,1
2020/21,UT Yadav,1
2020/21,A Zampa,2
2020/21,AJ Tye,2
2020/21,AS Rajpoot,2
2020/21,Abhishek Sharma,2
2020/21,BA Stokes,2
2020/21,JDS Neesham,2
2020/21,MJ Santner,2
2020/21,S Kaul,2
2020/21,Shahbaz Ahmed,2
2020/21,A Mishra,3
2020/21,GJ Maxwell,3
2020/21,HV Patel,3
2020/21,TK Curran,3
2020/21,TU Deshpande,3
2020/21,KA Pollard,4
2020/21,M Prasidh Krishna,4
2020/21,V Shankar,4
2020/21,B Kumar,5
2020/21,JD Unadkat,5
2020/21,KL Nagarkoti,5
2020/21,KV Sharma,5
2020/21,S Dube,5
2020/21,KH Pandya,6
2020/21,NM Coulter-Nile,6
2020/21,RA Jadeja,6
2020/21,S Nadeem,6
2020/21,SP Narine,6
2020/21,SS Cottrell,6
2020/21,AD Russell,7
2020/21,DJ Bravo,7
2020/21,PP Chawla,7
2020/21,I Udana,8
2020/21,Navdeep Saini,8
2020/21,LH Ferguson,9
2020/21,Shivam Mavi,9
2020/21,Washington Sundar,9
2020/21,KK Ahmed,10
2020/21,Kartik Tyagi,10
2020/21,L Ngidi,10
2020/21,M Ashwin,10
2020/21,S Gopal,10
2020/21,SN Thakur,10
2020/21,AR Patel,11
2020/21,Arshdeep Singh,11
2020/21,JL Pattinson,11
2020/21,Mohammed Siraj,11
2020/21,R Tewatia,11
2020/21,CH Morris,12
2020/21,CJ Jordan,12
2020/21,DL Chahar,12
2020/21,PJ Cummins,12
2020/21,MP Stoinis,13
2020/21,Ravi Bishnoi,14
2020/21,SM Curran,14
2020/21,Sandeep Sharma,14
2020/21,JO Holder,15
2020/21,R Ashwin,15
2020/21,RD Chahar,16
2020/21,CV Varun,17
2020/21,T Natarajan,19
2020/21,JC Archer,20
2020/21,Rashid Khan,20
2020/21,YS Chahal,22
2020/21,A Nortje,23
2020/21,Mohammed Shami,23
2020/21,TA Boult,26
2020/21,JJ Bumrah,30
2020/21,K Rabada,32
2021,Abdul Samad,1
2021,DR Sams,1
2021,FA Allen,1
2021,GD Phillips,1
2021,I Sharma,1
2021,IC Porel,1
2021,J Suchith,1
2021,KM Asif,1
2021,KW Richardson,1
2021,LI Meriwala,1
2021,M Ashwin,1
2021,MK Lomror,1
2021,NT Ellis,1
2021,PP Chawla,1
2021,S Nadeem,1
2021,DJ Hooda,2
2021,MP Stoinis,2
2021,Mohammad Nabi,2
2021,Mujeeb Ur Rahman,2
2021,R Parag,2
2021,T Natarajan,2
2021,Umran Malik,2
2021,GHS Garton,3
2021,GJ Maxwell,3
2021,Imran Tahir,3
2021,J Yadav,3
2021,JA Richardson,3
2021,M Jansen,3
2021,Sandeep Sharma,3
2021,VR Iyer,3
2021,Washington Sundar,3
2021,AF Milne,4
2021,Abhishek Sharma,4
2021,CJ Jordan,4
2021,DT Christian,4
2021,JD Unadkat,4
2021,Kartik Tyagi,4
2021,Lalit Yadav,4
2021,MC Henriques,4
2021,RP Meredith,4
2021,TK Curran,4
2021,V Shankar,4
2021,CR Woakes,5
2021,Harpreet Brar,5
2021,JDS Neesham,5
2021,KH Pandya,5
2021,KK Ahmed,5
2021,L Ngidi,5
2021,Shakib Al Hasan,5
2021,TG Southee,5
2021,A Mishra,6
2021,B Kumar,6
2021,KA Pollard,6
2021,MM Ali,7
2021,NM Coulter-Nile,7
2021,Shahbaz Ahmed,7
2021,R Ashwin,8
2021,R Tewatia,8
2021,S Kaul,8
2021,KA Jamieson,9
2021,PJ Cummins,9
2021,SM Curran,10
2021,AD Russell,11
2021,JR Hazlewood,11
2021,Mohammed Siraj,11
2021,A Nortje,12
2021,M Prasidh Krishna,12
2021,Shivam Mavi,12
2021,RA Jadeja,13
2021,RD Chahar,13
2021,Ravi Bishnoi,13
2021,C Sakariya,14
2021,LH Ferguson,14
2021,TA Boult,14
2021,DJ Bravo,15
2021,AR Patel,16
2021,DL Chahar,16
2021,JO Holder,16
2021,K Rabada,16
2021,CH Morris,17
2021,Mustafizur Rahman,18
2021,SP Narine,18
2021,Rashid Khan,19
2021,YS Chahal,19
2021,Arshdeep Singh,20
2021,CV Varun,20
2021,Mohammed Shami,20
2021,JJ Bumrah,22
2021,SN Thakur,22
2021,Avesh Khan,27
2021,HV Patel,35
2022,AK Markram,1
2022,AS Roy,1
2022,D Brevis,1
2022,DJ Hooda,1
2022,DJ Willey,1
2022,FA Allen,1
2022,Harshit Rana,1
2022,Kartik Tyagi,1
2022,M Markande,1
2022,R Parag,1
2022,R Tewatia,1
2022,S Gopal,1
2022,SA Abbott,1
2022,TU Deshpande,1
2022,V Shankar,1
2022,A Badoni,2
2022,DG Nalkande,2
2022,Fazalhaq Farooqi,2
2022,HR Shokeen,2
2022,M Pathirana,2
2022,PH Solanki,2
2022,VR Aaron,2
2022,AJ Tye,3
2022,C Sakariya,3
2022,CJ Jordan,3
2022,Navdeep Saini,3
2022,PJ Sangwan,3
2022,Sandeep Sharma,3
2022,Harpreet Brar,4
2022,KA Pollard,4
2022,Lalit Yadav,4
2022,MJ Santner,4
2022,MP Stoinis,4
2022,MR Marsh,4
2022,NT Ellis,4
2022,R Shepherd,4
2022,Shahbaz Ahmed,4
2022,Simarjeet Singh,4
2022,VG Arora,4
2022,Basil Thampi,5
2022,K Gowtham,5
2022,K Kartikeya,5
2022,Shivam Mavi,5
2022,AR Patel,6
2022,Akash Deep,6
2022,CV Varun,6
2022,LS Livingstone,6
2022,R Dhawan,6
2022,R Sai Kishore,6
2022,RA Jadeja,6
2022,Ramandeep Singh,6
2022,TS Mills,6
2022,Washington Sundar,6
2022,D Pretorius,7
2022,J Suchith,7
2022,JD Unadkat,7
2022,M Jansen,7
2022,OF Smith,7
2022,AS Joseph,8
2022,GJ Maxwell,8
2022,HH Pandya,8
2022,KR Sen,8
2022,MM Ali,8
2022,PJ Cummins,8
2022,A Nortje,9
2022,M Ashwin,9
2022,Mohammed Siraj,9
2022,Mustafizur Rahman,9
2022,RP Meredith,10
2022,SP Narine,10
2022,KH Pandya,11
2022,OC McCoy,11
2022,PVD Chameera,11
2022,Arshdeep Singh,12
2022,M Theekshana,12
2022,B Kumar,13
2022,R Ashwin,13
2022,Yash Dayal,13
2022,DR Sams,14
2022,Mohsin Khan,14
2022,RD Chahar,14
2022,Ravi Bishnoi,14
2022,JJ Bumrah,16
2022,JO Holder,16
2022,KK Ahmed,16
2022,LH Ferguson,16
2022,Mukesh Choudhary,16
2022,SN Thakur,16
2022,TG Southee,16
2022,UT Yadav,16
2022,DJ Bravo,17
2022,TA Boult,18
2022,Avesh Khan,19
2022,Rashid Khan,20
2022,T Natarajan,20
2022,AD Russell,21
2022,HV Patel,21
2022,JR Hazlewood,21
2022,Kuldeep Yadav,21
2022,M Prasidh Krishna,21
2022,Mohammed Shami,21
2022,K Rabada,23
2022,Umran Malik,23
2022,PWH de Silva,27
2022,YS Chahal,29
