index,Season,ID,overs,BattingTeam,total_run,isWicketDelivery
19802,2009,392226,18,Delhi Daredevils,3,1
19803,2009,392226,18,Kings XI Punjab,13,0
19804,2009,392226,19,Delhi Daredevils,6,1
19805,2009,392226,19,Kings XI Punjab,4,0
19806,2009,392227,0,Chennai Super Kings,4,1
19807,2009,392227,0,Mumbai Indians,1,0
19808,2009,392227,1,Chennai Super Kings,13,0
19809,2009,392227,1,Mumbai Indians,6,0
19810,2009,392227,2,Chennai Super Kings,1,0
19811,2009,392227,2,Mumbai Indians,1,1
19812,2009,392227,3,Chennai Super Kings,6,1
19813,2009,392227,3,Mumbai Indians,8,0
19814,2009,392227,4,Chennai Super Kings,10,0
19815,2009,392227,4,Mumbai Indians,18,0
19816,2009,392227,5,Chennai Super Kings,1,0
19817,2009,392227,5,Mumbai Indians,15,1
19818,2009,392227,6,Chennai Super Kings,4,0
19819,2009,392227,6,Mumbai Indians,2,0
19820,2009,392227,7,Chennai Super Kings,4,0
19821,2009,392227,7,Mumbai Indians,4,0
19822,2009,392227,8,Chennai Super Kings,7,0
19823,2009,392227,8,Mumbai Indians,10,0
19824,2009,392227,9,Chennai Super Kings,6,0
19825,2009,392227,9,Mumbai Indians,5,0
19826,2009,392227,10,Chennai Super Kings,8,1
19827,2009,392227,10,Mumbai Indians,5,1
19828,2009,392227,11,Chennai Super Kings,6,0
19829,2009,392227,11,Mumbai Indians,4,0
19830,2009,392227,12,Chennai Super Kings,14,0
19831,2009,392227,12,Mumbai Indians,5,0
19832,2009,392227,13,Chennai Super Kings,8,0
19833,2009,392227,13,Mumbai Indians,3,0
19834,2009,392227,14,Chennai Super Kings,10,0
19835,2009,392227,14,Mumbai Indians,9,0
19836,2009,392227,15,Chennai Super Kings,8,0
19837,2009,392227,15,Mumbai Indians,9,0
19838,2009,392227,16,Chennai Super Kings,11,0
19839,2009,392227,16,Mumbai Indians,12,0
19840,2009,392227,17,Chennai Super Kings,17,0
19841,2009,392227,17,Mumbai Indians,14,0
19842,2009,392227,18,Chennai Super Kings,7,0
19843,2009,392227,18,Mumbai Indians,5,0
19844,2009,392227,19,Chennai Super Kings,6,0
19845,2009,392227,19,Mumbai Indians,11,2
19846,2009,392228,0,Deccan Chargers,5,0
19847,2009,392228,0,Kolkata Knight Riders,5,0
19848,2009,392228,1,Deccan Chargers,15,0
19849,2009,392228,1,Kolkata Knight Riders,5,0
19850,2009,392228,2,Deccan Chargers,9,0
19851,2009,392228,2,Kolkata Knight Riders,5,0
19852,2009,392228,3,Deccan Chargers,11,0
19853,2009,392228,3,Kolkata Knight Riders,10,0
19854,2009,392228,4,Deccan Chargers,1,0
19855,2009,392228,4,Kolkata Knight Riders,4,1
19856,2009,392228,5,Deccan Chargers,9,0
19857,2009,392228,5,Kolkata Knight Riders,2,0
19858,2009,392228,6,Deccan Chargers,3,0
19859,2009,392228,6,Kolkata Knight Riders,3,0
19860,2009,392228,7,Deccan Chargers,9,0
19861,2009,392228,7,Kolkata Knight Riders,6,0
19862,2009,392228,8,Deccan Chargers,6,0
19863,2009,392228,8,Kolkata Knight Riders,7,0
19864,2009,392228,9,Deccan Chargers,3,1
19865,2009,392228,9,Kolkata Knight Riders,3,0
19866,2009,392228,10,Deccan Chargers,2,0
19867,2009,392228,10,Kolkata Knight Riders,10,0
19868,2009,392228,11,Deccan Chargers,12,0
19869,2009,392228,11,Kolkata Knight Riders,7,0
19870,2009,392228,12,Deccan Chargers,2,1
19871,2009,392228,12,Kolkata Knight Riders,4,0
19872,2009,392228,13,Deccan Chargers,12,0
19873,2009,392228,13,Kolkata Knight Riders,7,0
19874,2009,392228,14,Deccan Chargers,6,0
19875,2009,392228,14,Kolkata Knight Riders,11,1
19876,2009,392228,15,Deccan Chargers,8,0
19877,2009,392228,15,Kolkata Knight Riders,15,0
19878,2009,392228,16,Deccan Chargers,14,1
19879,2009,392228,16,Kolkata Knight Riders,7,0
19880,2009,392228,17,Deccan Chargers,7,1
19881,2009,392228,17,Kolkata Knight Riders,7,1
19882,2009,392228,18,Deccan Chargers,6,0
19883,2009,392228,18,Kolkata Knight Riders,28,0
19884,2009,392228,19,Deccan Chargers,26,0
19885,2009,392228,19,Kolkata Knight Riders,14,2
19886,2009,392229,0,Deccan Chargers,5,0
19887,2009,392229,0,Kings XI Punjab,9,0
19888,2009,392229,1,Deccan Chargers,18,0
19889,2009,392229,1,Kings XI Punjab,3,1
19890,2009,392229,2,Deccan Chargers,7,0
19891,2009,392229,2,Kings XI Punjab,3,1
19892,2009,392229,3,Deccan Chargers,4,0
19893,2009,392229,3,Kings XI Punjab,11,0
19894,2009,392229,4,Deccan Chargers,6,2
19895,2009,392229,4,Kings XI Punjab,7,1
19896,2009,392229,5,Deccan Chargers,6,0
19897,2009,392229,5,Kings XI Punjab,6,0
19898,2009,392229,6,Deccan Chargers,3,0
19899,2009,392229,6,Kings XI Punjab,7,0
19900,2009,392229,7,Deccan Chargers,5,0
19901,2009,392229,7,Kings XI Punjab,3,0
19902,2009,392229,8,Deccan Chargers,7,0
19903,2009,392229,8,Kings XI Punjab,3,1
19904,2009,392229,9,Deccan Chargers,4,0
19905,2009,392229,9,Kings XI Punjab,3,0
19906,2009,392229,10,Deccan Chargers,5,0
19907,2009,392229,10,Kings XI Punjab,5,0
19908,2009,392229,11,Deccan Chargers,3,1
19909,2009,392229,11,Kings XI Punjab,8,0
19910,2009,392229,12,Deccan Chargers,6,0
19911,2009,392229,12,Kings XI Punjab,6,0
19912,2009,392229,13,Deccan Chargers,2,2
19913,2009,392229,13,Kings XI Punjab,4,0
19914,2009,392229,14,Deccan Chargers,5,0
19915,2009,392229,14,Kings XI Punjab,16,0
19916,2009,392229,15,Deccan Chargers,4,0
19917,2009,392229,15,Kings XI Punjab,11,0
19918,2009,392229,16,Deccan Chargers,2,0
19919,2009,392229,16,Kings XI Punjab,11,1
19920,2009,392229,17,Deccan Chargers,18,0
19921,2009,392229,17,Kings XI Punjab,6,1
19922,2009,392229,18,Deccan Chargers,14,1
19923,2009,392229,18,Kings XI Punjab,5,0
19924,2009,392229,19,Deccan Chargers,9,2
19925,2009,392229,19,Kings XI Punjab,7,1
19926,2009,392230,0,Delhi Daredevils,4,0
19927,2009,392230,0,Rajasthan Royals,2,0
19928,2009,392230,1,Delhi Daredevils,8,0
19929,2009,392230,1,Rajasthan Royals,6,1
19930,2009,392230,2,Delhi Daredevils,3,2
19931,2009,392230,2,Rajasthan Royals,2,1
19932,2009,392230,3,Delhi Daredevils,4,0
19933,2009,392230,3,Rajasthan Royals,4,0
19934,2009,392230,4,Delhi Daredevils,7,0
19935,2009,392230,4,Rajasthan Royals,5,0
19936,2009,392230,5,Delhi Daredevils,9,0
19937,2009,392230,5,Rajasthan Royals,5,0
19938,2009,392230,6,Delhi Daredevils,3,0
19939,2009,392230,6,Rajasthan Royals,2,1
19940,2009,392230,7,Delhi Daredevils,8,0
19941,2009,392230,7,Rajasthan Royals,11,0
19942,2009,392230,8,Delhi Daredevils,9,0
19943,2009,392230,8,Rajasthan Royals,13,0
19944,2009,392230,9,Delhi Daredevils,5,0
19945,2009,392230,9,Rajasthan Royals,10,0
19946,2009,392230,10,Delhi Daredevils,6,0
19947,2009,392230,10,Rajasthan Royals,11,0
19948,2009,392230,11,Delhi Daredevils,5,0
19949,2009,392230,11,Rajasthan Royals,8,0
19950,2009,392230,12,Delhi Daredevils,7,0
19951,2009,392230,12,Rajasthan Royals,2,1
19952,2009,392230,13,Delhi Daredevils,11,0
19953,2009,392230,13,Rajasthan Royals,5,1
19954,2009,392230,14,Delhi Daredevils,6,0
19955,2009,392230,14,Rajasthan Royals,7,0
19956,2009,392230,15,Delhi Daredevils,4,0
19957,2009,392230,15,Rajasthan Royals,6,1
19958,2009,392230,16,Delhi Daredevils,5,1
19959,2009,392230,16,Rajasthan Royals,8,3
19960,2009,392230,17,Delhi Daredevils,11,0
19961,2009,392230,17,Rajasthan Royals,12,0
19962,2009,392230,18,Delhi Daredevils,25,0
19963,2009,392230,18,Rajasthan Royals,4,0
19964,2009,392230,19,Delhi Daredevils,10,0
19965,2009,392230,19,Rajasthan Royals,13,0
19966,2009,392231,0,Chennai Super Kings,5,0
19967,2009,392231,0,Kolkata Knight Riders,10,0
19968,2009,392231,1,Chennai Super Kings,12,0
19969,2009,392231,1,Kolkata Knight Riders,1,0
19970,2009,392231,2,Chennai Super Kings,10,0
19971,2009,392231,2,Kolkata Knight Riders,16,0
19972,2009,392231,3,Chennai Super Kings,8,0
19973,2009,392231,3,Kolkata Knight Riders,6,0
19974,2009,392231,4,Chennai Super Kings,7,0
19975,2009,392231,4,Kolkata Knight Riders,1,1
19976,2009,392231,5,Chennai Super Kings,12,0
19977,2009,392231,5,Kolkata Knight Riders,22,0
19978,2009,392231,6,Chennai Super Kings,13,1
19979,2009,392231,6,Kolkata Knight Riders,4,0
19980,2009,392231,7,Chennai Super Kings,7,0
19981,2009,392231,7,Kolkata Knight Riders,4,0
19982,2009,392231,8,Chennai Super Kings,4,0
19983,2009,392231,8,Kolkata Knight Riders,14,0
19984,2009,392231,9,Chennai Super Kings,5,1
19985,2009,392231,9,Kolkata Knight Riders,5,0
19986,2009,392231,10,Chennai Super Kings,7,0
19987,2009,392231,10,Kolkata Knight Riders,8,0
19988,2009,392231,11,Chennai Super Kings,8,0
19989,2009,392231,11,Kolkata Knight Riders,12,0
19990,2009,392231,12,Chennai Super Kings,13,0
19991,2009,392231,12,Kolkata Knight Riders,11,0
19992,2009,392231,13,Chennai Super Kings,10,0
19993,2009,392231,13,Kolkata Knight Riders,10,1
19994,2009,392231,14,Chennai Super Kings,2,0
19995,2009,392231,14,Kolkata Knight Riders,7,0
19996,2009,392231,15,Chennai Super Kings,17,0
19997,2009,392231,15,Kolkata Knight Riders,6,1
19998,2009,392231,16,Chennai Super Kings,12,1
19999,2009,392231,16,Kolkata Knight Riders,14,0
20000,2009,392231,17,Chennai Super Kings,10,0
20001,2009,392231,17,Kolkata Knight Riders,13,0
20002,2009,392231,18,Chennai Super Kings,7,0
20003,2009,392231,18,Kolkata Knight Riders,19,0
20004,2009,392231,19,Chennai Super Kings,19,0
20005,2009,392231,19,Kolkata Knight Riders,6,0
20006,2009,392232,0,Delhi Daredevils,1,2
20007,2009,392232,0,Royal Challengers Bangalore,2,1
20008,2009,392232,1,Delhi Daredevils,1,0
20009,2009,392232,1,Royal Challengers Bangalore,4,0
20010,2009,392232,2,Delhi Daredevils,12,0
20011,2009,392232,2,Royal Challengers Bangalore,4,0
20012,2009,392232,3,Delhi Daredevils,2,0
20013,2009,392232,3,Royal Challengers Bangalore,6,0
20014,2009,392232,4,Delhi Daredevils,12,0
20015,2009,392232,4,Royal Challengers Bangalore,3,0
20016,2009,392232,5,Delhi Daredevils,9,1
20017,2009,392232,5,Royal Challengers Bangalore,8,0
20018,2009,392232,6,Delhi Daredevils,8,0
20019,2009,392232,6,Royal Challengers Bangalore,6,0
20020,2009,392232,7,Delhi Daredevils,5,0
20021,2009,392232,7,Royal Challengers Bangalore,10,0
20022,2009,392232,8,Delhi Daredevils,8,0
20023,2009,392232,8,Royal Challengers Bangalore,5,0
20024,2009,392232,9,Delhi Daredevils,5,0
20025,2009,392232,9,Royal Challengers Bangalore,6,0
20026,2009,392232,10,Delhi Daredevils,5,1
20027,2009,392232,10,Royal Challengers Bangalore,10,0
20028,2009,392232,11,Delhi Daredevils,5,1
20029,2009,392232,11,Royal Challengers Bangalore,6,0
20030,2009,392232,12,Delhi Daredevils,4,0
20031,2009,392232,12,Royal Challengers Bangalore,6,1
20032,2009,392232,13,Delhi Daredevils,4,0
20033,2009,392232,13,Royal Challengers Bangalore,12,0
20034,2009,392232,14,Delhi Daredevils,8,0
20035,2009,392232,14,Royal Challengers Bangalore,14,1
20036,2009,392232,15,Delhi Daredevils,11,0
20037,2009,392232,15,Royal Challengers Bangalore,3,0
20038,2009,392232,16,Delhi Daredevils,10,1
20039,2009,392232,16,Royal Challengers Bangalore,7,0
20040,2009,392232,17,Delhi Daredevils,5,1
20041,2009,392232,17,Royal Challengers Bangalore,14,0
20042,2009,392232,18,Delhi Daredevils,7,0
20043,2009,392232,18,Royal Challengers Bangalore,9,0
20044,2009,392232,19,Delhi Daredevils,12,0
20045,2009,392233,0,Kolkata Knight Riders,9,1
20046,2009,392233,0,Rajasthan Royals,22,0
20047,2009,392233,1,Kolkata Knight Riders,1,1
20048,2009,392233,1,Rajasthan Royals,4,1
20049,2009,392233,2,Kolkata Knight Riders,3,0
20050,2009,392233,2,Rajasthan Royals,2,1
20051,2009,392233,3,Kolkata Knight Riders,7,0
20052,2009,392233,3,Rajasthan Royals,4,1
20053,2009,392233,4,Kolkata Knight Riders,1,1
20054,2009,392233,4,Rajasthan Royals,6,0
20055,2009,392233,5,Kolkata Knight Riders,8,0
20056,2009,392233,5,Rajasthan Royals,8,1
20057,2009,392233,6,Kolkata Knight Riders,1,0
20058,2009,392233,6,Rajasthan Royals,1,0
20059,2009,392233,7,Kolkata Knight Riders,5,1
20060,2009,392233,7,Rajasthan Royals,5,0
20061,2009,392233,8,Kolkata Knight Riders,2,0
20062,2009,392233,8,Rajasthan Royals,6,0
20063,2009,392233,9,Kolkata Knight Riders,1,1
20064,2009,392233,9,Rajasthan Royals,3,1
20065,2009,392233,10,Kolkata Knight Riders,6,0
20066,2009,392233,10,Rajasthan Royals,1,1
20067,2009,392233,11,Kolkata Knight Riders,3,1
20068,2009,392233,11,Rajasthan Royals,1,1
20069,2009,392233,12,Kolkata Knight Riders,10,0
20070,2009,392233,12,Rajasthan Royals,6,0
20071,2009,392233,13,Kolkata Knight Riders,4,0
20072,2009,392233,13,Rajasthan Royals,3,0
20073,2009,392233,14,Kolkata Knight Riders,4,0
20074,2009,392233,14,Rajasthan Royals,7,0
20075,2009,392233,15,Kolkata Knight Riders,10,0
20076,2009,392233,15,Rajasthan Royals,5,0
20077,2009,392233,16,Kolkata Knight Riders,6,0
20078,2009,392233,16,Rajasthan Royals,7,0
20079,2009,392233,17,Kolkata Knight Riders,10,0
20080,2009,392233,17,Rajasthan Royals,4,1
20081,2009,392233,18,Kolkata Knight Riders,7,0
20082,2009,392233,18,Rajasthan Royals,4,0
20083,2009,392233,19,Kolkata Knight Riders,4,0
20084,2009,392233,19,Rajasthan Royals,2,1
20085,2009,392234,0,Chennai Super Kings,6,0
20086,2009,392234,0,Kings XI Punjab,3,0
20087,2009,392234,1,Chennai Super Kings,11,0
20088,2009,392234,1,Kings XI Punjab,3,1
20089,2009,392234,2,Chennai Super Kings,7,0
20090,2009,392234,2,Kings XI Punjab,6,0
20091,2009,392234,3,Chennai Super Kings,11,0
20092,2009,392234,3,Kings XI Punjab,13,0
20093,2009,392234,4,Chennai Super Kings,9,1
20094,2009,392234,4,Kings XI Punjab,1,0
20095,2009,392234,5,Chennai Super Kings,6,0
20096,2009,392234,5,Kings XI Punjab,3,0
20097,2009,392234,6,Chennai Super Kings,4,1
20098,2009,392234,6,Kings XI Punjab,3,1
20099,2009,392234,7,Chennai Super Kings,7,0
20100,2009,392234,7,Kings XI Punjab,4,0
20101,2009,392234,8,Chennai Super Kings,4,0
20102,2009,392234,8,Kings XI Punjab,2,0
20103,2009,392234,9,Chennai Super Kings,5,2
20104,2009,392234,9,Kings XI Punjab,4,0
20105,2009,392234,10,Chennai Super Kings,4,0
20106,2009,392234,10,Kings XI Punjab,3,0
20107,2009,392234,11,Chennai Super Kings,5,0
20108,2009,392234,11,Kings XI Punjab,2,1
20109,2009,392234,12,Chennai Super Kings,6,0
20110,2009,392234,12,Kings XI Punjab,2,1
20111,2009,392234,13,Chennai Super Kings,4,1
20112,2009,392234,13,Kings XI Punjab,5,0
20113,2009,392234,14,Chennai Super Kings,7,1
20114,2009,392234,14,Kings XI Punjab,5,0
20115,2009,392234,15,Chennai Super Kings,4,0
20116,2009,392234,15,Kings XI Punjab,2,2
20117,2009,392234,16,Chennai Super Kings,2,0
20118,2009,392234,16,Kings XI Punjab,8,1
20119,2009,392234,17,Chennai Super Kings,7,2
20120,2009,392234,17,Kings XI Punjab,8,0
20121,2009,392234,18,Chennai Super Kings,1,0
20122,2009,392234,18,Kings XI Punjab,8,1
20123,2009,392234,19,Chennai Super Kings,6,1
20124,2009,392234,19,Kings XI Punjab,7,0
20125,2009,392235,0,Delhi Daredevils,8,0
20126,2009,392235,0,Mumbai Indians,5,1
20127,2009,392235,1,Delhi Daredevils,11,0
20128,2009,392235,1,Mumbai Indians,8,0
20129,2009,392235,2,Delhi Daredevils,11,0
20130,2009,392235,2,Mumbai Indians,10,1
20131,2009,392235,3,Delhi Daredevils,11,1
20132,2009,392235,3,Mumbai Indians,4,0
20133,2009,392235,4,Delhi Daredevils,5,0
20134,2009,392235,4,Mumbai Indians,1,1
20135,2009,392235,5,Delhi Daredevils,14,0
20136,2009,392235,5,Mumbai Indians,2,0
20137,2009,392235,6,Delhi Daredevils,3,0
20138,2009,392235,6,Mumbai Indians,13,0
20139,2009,392235,7,Delhi Daredevils,9,0
20140,2009,392235,7,Mumbai Indians,10,0
20141,2009,392235,8,Delhi Daredevils,5,0
20142,2009,392235,8,Mumbai Indians,13,0
20143,2009,392235,9,Delhi Daredevils,16,0
20144,2009,392235,9,Mumbai Indians,6,0
20145,2009,392235,10,Delhi Daredevils,11,0
20146,2009,392235,10,Mumbai Indians,3,0
20147,2009,392235,11,Delhi Daredevils,10,1
20148,2009,392235,11,Mumbai Indians,15,0
20149,2009,392235,12,Delhi Daredevils,14,0
20150,2009,392235,12,Mumbai Indians,11,0
20151,2009,392235,13,Delhi Daredevils,15,0
20152,2009,392235,13,Mumbai Indians,4,1
20153,2009,392235,14,Delhi Daredevils,3,2
20154,2009,392235,14,Mumbai Indians,4,1
20155,2009,392235,15,Delhi Daredevils,2,0
20156,2009,392235,15,Mumbai Indians,10,0
20157,2009,392235,16,Delhi Daredevils,6,2
20158,2009,392235,16,Mumbai Indians,13,0
20159,2009,392235,17,Delhi Daredevils,12,0
20160,2009,392235,17,Mumbai Indians,12,0
20161,2009,392235,18,Mumbai Indians,11,1
20162,2009,392235,19,Mumbai Indians,10,2
20163,2009,392236,0,Deccan Chargers,4,0
20164,2009,392236,0,Royal Challengers Bangalore,4,0
20165,2009,392236,1,Deccan Chargers,8,0
20166,2009,392236,1,Royal Challengers Bangalore,3,1
20167,2009,392236,2,Deccan Chargers,4,0
20168,2009,392236,2,Royal Challengers Bangalore,8,0
20169,2009,392236,3,Deccan Chargers,7,0
20170,2009,392236,3,Royal Challengers Bangalore,10,0
20171,2009,392236,4,Deccan Chargers,22,0
20172,2009,392236,4,Royal Challengers Bangalore,6,0
20173,2009,392236,5,Deccan Chargers,19,0
20174,2009,392236,5,Royal Challengers Bangalore,2,0
20175,2009,392236,6,Deccan Chargers,5,1
20176,2009,392236,6,Royal Challengers Bangalore,6,0
20177,2009,392236,7,Deccan Chargers,5,0
20178,2009,392236,7,Royal Challengers Bangalore,12,0
20179,2009,392236,8,Deccan Chargers,4,0
20180,2009,392236,8,Royal Challengers Bangalore,10,0
20181,2009,392236,9,Deccan Chargers,7,0
20182,2009,392236,9,Royal Challengers Bangalore,3,1
20183,2009,392236,10,Deccan Chargers,6,1
20184,2009,392236,10,Royal Challengers Bangalore,18,0
20185,2009,392236,11,Deccan Chargers,7,0
20186,2009,392236,11,Royal Challengers Bangalore,8,0
20187,2009,392236,12,Deccan Chargers,7,0
20188,2009,392236,12,Royal Challengers Bangalore,5,0
20189,2009,392236,13,Deccan Chargers,11,0
20190,2009,392236,13,Royal Challengers Bangalore,11,0
20191,2009,392236,14,Deccan Chargers,3,1
20192,2009,392236,14,Royal Challengers Bangalore,10,1
20193,2009,392236,15,Deccan Chargers,6,1
20194,2009,392236,15,Royal Challengers Bangalore,16,0
20195,2009,392236,16,Deccan Chargers,6,0
20196,2009,392236,16,Royal Challengers Bangalore,2,1
20197,2009,392236,17,Deccan Chargers,7,1
20198,2009,392236,17,Royal Challengers Bangalore,5,0
20199,2009,392236,18,Deccan Chargers,7,1
20200,2009,392236,18,Royal Challengers Bangalore,8,0
20201,2009,392236,19,Deccan Chargers,13,0
20202,2009,392236,19,Royal Challengers Bangalore,23,0
20203,2009,392237,0,Deccan Chargers,21,0
20204,2009,392237,0,Delhi Daredevils,0,2
20205,2009,392237,1,Deccan Chargers,3,1
20206,2009,392237,1,Delhi Daredevils,13,0
20207,2009,392237,2,Deccan Chargers,17,0
20208,2009,392237,2,Delhi Daredevils,10,0
20209,2009,392237,3,Deccan Chargers,15,0
20210,2009,392237,3,Delhi Daredevils,10,0
20211,2009,392237,4,Deccan Chargers,3,0
20212,2009,392237,4,Delhi Daredevils,8,0
20213,2009,392237,5,Deccan Chargers,25,0
20214,2009,392237,5,Delhi Daredevils,8,0
20215,2009,392237,6,Deccan Chargers,3,0
20216,2009,392237,6,Delhi Daredevils,11,0
20217,2009,392237,7,Deccan Chargers,4,1
20218,2009,392237,7,Delhi Daredevils,8,0
20219,2009,392237,8,Deccan Chargers,7,0
20220,2009,392237,8,Delhi Daredevils,7,0
20221,2009,392237,9,Deccan Chargers,4,1
20222,2009,392237,9,Delhi Daredevils,8,0
20223,2009,392237,10,Deccan Chargers,13,0
20224,2009,392237,10,Delhi Daredevils,2,1
20225,2009,392237,11,Deccan Chargers,5,0
20226,2009,392237,11,Delhi Daredevils,1,0
20227,2009,392237,12,Deccan Chargers,11,0
20228,2009,392237,12,Delhi Daredevils,8,0
20229,2009,392237,13,Deccan Chargers,6,1
20230,2009,392237,13,Delhi Daredevils,10,0
20231,2009,392237,14,Deccan Chargers,9,0
20232,2009,392237,14,Delhi Daredevils,5,0
20233,2009,392237,15,Deccan Chargers,2,0
20234,2009,392237,15,Delhi Daredevils,11,0
20235,2009,392237,16,Deccan Chargers,4,0
20236,2009,392237,16,Delhi Daredevils,13,0
20237,2009,392237,17,Deccan Chargers,2,0
20238,2009,392237,17,Delhi Daredevils,3,1
20239,2009,392237,18,Delhi Daredevils,9,1
20240,2009,392237,19,Delhi Daredevils,8,3
20241,2009,392238,0,Chennai Super Kings,2,0
20242,2009,392238,0,Royal Challengers Bangalore,9,0
20243,2009,392238,1,Chennai Super Kings,13,0
20244,2009,392238,1,Royal Challengers Bangalore,8,1
20245,2009,392238,2,Chennai Super Kings,11,0
20246,2009,392238,2,Royal Challengers Bangalore,7,1
20247,2009,392238,3,Chennai Super Kings,9,0
20248,2009,392238,3,Royal Challengers Bangalore,15,0
20249,2009,392238,4,Chennai Super Kings,11,0
20250,2009,392238,4,Royal Challengers Bangalore,10,0
20251,2009,392238,5,Chennai Super Kings,6,0
20252,2009,392238,5,Royal Challengers Bangalore,10,0
20253,2009,392238,6,Chennai Super Kings,9,1
20254,2009,392238,6,Royal Challengers Bangalore,4,0
20255,2009,392238,7,Chennai Super Kings,7,0
20256,2009,392238,7,Royal Challengers Bangalore,5,0
20257,2009,392238,8,Chennai Super Kings,2,1
20258,2009,392238,8,Royal Challengers Bangalore,11,0
20259,2009,392238,9,Chennai Super Kings,4,0
20260,2009,392238,9,Royal Challengers Bangalore,3,0
20261,2009,392238,10,Chennai Super Kings,3,0
20262,2009,392238,10,Royal Challengers Bangalore,6,0
20263,2009,392238,11,Chennai Super Kings,7,0
20264,2009,392238,11,Royal Challengers Bangalore,4,0
20265,2009,392238,12,Chennai Super Kings,12,0
20266,2009,392238,12,Royal Challengers Bangalore,4,1
20267,2009,392238,13,Chennai Super Kings,8,0
20268,2009,392238,13,Royal Challengers Bangalore,4,0
20269,2009,392238,14,Chennai Super Kings,3,1
20270,2009,392238,14,Royal Challengers Bangalore,10,0
20271,2009,392238,15,Chennai Super Kings,7,0
20272,2009,392238,15,Royal Challengers Bangalore,2,1
20273,2009,392238,16,Chennai Super Kings,10,0
20274,2009,392238,16,Royal Challengers Bangalore,15,0
20275,2009,392238,17,Chennai Super Kings,6,1
20276,2009,392238,17,Royal Challengers Bangalore,8,0
20277,2009,392238,18,Chennai Super Kings,10,0
20278,2009,392238,18,Royal Challengers Bangalore,14,0
20279,2009,392238,19,Chennai Super Kings,6,1
20280,2009,392239,0,Deccan Chargers,2,1
20281,2009,392239,0,Royal Challengers Bangalore,1,0
20282,2009,392239,1,Deccan Chargers,11,0
20283,2009,392239,1,Royal Challengers Bangalore,4,0
20284,2009,392239,2,Deccan Chargers,2,0
20285,2009,392239,2,Royal Challengers Bangalore,11,0
20286,2009,392239,3,Deccan Chargers,3,1
20287,2009,392239,3,Royal Challengers Bangalore,5,1
20288,2009,392239,4,Deccan Chargers,5,0
20289,2009,392239,4,Royal Challengers Bangalore,12,0
20290,2009,392239,5,Deccan Chargers,8,0
20291,2009,392239,5,Royal Challengers Bangalore,3,0
20292,2009,392239,6,Deccan Chargers,14,0
20293,2009,392239,6,Royal Challengers Bangalore,6,1
20294,2009,392239,7,Deccan Chargers,9,0
20295,2009,392239,7,Royal Challengers Bangalore,11,0
20296,2009,392239,8,Deccan Chargers,5,1
20297,2009,392239,8,Royal Challengers Bangalore,6,1
20298,2009,392239,9,Deccan Chargers,3,0
20299,2009,392239,9,Royal Challengers Bangalore,10,0
20300,2009,392239,10,Deccan Chargers,3,0
20301,2009,392239,10,Royal Challengers Bangalore,9,0
20302,2009,392239,11,Deccan Chargers,4,0
20303,2009,392239,11,Royal Challengers Bangalore,1,1
20304,2009,392239,12,Deccan Chargers,5,0
20305,2009,392239,12,Royal Challengers Bangalore,12,0
20306,2009,392239,13,Deccan Chargers,7,0
20307,2009,392239,13,Royal Challengers Bangalore,8,0
20308,2009,392239,14,Deccan Chargers,20,0
20309,2009,392239,14,Royal Challengers Bangalore,4,2
20310,2009,392239,15,Deccan Chargers,8,0
20311,2009,392239,15,Royal Challengers Bangalore,5,1
20312,2009,392239,16,Deccan Chargers,6,2
20313,2009,392239,16,Royal Challengers Bangalore,5,1
20314,2009,392239,17,Deccan Chargers,10,0
20315,2009,392239,17,Royal Challengers Bangalore,4,0
20316,2009,392239,18,Deccan Chargers,9,0
20317,2009,392239,18,Royal Challengers Bangalore,12,1
20318,2009,392239,19,Deccan Chargers,9,1
20319,2009,392239,19,Royal Challengers Bangalore,8,0
20320,2009/10,419106,0,Deccan Chargers,5,0
20321,2009/10,419106,0,Kolkata Knight Riders,1,2
20322,2009/10,419106,1,Deccan Chargers,11,0
20323,2009/10,419106,1,Kolkata Knight Riders,5,0
20324,2009/10,419106,2,Deccan Chargers,15,0
20325,2009/10,419106,2,Kolkata Knight Riders,8,0
20326,2009/10,419106,3,Deccan Chargers,9,0
20327,2009/10,419106,3,Kolkata Knight Riders,8,0
20328,2009/10,419106,4,Deccan Chargers,16,0
20329,2009/10,419106,4,Kolkata Knight Riders,9,1
20330,2009/10,419106,5,Deccan Chargers,6,1
20331,2009/10,419106,5,Kolkata Knight Riders,7,1
20332,2009/10,419106,6,Deccan Chargers,5,0
20333,2009/10,419106,6,Kolkata Knight Riders,8,0
20334,2009/10,419106,7,Deccan Chargers,4,0
20335,2009/10,419106,7,Kolkata Knight Riders,3,0
20336,2009/10,419106,8,Deccan Chargers,6,0
20337,2009/10,419106,8,Kolkata Knight Riders,6,0
20338,2009/10,419106,9,Deccan Chargers,11,0
20339,2009/10,419106,9,Kolkata Knight Riders,2,0
20340,2009/10,419106,10,Deccan Chargers,11,0
20341,2009/10,419106,10,Kolkata Knight Riders,4,0
20342,2009/10,419106,11,Deccan Chargers,3,1
20343,2009/10,419106,11,Kolkata Knight Riders,10,0
20344,2009/10,419106,12,Deccan Chargers,6,1
20345,2009/10,419106,12,Kolkata Knight Riders,7,0
20346,2009/10,419106,13,Deccan Chargers,8,0
20347,2009/10,419106,13,Kolkata Knight Riders,3,0
20348,2009/10,419106,14,Deccan Chargers,6,1
