index,Season,ID,overs,BattingTeam,total_run,isWicketDelivery
10183,2016,980921,7,Delhi Daredevils,5,0
10184,2016,980921,7,Royal Challengers Bangalore,7,0
10185,2016,980921,8,Delhi Daredevils,14,0
10186,2016,980921,8,Royal Challengers Bangalore,8,0
10187,2016,980921,9,Delhi Daredevils,12,0
10188,2016,980921,9,Royal Challengers Bangalore,10,0
10189,2016,980921,10,Delhi Daredevils,7,0
10190,2016,980921,10,Royal Challengers Bangalore,9,0
10191,2016,980921,11,Delhi Daredevils,5,0
10192,2016,980921,11,Royal Challengers Bangalore,3,1
10193,2016,980921,12,Delhi Daredevils,11,0
10194,2016,980921,12,Royal Challengers Bangalore,5,0
10195,2016,980921,13,Delhi Daredevils,20,0
10196,2016,980921,13,Royal Challengers Bangalore,16,0
10197,2016,980921,14,Delhi Daredevils,10,0
10198,2016,980921,14,Royal Challengers Bangalore,13,0
10199,2016,980921,15,Delhi Daredevils,12,0
10200,2016,980921,15,Royal Challengers Bangalore,21,0
10201,2016,980921,16,Delhi Daredevils,13,0
10202,2016,980921,16,Royal Challengers Bangalore,9,2
10203,2016,980921,17,Delhi Daredevils,12,0
10204,2016,980921,17,Royal Challengers Bangalore,4,0
10205,2016,980921,18,Delhi Daredevils,8,1
10206,2016,980921,18,Royal Challengers Bangalore,6,1
10207,2016,980921,19,Delhi Daredevils,1,0
10208,2016,980921,19,Royal Challengers Bangalore,8,0
10209,2016,980923,0,Mumbai Indians,2,1
10210,2016,980923,0,Sunrisers Hyderabad,4,1
10211,2016,980923,1,Mumbai Indians,8,0
10212,2016,980923,1,Sunrisers Hyderabad,10,0
10213,2016,980923,2,Mumbai Indians,2,0
10214,2016,980923,2,Sunrisers Hyderabad,8,0
10215,2016,980923,3,Mumbai Indians,11,1
10216,2016,980923,3,Sunrisers Hyderabad,3,0
10217,2016,980923,4,Mumbai Indians,8,0
10218,2016,980923,4,Sunrisers Hyderabad,4,0
10219,2016,980923,5,Mumbai Indians,9,0
10220,2016,980923,5,Sunrisers Hyderabad,4,0
10221,2016,980923,6,Mumbai Indians,3,0
10222,2016,980923,6,Sunrisers Hyderabad,4,0
10223,2016,980923,7,Mumbai Indians,4,1
10224,2016,980923,7,Sunrisers Hyderabad,12,0
10225,2016,980923,8,Mumbai Indians,7,0
10226,2016,980923,8,Sunrisers Hyderabad,7,0
10227,2016,980923,9,Mumbai Indians,4,0
10228,2016,980923,9,Sunrisers Hyderabad,10,0
10229,2016,980923,10,Mumbai Indians,3,1
10230,2016,980923,10,Sunrisers Hyderabad,4,1
10231,2016,980923,11,Mumbai Indians,6,0
10232,2016,980923,11,Sunrisers Hyderabad,13,0
10233,2016,980923,12,Mumbai Indians,5,0
10234,2016,980923,12,Sunrisers Hyderabad,8,0
10235,2016,980923,13,Mumbai Indians,26,0
10236,2016,980923,13,Sunrisers Hyderabad,8,0
10237,2016,980923,14,Mumbai Indians,13,0
10238,2016,980923,14,Sunrisers Hyderabad,9,1
10239,2016,980923,15,Mumbai Indians,7,0
10240,2016,980923,15,Sunrisers Hyderabad,14,0
10241,2016,980923,16,Mumbai Indians,5,0
10242,2016,980923,16,Sunrisers Hyderabad,11,0
10243,2016,980923,17,Mumbai Indians,7,1
10244,2016,980923,17,Sunrisers Hyderabad,12,0
10245,2016,980923,18,Mumbai Indians,6,1
10246,2016,980923,19,Mumbai Indians,6,0
10247,2016,980925,0,Kings XI Punjab,5,0
10248,2016,980925,0,Kolkata Knight Riders,12,0
10249,2016,980925,1,Kings XI Punjab,6,0
10250,2016,980925,1,Kolkata Knight Riders,8,0
10251,2016,980925,2,Kings XI Punjab,6,0
10252,2016,980925,2,Kolkata Knight Riders,13,0
10253,2016,980925,3,Kings XI Punjab,9,1
10254,2016,980925,3,Kolkata Knight Riders,11,0
10255,2016,980925,4,Kings XI Punjab,9,0
10256,2016,980925,4,Kolkata Knight Riders,11,0
10257,2016,980925,5,Kings XI Punjab,6,0
10258,2016,980925,5,Kolkata Knight Riders,10,0
10259,2016,980925,6,Kings XI Punjab,3,0
10260,2016,980925,6,Kolkata Knight Riders,7,0
10261,2016,980925,7,Kings XI Punjab,4,1
10262,2016,980925,7,Kolkata Knight Riders,8,0
10263,2016,980925,8,Kings XI Punjab,4,0
10264,2016,980925,8,Kolkata Knight Riders,3,1
10265,2016,980925,9,Kings XI Punjab,4,0
10266,2016,980925,9,Kolkata Knight Riders,10,0
10267,2016,980925,10,Kings XI Punjab,6,1
10268,2016,980925,10,Kolkata Knight Riders,5,1
10269,2016,980925,11,Kings XI Punjab,10,0
10270,2016,980925,11,Kolkata Knight Riders,9,0
10271,2016,980925,12,Kings XI Punjab,6,1
10272,2016,980925,12,Kolkata Knight Riders,3,0
10273,2016,980925,13,Kings XI Punjab,7,0
10274,2016,980925,13,Kolkata Knight Riders,2,1
10275,2016,980925,14,Kings XI Punjab,10,1
10276,2016,980925,14,Kolkata Knight Riders,5,0
10277,2016,980925,15,Kings XI Punjab,7,0
10278,2016,980925,15,Kolkata Knight Riders,7,1
10279,2016,980925,16,Kings XI Punjab,6,1
10280,2016,980925,16,Kolkata Knight Riders,13,0
10281,2016,980925,17,Kings XI Punjab,7,1
10282,2016,980925,17,Kolkata Knight Riders,4,0
10283,2016,980925,18,Kings XI Punjab,5,1
10284,2016,980925,19,Kings XI Punjab,18,0
10285,2016,980927,0,Mumbai Indians,6,0
10286,2016,980927,0,Royal Challengers Bangalore,4,0
10287,2016,980927,1,Mumbai Indians,2,1
10288,2016,980927,1,Royal Challengers Bangalore,2,0
10289,2016,980927,2,Mumbai Indians,6,0
10290,2016,980927,2,Royal Challengers Bangalore,9,0
10291,2016,980927,3,Mumbai Indians,10,0
10292,2016,980927,3,Royal Challengers Bangalore,17,1
10293,2016,980927,4,Mumbai Indians,19,0
10294,2016,980927,4,Royal Challengers Bangalore,9,0
10295,2016,980927,5,Mumbai Indians,8,0
10296,2016,980927,5,Royal Challengers Bangalore,8,0
10297,2016,980927,6,Mumbai Indians,9,0
10298,2016,980927,6,Royal Challengers Bangalore,7,0
10299,2016,980927,7,Mumbai Indians,5,0
10300,2016,980927,7,Royal Challengers Bangalore,10,0
10301,2016,980927,8,Mumbai Indians,5,0
10302,2016,980927,8,Royal Challengers Bangalore,13,0
10303,2016,980927,9,Mumbai Indians,11,0
10304,2016,980927,9,Royal Challengers Bangalore,10,0
10305,2016,980927,10,Mumbai Indians,8,1
10306,2016,980927,10,Royal Challengers Bangalore,4,2
10307,2016,980927,11,Mumbai Indians,8,0
10308,2016,980927,11,Royal Challengers Bangalore,3,0
10309,2016,980927,12,Mumbai Indians,12,1
10310,2016,980927,12,Royal Challengers Bangalore,2,0
10311,2016,980927,13,Mumbai Indians,6,0
10312,2016,980927,13,Royal Challengers Bangalore,5,1
10313,2016,980927,14,Mumbai Indians,13,0
10314,2016,980927,14,Royal Challengers Bangalore,9,0
10315,2016,980927,15,Mumbai Indians,15,1
10316,2016,980927,15,Royal Challengers Bangalore,11,0
10317,2016,980927,16,Mumbai Indians,14,0
10318,2016,980927,16,Royal Challengers Bangalore,11,0
10319,2016,980927,17,Mumbai Indians,14,0
10320,2016,980927,17,Royal Challengers Bangalore,9,0
10321,2016,980927,18,Royal Challengers Bangalore,18,0
10322,2016,980927,19,Royal Challengers Bangalore,9,3
10323,2016,980929,0,Gujarat Lions,5,1
10324,2016,980929,0,Sunrisers Hyderabad,10,0
10325,2016,980929,1,Gujarat Lions,9,0
10326,2016,980929,1,Sunrisers Hyderabad,13,0
10327,2016,980929,2,Gujarat Lions,10,0
10328,2016,980929,2,Sunrisers Hyderabad,7,0
10329,2016,980929,3,Gujarat Lions,2,0
10330,2016,980929,3,Sunrisers Hyderabad,18,0
10331,2016,980929,4,Gujarat Lions,15,0
10332,2016,980929,4,Sunrisers Hyderabad,5,0
10333,2016,980929,5,Gujarat Lions,9,0
10334,2016,980929,5,Sunrisers Hyderabad,10,0
10335,2016,980929,6,Gujarat Lions,5,0
10336,2016,980929,6,Sunrisers Hyderabad,7,0
10337,2016,980929,7,Gujarat Lions,7,1
10338,2016,980929,7,Sunrisers Hyderabad,6,0
10339,2016,980929,8,Gujarat Lions,5,0
10340,2016,980929,8,Sunrisers Hyderabad,10,0
10341,2016,980929,9,Gujarat Lions,7,1
10342,2016,980929,9,Sunrisers Hyderabad,10,0
10343,2016,980929,10,Gujarat Lions,3,0
10344,2016,980929,10,Sunrisers Hyderabad,4,0
10345,2016,980929,11,Gujarat Lions,6,0
10346,2016,980929,11,Sunrisers Hyderabad,12,0
10347,2016,980929,12,Gujarat Lions,8,0
10348,2016,980929,12,Sunrisers Hyderabad,4,0
10349,2016,980929,13,Gujarat Lions,4,1
10350,2016,980929,13,Sunrisers Hyderabad,9,0
10351,2016,980929,14,Gujarat Lions,9,0
10352,2016,980929,14,Sunrisers Hyderabad,12,0
10353,2016,980929,15,Gujarat Lions,9,0
10354,2016,980929,16,Gujarat Lions,4,1
10355,2016,980929,17,Gujarat Lions,8,0
10356,2016,980929,18,Gujarat Lions,4,0
10357,2016,980929,19,Gujarat Lions,6,3
10358,2016,980931,0,Rising Pune Supergiants,11,0
10359,2016,980931,0,Royal Challengers Bangalore,9,0
10360,2016,980931,1,Rising Pune Supergiants,1,2
10361,2016,980931,1,Royal Challengers Bangalore,2,0
10362,2016,980931,2,Rising Pune Supergiants,6,1
10363,2016,980931,2,Royal Challengers Bangalore,11,0
10364,2016,980931,3,Rising Pune Supergiants,5,0
10365,2016,980931,3,Royal Challengers Bangalore,7,1
10366,2016,980931,4,Rising Pune Supergiants,9,0
10367,2016,980931,4,Royal Challengers Bangalore,8,0
10368,2016,980931,5,Rising Pune Supergiants,4,0
10369,2016,980931,5,Royal Challengers Bangalore,11,0
10370,2016,980931,6,Rising Pune Supergiants,5,0
10371,2016,980931,6,Royal Challengers Bangalore,5,0
10372,2016,980931,7,Rising Pune Supergiants,12,0
10373,2016,980931,7,Royal Challengers Bangalore,4,0
10374,2016,980931,8,Rising Pune Supergiants,12,0
10375,2016,980931,8,Royal Challengers Bangalore,12,0
10376,2016,980931,9,Rising Pune Supergiants,8,0
10377,2016,980931,9,Royal Challengers Bangalore,10,0
10378,2016,980931,10,Rising Pune Supergiants,7,0
10379,2016,980931,10,Royal Challengers Bangalore,18,0
10380,2016,980931,11,Rising Pune Supergiants,6,0
10381,2016,980931,11,Royal Challengers Bangalore,9,0
10382,2016,980931,12,Rising Pune Supergiants,8,0
10383,2016,980931,12,Royal Challengers Bangalore,5,0
10384,2016,980931,13,Rising Pune Supergiants,8,0
10385,2016,980931,13,Royal Challengers Bangalore,11,0
10386,2016,980931,14,Rising Pune Supergiants,13,1
10387,2016,980931,14,Royal Challengers Bangalore,6,0
10388,2016,980931,15,Rising Pune Supergiants,6,1
10389,2016,980931,15,Royal Challengers Bangalore,9,0
10390,2016,980931,16,Rising Pune Supergiants,15,0
10391,2016,980931,16,Royal Challengers Bangalore,7,0
10392,2016,980931,17,Rising Pune Supergiants,25,0
10393,2016,980931,17,Royal Challengers Bangalore,13,0
10394,2016,980931,18,Rising Pune Supergiants,4,2
10395,2016,980931,18,Royal Challengers Bangalore,16,0
10396,2016,980931,19,Rising Pune Supergiants,7,2
10397,2016,980931,19,Royal Challengers Bangalore,12,2
10398,2016,980933,0,Delhi Daredevils,10,0
10399,2016,980933,0,Mumbai Indians,8,0
10400,2016,980933,1,Delhi Daredevils,1,1
10401,2016,980933,1,Mumbai Indians,5,1
10402,2016,980933,2,Delhi Daredevils,5,0
10403,2016,980933,2,Mumbai Indians,19,0
10404,2016,980933,3,Delhi Daredevils,12,0
10405,2016,980933,3,Mumbai Indians,13,0
10406,2016,980933,4,Delhi Daredevils,7,0
10407,2016,980933,4,Mumbai Indians,2,0
10408,2016,980933,5,Delhi Daredevils,6,0
10409,2016,980933,5,Mumbai Indians,5,0
10410,2016,980933,6,Delhi Daredevils,7,1
10411,2016,980933,6,Mumbai Indians,5,0
10412,2016,980933,7,Delhi Daredevils,6,1
10413,2016,980933,7,Mumbai Indians,3,0
10414,2016,980933,8,Delhi Daredevils,6,0
10415,2016,980933,8,Mumbai Indians,10,1
10416,2016,980933,9,Delhi Daredevils,5,0
10417,2016,980933,9,Mumbai Indians,8,0
10418,2016,980933,10,Delhi Daredevils,5,0
10419,2016,980933,10,Mumbai Indians,6,0
10420,2016,980933,11,Delhi Daredevils,14,0
10421,2016,980933,11,Mumbai Indians,14,0
10422,2016,980933,12,Delhi Daredevils,8,0
10423,2016,980933,12,Mumbai Indians,6,1
10424,2016,980933,13,Delhi Daredevils,11,0
10425,2016,980933,13,Mumbai Indians,5,0
10426,2016,980933,14,Delhi Daredevils,7,0
10427,2016,980933,14,Mumbai Indians,5,1
10428,2016,980933,15,Delhi Daredevils,8,0
10429,2016,980933,15,Mumbai Indians,4,0
10430,2016,980933,16,Delhi Daredevils,12,1
10431,2016,980933,16,Mumbai Indians,5,0
10432,2016,980933,17,Delhi Daredevils,11,0
10433,2016,980933,17,Mumbai Indians,10,0
10434,2016,980933,18,Delhi Daredevils,7,0
10435,2016,980933,18,Mumbai Indians,11,1
10436,2016,980933,19,Delhi Daredevils,16,0
10437,2016,980933,19,Mumbai Indians,10,2
10438,2016,980935,0,Kings XI Punjab,8,0
10439,2016,980935,0,Sunrisers Hyderabad,6,0
10440,2016,980935,1,Kings XI Punjab,6,0
10441,2016,980935,1,Sunrisers Hyderabad,6,0
10442,2016,980935,2,Kings XI Punjab,5,1
10443,2016,980935,2,Sunrisers Hyderabad,18,0
10444,2016,980935,3,Kings XI Punjab,2,0
10445,2016,980935,3,Sunrisers Hyderabad,17,0
10446,2016,980935,4,Kings XI Punjab,14,0
10447,2016,980935,4,Sunrisers Hyderabad,11,0
10448,2016,980935,5,Kings XI Punjab,0,1
10449,2016,980935,5,Sunrisers Hyderabad,7,0
10450,2016,980935,6,Kings XI Punjab,4,0
10451,2016,980935,6,Sunrisers Hyderabad,10,0
10452,2016,980935,7,Kings XI Punjab,12,0
10453,2016,980935,7,Sunrisers Hyderabad,3,0
10454,2016,980935,8,Kings XI Punjab,12,0
10455,2016,980935,8,Sunrisers Hyderabad,9,0
10456,2016,980935,9,Kings XI Punjab,2,2
10457,2016,980935,9,Sunrisers Hyderabad,3,2
10458,2016,980935,10,Kings XI Punjab,6,0
10459,2016,980935,10,Sunrisers Hyderabad,5,0
10460,2016,980935,11,Kings XI Punjab,6,0
10461,2016,980935,11,Sunrisers Hyderabad,3,0
10462,2016,980935,12,Kings XI Punjab,12,0
10463,2016,980935,12,Sunrisers Hyderabad,11,0
10464,2016,980935,13,Kings XI Punjab,1,1
10465,2016,980935,13,Sunrisers Hyderabad,6,1
10466,2016,980935,14,Kings XI Punjab,13,0
10467,2016,980935,14,Sunrisers Hyderabad,4,0
10468,2016,980935,15,Kings XI Punjab,2,0
10469,2016,980935,15,Sunrisers Hyderabad,10,0
10470,2016,980935,16,Kings XI Punjab,10,0
10471,2016,980935,16,Sunrisers Hyderabad,10,2
10472,2016,980935,17,Kings XI Punjab,7,0
10473,2016,980935,17,Sunrisers Hyderabad,7,0
10474,2016,980935,18,Kings XI Punjab,15,0
10475,2016,980935,19,Kings XI Punjab,6,1
10476,2016,980937,0,Gujarat Lions,3,0
10477,2016,980937,0,Royal Challengers Bangalore,2,0
10478,2016,980937,1,Gujarat Lions,12,0
10479,2016,980937,1,Royal Challengers Bangalore,7,1
10480,2016,980937,2,Gujarat Lions,16,0
10481,2016,980937,2,Royal Challengers Bangalore,10,0
10482,2016,980937,3,Gujarat Lions,10,0
10483,2016,980937,3,Royal Challengers Bangalore,8,0
10484,2016,980937,4,Gujarat Lions,6,0
10485,2016,980937,4,Royal Challengers Bangalore,11,0
10486,2016,980937,5,Gujarat Lions,25,1
10487,2016,980937,5,Royal Challengers Bangalore,12,0
10488,2016,980937,6,Gujarat Lions,6,0
10489,2016,980937,6,Royal Challengers Bangalore,5,0
10490,2016,980937,7,Gujarat Lions,5,0
10491,2016,980937,7,Royal Challengers Bangalore,5,1
10492,2016,980937,8,Gujarat Lions,4,1
10493,2016,980937,8,Royal Challengers Bangalore,8,0
10494,2016,980937,9,Gujarat Lions,8,0
10495,2016,980937,9,Royal Challengers Bangalore,8,0
10496,2016,980937,10,Gujarat Lions,7,0
10497,2016,980937,10,Royal Challengers Bangalore,5,0
10498,2016,980937,11,Gujarat Lions,11,0
10499,2016,980937,11,Royal Challengers Bangalore,4,0
10500,2016,980937,12,Gujarat Lions,8,0
10501,2016,980937,12,Royal Challengers Bangalore,7,0
10502,2016,980937,13,Gujarat Lions,9,0
10503,2016,980937,13,Royal Challengers Bangalore,12,0
10504,2016,980937,14,Gujarat Lions,6,0
10505,2016,980937,14,Royal Challengers Bangalore,11,0
10506,2016,980937,15,Gujarat Lions,6,1
10507,2016,980937,15,Royal Challengers Bangalore,13,0
10508,2016,980937,16,Gujarat Lions,12,0
10509,2016,980937,16,Royal Challengers Bangalore,16,0
10510,2016,980937,17,Gujarat Lions,6,0
10511,2016,980937,17,Royal Challengers Bangalore,8,0
10512,2016,980937,18,Gujarat Lions,14,0
10513,2016,980937,18,Royal Challengers Bangalore,11,0
10514,2016,980937,19,Gujarat Lions,8,1
10515,2016,980937,19,Royal Challengers Bangalore,17,0
10516,2016,980939,0,Kolkata Knight Riders,15,1
10517,2016,980939,0,Rising Pune Supergiants,2,0
10518,2016,980939,1,Kolkata Knight Riders,6,0
10519,2016,980939,1,Rising Pune Supergiants,4,0
10520,2016,980939,2,Kolkata Knight Riders,10,1
10521,2016,980939,2,Rising Pune Supergiants,11,0
10522,2016,980939,3,Kolkata Knight Riders,11,0
10523,2016,980939,3,Rising Pune Supergiants,7,1
10524,2016,980939,4,Kolkata Knight Riders,7,0
10525,2016,980939,4,Rising Pune Supergiants,4,0
10526,2016,980939,5,Kolkata Knight Riders,10,0
10527,2016,980939,5,Rising Pune Supergiants,3,0
10528,2016,980939,6,Kolkata Knight Riders,3,1
10529,2016,980939,6,Rising Pune Supergiants,12,0
10530,2016,980939,7,Kolkata Knight Riders,6,0
10531,2016,980939,7,Rising Pune Supergiants,4,0
10532,2016,980939,8,Kolkata Knight Riders,4,0
10533,2016,980939,8,Rising Pune Supergiants,8,0
10534,2016,980939,9,Kolkata Knight Riders,6,0
10535,2016,980939,9,Rising Pune Supergiants,6,0
10536,2016,980939,10,Kolkata Knight Riders,3,0
10537,2016,980939,10,Rising Pune Supergiants,10,0
10538,2016,980939,11,Kolkata Knight Riders,8,0
10539,2016,980939,11,Rising Pune Supergiants,8,0
10540,2016,980939,12,Kolkata Knight Riders,8,0
10541,2016,980939,12,Rising Pune Supergiants,4,1
10542,2016,980939,13,Kolkata Knight Riders,13,0
10543,2016,980939,13,Rising Pune Supergiants,7,0
10544,2016,980939,14,Kolkata Knight Riders,4,1
10545,2016,980939,14,Rising Pune Supergiants,10,1
10546,2016,980939,15,Kolkata Knight Riders,5,1
10547,2016,980939,15,Rising Pune Supergiants,8,0
10548,2016,980939,16,Kolkata Knight Riders,17,0
10549,2016,980939,16,Rising Pune Supergiants,11,0
10550,2016,980939,17,Kolkata Knight Riders,7,1
10551,2016,980939,17,Rising Pune Supergiants,14,1
10552,2016,980939,18,Kolkata Knight Riders,11,1
10553,2016,980939,18,Rising Pune Supergiants,10,1
10554,2016,980939,19,Kolkata Knight Riders,8,1
10555,2016,980939,19,Rising Pune Supergiants,17,0
10556,2016,980941,0,Kings XI Punjab,1,0
10557,2016,980941,0,Mumbai Indians,2,1
10558,2016,980941,1,Kings XI Punjab,9,0
10559,2016,980941,1,Mumbai Indians,9,0
10560,2016,980941,2,Kings XI Punjab,11,1
10561,2016,980941,2,Mumbai Indians,2,0
10562,2016,980941,3,Kings XI Punjab,7,0
10563,2016,980941,3,Mumbai Indians,5,0
10564,2016,980941,4,Kings XI Punjab,5,1
10565,2016,980941,4,Mumbai Indians,7,0
10566,2016,980941,5,Kings XI Punjab,7,0
10567,2016,980941,5,Mumbai Indians,14,0
10568,2016,980941,6,Kings XI Punjab,10,0
10569,2016,980941,6,Mumbai Indians,10,0
10570,2016,980941,7,Kings XI Punjab,7,0
10571,2016,980941,7,Mumbai Indians,11,0
10572,2016,980941,8,Kings XI Punjab,11,0
10573,2016,980941,8,Mumbai Indians,9,0
10574,2016,980941,9,Kings XI Punjab,7,0
10575,2016,980941,9,Mumbai Indians,8,0
10576,2016,980941,10,Kings XI Punjab,13,0
10577,2016,980941,10,Mumbai Indians,10,0
10578,2016,980941,11,Kings XI Punjab,7,0
10579,2016,980941,11,Mumbai Indians,14,0
10580,2016,980941,12,Kings XI Punjab,7,0
10581,2016,980941,12,Mumbai Indians,13,0
10582,2016,980941,13,Kings XI Punjab,10,0
10583,2016,980941,13,Mumbai Indians,11,0
10584,2016,980941,14,Kings XI Punjab,9,1
10585,2016,980941,14,Mumbai Indians,15,1
10586,2016,980941,15,Kings XI Punjab,12,0
10587,2016,980941,15,Mumbai Indians,16,0
10588,2016,980941,16,Kings XI Punjab,6,0
10589,2016,980941,16,Mumbai Indians,9,0
10590,2016,980941,17,Kings XI Punjab,2,2
10591,2016,980941,17,Mumbai Indians,11,1
10592,2016,980941,18,Kings XI Punjab,10,2
10593,2016,980941,18,Mumbai Indians,9,1
10594,2016,980941,19,Kings XI Punjab,13,0
10595,2016,980941,19,Mumbai Indians,4,2
10596,2016,980943,0,Rising Pune Supergiants,0,1
10597,2016,980943,0,Sunrisers Hyderabad,4,1
10598,2016,980943,1,Rising Pune Supergiants,5,0
10599,2016,980943,1,Sunrisers Hyderabad,3,0
10600,2016,980943,2,Rising Pune Supergiants,8,0
10601,2016,980943,2,Sunrisers Hyderabad,6,0
10602,2016,980943,3,Rising Pune Supergiants,11,0
10603,2016,980943,3,Sunrisers Hyderabad,6,0
10604,2016,980943,4,Rising Pune Supergiants,11,0
10605,2016,980943,4,Sunrisers Hyderabad,7,1
10606,2016,980943,5,Rising Pune Supergiants,11,0
10607,2016,980943,5,Sunrisers Hyderabad,1,1
10608,2016,980943,6,Rising Pune Supergiants,17,0
10609,2016,980943,6,Sunrisers Hyderabad,2,0
10610,2016,980943,7,Rising Pune Supergiants,8,0
10611,2016,980943,7,Sunrisers Hyderabad,3,1
10612,2016,980943,8,Rising Pune Supergiants,9,0
10613,2016,980943,8,Sunrisers Hyderabad,4,1
10614,2016,980943,9,Rising Pune Supergiants,8,1
10615,2016,980943,9,Sunrisers Hyderabad,3,0
10616,2016,980943,10,Rising Pune Supergiants,6,1
10617,2016,980943,10,Sunrisers Hyderabad,3,0
10618,2016,980943,11,Sunrisers Hyderabad,3,0
10619,2016,980943,12,Sunrisers Hyderabad,8,0
10620,2016,980943,13,Sunrisers Hyderabad,6,0
10621,2016,980943,14,Sunrisers Hyderabad,13,0
10622,2016,980943,15,Sunrisers Hyderabad,6,0
10623,2016,980943,16,Sunrisers Hyderabad,3,1
10624,2016,980943,17,Sunrisers Hyderabad,11,0
10625,2016,980943,18,Sunrisers Hyderabad,13,1
10626,2016,980943,19,Sunrisers Hyderabad,13,1
10627,2016,980945,0,Delhi Daredevils,2,0
10628,2016,980945,0,Gujarat Lions,18,0
10629,2016,980945,1,Delhi Daredevils,0,1
10630,2016,980945,1,Gujarat Lions,10,0
10631,2016,980945,2,Delhi Daredevils,5,0
10632,2016,980945,2,Gujarat Lions,14,0
10633,2016,980945,3,Delhi Daredevils,9,2
10634,2016,980945,3,Gujarat Lions,9,0
10635,2016,980945,4,Delhi Daredevils,3,0
10636,2016,980945,4,Gujarat Lions,12,0
10637,2016,980945,5,Delhi Daredevils,3,0
10638,2016,980945,5,Gujarat Lions,8,0
10639,2016,980945,6,Delhi Daredevils,6,0
10640,2016,980945,6,Gujarat Lions,11,0
10641,2016,980945,7,Delhi Daredevils,10,0
10642,2016,980945,7,Gujarat Lions,9,0
10643,2016,980945,8,Delhi Daredevils,5,0
10644,2016,980945,8,Gujarat Lions,9,0
10645,2016,980945,9,Delhi Daredevils,8,0
10646,2016,980945,9,Gujarat Lions,10,0
10647,2016,980945,10,Delhi Daredevils,7,1
10648,2016,980945,10,Gujarat Lions,5,1
10649,2016,980945,11,Delhi Daredevils,14,0
10650,2016,980945,11,Gujarat Lions,2,2
10651,2016,980945,12,Delhi Daredevils,16,0
10652,2016,980945,12,Gujarat Lions,3,0
10653,2016,980945,13,Delhi Daredevils,11,0
10654,2016,980945,13,Gujarat Lions,8,0
10655,2016,980945,14,Delhi Daredevils,17,0
10656,2016,980945,14,Gujarat Lions,4,1
10657,2016,980945,15,Delhi Daredevils,7,0
10658,2016,980945,15,Gujarat Lions,2,0
10659,2016,980945,16,Delhi Daredevils,21,0
10660,2016,980945,16,Gujarat Lions,9,2
10661,2016,980945,17,Delhi Daredevils,11,1
10662,2016,980945,17,Gujarat Lions,11,0
10663,2016,980945,18,Delhi Daredevils,4,0
10664,2016,980945,18,Gujarat Lions,8,0
10665,2016,980945,19,Delhi Daredevils,12,0
10666,2016,980945,19,Gujarat Lions,10,0
10667,2016,980947,0,Kolkata Knight Riders,4,0
10668,2016,980947,0,Mumbai Indians,8,0
10669,2016,980947,1,Kolkata Knight Riders,11,0
10670,2016,980947,1,Mumbai Indians,8,1
10671,2016,980947,2,Kolkata Knight Riders,17,0
10672,2016,980947,2,Mumbai Indians,10,0
10673,2016,980947,3,Kolkata Knight Riders,6,0
10674,2016,980947,3,Mumbai Indians,11,0
10675,2016,980947,4,Kolkata Knight Riders,10,0
10676,2016,980947,4,Mumbai Indians,8,0
10677,2016,980947,5,Kolkata Knight Riders,11,0
10678,2016,980947,5,Mumbai Indians,19,0
10679,2016,980947,6,Kolkata Knight Riders,8,0
10680,2016,980947,6,Mumbai Indians,4,1
10681,2016,980947,7,Kolkata Knight Riders,4,1
10682,2016,980947,7,Mumbai Indians,7,0
10683,2016,980947,8,Kolkata Knight Riders,7,1
10684,2016,980947,8,Mumbai Indians,3,1
10685,2016,980947,9,Kolkata Knight Riders,9,0
10686,2016,980947,9,Mumbai Indians,7,0
10687,2016,980947,10,Kolkata Knight Riders,6,0
10688,2016,980947,10,Mumbai Indians,6,0
10689,2016,980947,11,Kolkata Knight Riders,8,0
10690,2016,980947,11,Mumbai Indians,11,0
10691,2016,980947,12,Kolkata Knight Riders,15,0
10692,2016,980947,12,Mumbai Indians,4,1
10693,2016,980947,13,Kolkata Knight Riders,6,1
10694,2016,980947,13,Mumbai Indians,10,0
10695,2016,980947,14,Kolkata Knight Riders,4,0
10696,2016,980947,14,Mumbai Indians,10,0
10697,2016,980947,15,Kolkata Knight Riders,4,1
10698,2016,980947,15,Mumbai Indians,23,0
10699,2016,980947,16,Kolkata Knight Riders,13,0
10700,2016,980947,16,Mumbai Indians,7,0
10701,2016,980947,17,Kolkata Knight Riders,13,1
10702,2016,980947,17,Mumbai Indians,22,0
10703,2016,980947,18,Kolkata Knight Riders,10,0
10704,2016,980947,19,Kolkata Knight Riders,8,0
10705,2016,980949,0,Gujarat Lions,6,0
10706,2016,980949,0,Rising Pune Supergiants,5,0
10707,2016,980949,1,Gujarat Lions,3,0
10708,2016,980949,1,Rising Pune Supergiants,8,0
10709,2016,980949,2,Gujarat Lions,24,0
10710,2016,980949,2,Rising Pune Supergiants,5,1
10711,2016,980949,3,Gujarat Lions,15,0
10712,2016,980949,3,Rising Pune Supergiants,4,0
10713,2016,980949,4,Gujarat Lions,14,0
10714,2016,980949,4,Rising Pune Supergiants,13,0
10715,2016,980949,5,Gujarat Lions,10,0
10716,2016,980949,5,Rising Pune Supergiants,13,0
10717,2016,980949,6,Gujarat Lions,12,0
10718,2016,980949,6,Rising Pune Supergiants,7,0
10719,2016,980949,7,Gujarat Lions,9,0
10720,2016,980949,7,Rising Pune Supergiants,8,0
