index,Season,ID,overs,BattingTeam,total_run,isWicketDelivery,BowlingTeam
11918,2016,981011,17,Royal Challengers Bangalore,12,0,Delhi Daredevils
11919,2016,981011,18,Delhi Daredevils,9,0,Royal Challengers Bangalore
11920,2016,981011,18,Royal Challengers Bangalore,1,0,Delhi Daredevils
11921,2016,981011,19,Delhi Daredevils,4,1,Royal Challengers Bangalore
11922,2016,981013,0,Gujarat Lions,2,0,Royal Challengers Bangalore
11923,2016,981013,0,Royal Challengers Bangalore,11,0,Gujarat Lions
11924,2016,981013,1,Gujarat Lions,5,2,Royal Challengers Bangalore
11925,2016,981013,1,Royal Challengers Bangalore,6,1,Gujarat Lions
11926,2016,981013,2,Gujarat Lions,2,0,Royal Challengers Bangalore
11927,2016,981013,2,Royal Challengers Bangalore,8,0,Gujarat Lions
11928,2016,981013,3,Gujarat Lions,1,1,Royal Challengers Bangalore
11929,2016,981013,3,Royal Challengers Bangalore,0,2,Gujarat Lions
11930,2016,981013,4,Gujarat Lions,10,0,Royal Challengers Bangalore
11931,2016,981013,4,Royal Challengers Bangalore,3,1,Gujarat Lions
11932,2016,981013,5,Gujarat Lions,3,0,Royal Challengers Bangalore
11933,2016,981013,5,Royal Challengers Bangalore,3,1,Gujarat Lions
11934,2016,981013,6,Gujarat Lions,10,0,Royal Challengers Bangalore
11935,2016,981013,6,Royal Challengers Bangalore,10,0,Gujarat Lions
11936,2016,981013,7,Gujarat Lions,5,0,Royal Challengers Bangalore
11937,2016,981013,7,Royal Challengers Bangalore,6,0,Gujarat Lions
11938,2016,981013,8,Gujarat Lions,4,0,Royal Challengers Bangalore
11939,2016,981013,8,Royal Challengers Bangalore,18,0,Gujarat Lions
11940,2016,981013,9,Gujarat Lions,16,0,Royal Challengers Bangalore
11941,2016,981013,9,Royal Challengers Bangalore,5,1,Gujarat Lions
11942,2016,981013,10,Gujarat Lions,6,0,Royal Challengers Bangalore
11943,2016,981013,10,Royal Challengers Bangalore,11,0,Gujarat Lions
11944,2016,981013,11,Gujarat Lions,8,0,Royal Challengers Bangalore
11945,2016,981013,11,Royal Challengers Bangalore,8,0,Gujarat Lions
11946,2016,981013,12,Gujarat Lions,17,0,Royal Challengers Bangalore
11947,2016,981013,12,Royal Challengers Bangalore,3,0,Gujarat Lions
11948,2016,981013,13,Gujarat Lions,5,1,Royal Challengers Bangalore
11949,2016,981013,13,Royal Challengers Bangalore,4,0,Gujarat Lions
11950,2016,981013,14,Gujarat Lions,10,0,Royal Challengers Bangalore
11951,2016,981013,14,Royal Challengers Bangalore,14,0,Gujarat Lions
11952,2016,981013,15,Gujarat Lions,4,1,Royal Challengers Bangalore
11953,2016,981013,15,Royal Challengers Bangalore,16,0,Gujarat Lions
11954,2016,981013,16,Gujarat Lions,13,1,Royal Challengers Bangalore
11955,2016,981013,16,Royal Challengers Bangalore,12,0,Gujarat Lions
11956,2016,981013,17,Gujarat Lions,12,0,Royal Challengers Bangalore
11957,2016,981013,17,Royal Challengers Bangalore,18,0,Gujarat Lions
11958,2016,981013,18,Gujarat Lions,21,2,Royal Challengers Bangalore
11959,2016,981013,18,Royal Challengers Bangalore,3,0,Gujarat Lions
11960,2016,981013,19,Gujarat Lions,4,2,Royal Challengers Bangalore
11961,2016,981015,0,Kolkata Knight Riders,3,0,Sunrisers Hyderabad
11962,2016,981015,0,Sunrisers Hyderabad,4,0,Kolkata Knight Riders
11963,2016,981015,1,Kolkata Knight Riders,12,1,Sunrisers Hyderabad
11964,2016,981015,1,Sunrisers Hyderabad,8,1,Kolkata Knight Riders
11965,2016,981015,2,Kolkata Knight Riders,8,0,Sunrisers Hyderabad
11966,2016,981015,2,Sunrisers Hyderabad,3,0,Kolkata Knight Riders
11967,2016,981015,3,Kolkata Knight Riders,11,0,Sunrisers Hyderabad
11968,2016,981015,3,Sunrisers Hyderabad,6,0,Kolkata Knight Riders
11969,2016,981015,4,Kolkata Knight Riders,9,0,Sunrisers Hyderabad
11970,2016,981015,4,Sunrisers Hyderabad,10,0,Kolkata Knight Riders
11971,2016,981015,5,Kolkata Knight Riders,3,0,Sunrisers Hyderabad
11972,2016,981015,5,Sunrisers Hyderabad,12,0,Kolkata Knight Riders
11973,2016,981015,6,Kolkata Knight Riders,7,1,Sunrisers Hyderabad
11974,2016,981015,6,Sunrisers Hyderabad,4,0,Kolkata Knight Riders
11975,2016,981015,7,Kolkata Knight Riders,3,0,Sunrisers Hyderabad
11976,2016,981015,7,Sunrisers Hyderabad,6,0,Kolkata Knight Riders
11977,2016,981015,8,Kolkata Knight Riders,7,0,Sunrisers Hyderabad
11978,2016,981015,8,Sunrisers Hyderabad,9,0,Kolkata Knight Riders
11979,2016,981015,9,Kolkata Knight Riders,3,1,Sunrisers Hyderabad
11980,2016,981015,9,Sunrisers Hyderabad,9,2,Kolkata Knight Riders
11981,2016,981015,10,Kolkata Knight Riders,4,1,Sunrisers Hyderabad
11982,2016,981015,10,Sunrisers Hyderabad,2,0,Kolkata Knight Riders
11983,2016,981015,11,Kolkata Knight Riders,11,0,Sunrisers Hyderabad
11984,2016,981015,11,Sunrisers Hyderabad,9,0,Kolkata Knight Riders
11985,2016,981015,12,Kolkata Knight Riders,11,0,Sunrisers Hyderabad
11986,2016,981015,12,Sunrisers Hyderabad,12,0,Kolkata Knight Riders
11987,2016,981015,13,Kolkata Knight Riders,8,0,Sunrisers Hyderabad
11988,2016,981015,13,Sunrisers Hyderabad,4,0,Kolkata Knight Riders
11989,2016,981015,14,Kolkata Knight Riders,10,0,Sunrisers Hyderabad
11990,2016,981015,14,Sunrisers Hyderabad,11,0,Kolkata Knight Riders
11991,2016,981015,15,Kolkata Knight Riders,6,1,Sunrisers Hyderabad
11992,2016,981015,15,Sunrisers Hyderabad,15,1,Kolkata Knight Riders
11993,2016,981015,16,Kolkata Knight Riders,8,0,Sunrisers Hyderabad
11994,2016,981015,16,Sunrisers Hyderabad,9,1,Kolkata Knight Riders
11995,2016,981015,17,Kolkata Knight Riders,6,1,Sunrisers Hyderabad
11996,2016,981015,17,Sunrisers Hyderabad,10,0,Kolkata Knight Riders
11997,2016,981015,18,Kolkata Knight Riders,8,0,Sunrisers Hyderabad
11998,2016,981015,18,Sunrisers Hyderabad,5,2,Kolkata Knight Riders
11999,2016,981015,19,Kolkata Knight Riders,2,2,Sunrisers Hyderabad
12000,2016,981015,19,Sunrisers Hyderabad,14,1,Kolkata Knight Riders
12001,2016,981017,0,Gujarat Lions,7,1,Sunrisers Hyderabad
12002,2016,981017,0,Sunrisers Hyderabad,6,0,Gujarat Lions
12003,2016,981017,1,Gujarat Lions,9,0,Sunrisers Hyderabad
12004,2016,981017,1,Sunrisers Hyderabad,5,1,Gujarat Lions
12005,2016,981017,2,Gujarat Lions,3,0,Sunrisers Hyderabad
12006,2016,981017,2,Sunrisers Hyderabad,11,0,Gujarat Lions
12007,2016,981017,3,Gujarat Lions,4,1,Sunrisers Hyderabad
12008,2016,981017,3,Sunrisers Hyderabad,11,0,Gujarat Lions
12009,2016,981017,4,Gujarat Lions,9,0,Sunrisers Hyderabad
12010,2016,981017,4,Sunrisers Hyderabad,10,1,Gujarat Lions
12011,2016,981017,5,Gujarat Lions,6,0,Sunrisers Hyderabad
12012,2016,981017,5,Sunrisers Hyderabad,3,0,Gujarat Lions
12013,2016,981017,6,Gujarat Lions,8,0,Sunrisers Hyderabad
12014,2016,981017,6,Sunrisers Hyderabad,3,0,Gujarat Lions
12015,2016,981017,7,Gujarat Lions,6,0,Sunrisers Hyderabad
12016,2016,981017,7,Sunrisers Hyderabad,12,0,Gujarat Lions
12017,2016,981017,8,Gujarat Lions,11,1,Sunrisers Hyderabad
12018,2016,981017,8,Sunrisers Hyderabad,1,1,Gujarat Lions
12019,2016,981017,9,Gujarat Lions,4,0,Sunrisers Hyderabad
12020,2016,981017,9,Sunrisers Hyderabad,4,0,Gujarat Lions
12021,2016,981017,10,Gujarat Lions,10,0,Sunrisers Hyderabad
12022,2016,981017,10,Sunrisers Hyderabad,9,0,Gujarat Lions
12023,2016,981017,11,Gujarat Lions,4,1,Sunrisers Hyderabad
12024,2016,981017,11,Sunrisers Hyderabad,7,1,Gujarat Lions
12025,2016,981017,12,Gujarat Lions,2,1,Sunrisers Hyderabad
12026,2016,981017,12,Sunrisers Hyderabad,9,1,Gujarat Lions
12027,2016,981017,13,Gujarat Lions,17,0,Sunrisers Hyderabad
12028,2016,981017,13,Sunrisers Hyderabad,6,0,Gujarat Lions
12029,2016,981017,14,Gujarat Lions,9,0,Sunrisers Hyderabad
12030,2016,981017,14,Sunrisers Hyderabad,19,0,Gujarat Lions
12031,2016,981017,15,Gujarat Lions,11,0,Sunrisers Hyderabad
12032,2016,981017,15,Sunrisers Hyderabad,2,1,Gujarat Lions
12033,2016,981017,16,Gujarat Lions,9,0,Sunrisers Hyderabad
12034,2016,981017,16,Sunrisers Hyderabad,11,0,Gujarat Lions
12035,2016,981017,17,Gujarat Lions,10,1,Sunrisers Hyderabad
12036,2016,981017,17,Sunrisers Hyderabad,10,0,Gujarat Lions
12037,2016,981017,18,Gujarat Lions,15,0,Sunrisers Hyderabad
12038,2016,981017,18,Sunrisers Hyderabad,19,0,Gujarat Lions
12039,2016,981017,19,Gujarat Lions,8,1,Sunrisers Hyderabad
12040,2016,981017,19,Sunrisers Hyderabad,5,0,Gujarat Lions
12041,2016,981019,0,Royal Challengers Bangalore,5,0,Sunrisers Hyderabad
12042,2016,981019,0,Sunrisers Hyderabad,7,0,Royal Challengers Bangalore
12043,2016,981019,1,Royal Challengers Bangalore,13,0,Sunrisers Hyderabad
12044,2016,981019,1,Sunrisers Hyderabad,5,0,Royal Challengers Bangalore
12045,2016,981019,2,Royal Challengers Bangalore,8,0,Sunrisers Hyderabad
12046,2016,981019,2,Sunrisers Hyderabad,9,0,Royal Challengers Bangalore
12047,2016,981019,3,Royal Challengers Bangalore,16,0,Sunrisers Hyderabad
12048,2016,981019,3,Sunrisers Hyderabad,6,0,Royal Challengers Bangalore
12049,2016,981019,4,Royal Challengers Bangalore,13,0,Sunrisers Hyderabad
12050,2016,981019,4,Sunrisers Hyderabad,19,0,Royal Challengers Bangalore
12051,2016,981019,5,Royal Challengers Bangalore,4,0,Sunrisers Hyderabad
12052,2016,981019,5,Sunrisers Hyderabad,13,0,Royal Challengers Bangalore
12053,2016,981019,6,Royal Challengers Bangalore,10,0,Sunrisers Hyderabad
12054,2016,981019,6,Sunrisers Hyderabad,6,1,Royal Challengers Bangalore
12055,2016,981019,7,Royal Challengers Bangalore,10,0,Sunrisers Hyderabad
12056,2016,981019,7,Sunrisers Hyderabad,10,0,Royal Challengers Bangalore
12057,2016,981019,8,Royal Challengers Bangalore,21,0,Sunrisers Hyderabad
12058,2016,981019,8,Sunrisers Hyderabad,13,0,Royal Challengers Bangalore
12059,2016,981019,9,Royal Challengers Bangalore,12,0,Sunrisers Hyderabad
12060,2016,981019,9,Sunrisers Hyderabad,9,1,Royal Challengers Bangalore
12061,2016,981019,10,Royal Challengers Bangalore,8,1,Sunrisers Hyderabad
12062,2016,981019,10,Sunrisers Hyderabad,6,0,Royal Challengers Bangalore
12063,2016,981019,11,Royal Challengers Bangalore,9,0,Sunrisers Hyderabad
12064,2016,981019,11,Sunrisers Hyderabad,13,0,Royal Challengers Bangalore
12065,2016,981019,12,Royal Challengers Bangalore,12,1,Sunrisers Hyderabad
12066,2016,981019,12,Sunrisers Hyderabad,4,0,Royal Challengers Bangalore
12067,2016,981019,13,Royal Challengers Bangalore,8,1,Sunrisers Hyderabad
12068,2016,981019,13,Sunrisers Hyderabad,7,1,Royal Challengers Bangalore
12069,2016,981019,14,Royal Challengers Bangalore,9,0,Sunrisers Hyderabad
12070,2016,981019,14,Sunrisers Hyderabad,13,0,Royal Challengers Bangalore
12071,2016,981019,15,Royal Challengers Bangalore,4,1,Sunrisers Hyderabad
12072,2016,981019,15,Sunrisers Hyderabad,7,1,Royal Challengers Bangalore
12073,2016,981019,16,Royal Challengers Bangalore,10,1,Sunrisers Hyderabad
12074,2016,981019,16,Sunrisers Hyderabad,9,1,Royal Challengers Bangalore
12075,2016,981019,17,Royal Challengers Bangalore,7,0,Sunrisers Hyderabad
12076,2016,981019,17,Sunrisers Hyderabad,12,1,Royal Challengers Bangalore
12077,2016,981019,18,Royal Challengers Bangalore,12,1,Sunrisers Hyderabad
12078,2016,981019,18,Sunrisers Hyderabad,16,1,Royal Challengers Bangalore
12079,2016,981019,19,Royal Challengers Bangalore,9,1,Sunrisers Hyderabad
12080,2016,981019,19,Sunrisers Hyderabad,24,0,Royal Challengers Bangalore
12081,2017,1082591,0,Royal Challengers Bangalore,11,0,Sunrisers Hyderabad
12082,2017,1082591,0,Sunrisers Hyderabad,7,0,Royal Challengers Bangalore
12083,2017,1082591,1,Royal Challengers Bangalore,1,0,Sunrisers Hyderabad
12084,2017,1082591,1,Sunrisers Hyderabad,16,1,Royal Challengers Bangalore
12085,2017,1082591,2,Royal Challengers Bangalore,16,0,Sunrisers Hyderabad
12086,2017,1082591,2,Sunrisers Hyderabad,6,0,Royal Challengers Bangalore
12087,2017,1082591,3,Royal Challengers Bangalore,15,0,Sunrisers Hyderabad
12088,2017,1082591,3,Sunrisers Hyderabad,4,0,Royal Challengers Bangalore
12089,2017,1082591,4,Royal Challengers Bangalore,5,0,Sunrisers Hyderabad
12090,2017,1082591,4,Sunrisers Hyderabad,9,0,Royal Challengers Bangalore
12091,2017,1082591,5,Royal Challengers Bangalore,6,1,Sunrisers Hyderabad
12092,2017,1082591,5,Sunrisers Hyderabad,17,0,Royal Challengers Bangalore
12093,2017,1082591,6,Royal Challengers Bangalore,7,1,Sunrisers Hyderabad
12094,2017,1082591,6,Sunrisers Hyderabad,5,0,Royal Challengers Bangalore
12095,2017,1082591,7,Royal Challengers Bangalore,13,0,Sunrisers Hyderabad
12096,2017,1082591,7,Sunrisers Hyderabad,11,0,Royal Challengers Bangalore
12097,2017,1082591,8,Royal Challengers Bangalore,11,0,Sunrisers Hyderabad
12098,2017,1082591,8,Sunrisers Hyderabad,9,0,Royal Challengers Bangalore
12099,2017,1082591,9,Royal Challengers Bangalore,13,0,Sunrisers Hyderabad
12100,2017,1082591,9,Sunrisers Hyderabad,4,0,Royal Challengers Bangalore
12101,2017,1082591,10,Royal Challengers Bangalore,13,0,Sunrisers Hyderabad
12102,2017,1082591,10,Sunrisers Hyderabad,10,1,Royal Challengers Bangalore
12103,2017,1082591,11,Royal Challengers Bangalore,7,1,Sunrisers Hyderabad
12104,2017,1082591,11,Sunrisers Hyderabad,8,0,Royal Challengers Bangalore
12105,2017,1082591,12,Royal Challengers Bangalore,8,1,Sunrisers Hyderabad
12106,2017,1082591,12,Sunrisers Hyderabad,18,0,Royal Challengers Bangalore
12107,2017,1082591,13,Royal Challengers Bangalore,4,1,Sunrisers Hyderabad
12108,2017,1082591,13,Sunrisers Hyderabad,8,0,Royal Challengers Bangalore
12109,2017,1082591,14,Royal Challengers Bangalore,9,0,Sunrisers Hyderabad
12110,2017,1082591,14,Sunrisers Hyderabad,19,0,Royal Challengers Bangalore
12111,2017,1082591,15,Royal Challengers Bangalore,12,0,Sunrisers Hyderabad
12112,2017,1082591,15,Sunrisers Hyderabad,4,1,Royal Challengers Bangalore
12113,2017,1082591,16,Royal Challengers Bangalore,3,1,Sunrisers Hyderabad
12114,2017,1082591,16,Sunrisers Hyderabad,7,0,Royal Challengers Bangalore
12115,2017,1082591,17,Royal Challengers Bangalore,2,2,Sunrisers Hyderabad
12116,2017,1082591,17,Sunrisers Hyderabad,17,0,Royal Challengers Bangalore
12117,2017,1082591,18,Royal Challengers Bangalore,9,1,Sunrisers Hyderabad
12118,2017,1082591,18,Sunrisers Hyderabad,12,1,Royal Challengers Bangalore
12119,2017,1082591,19,Royal Challengers Bangalore,7,1,Sunrisers Hyderabad
12120,2017,1082591,19,Sunrisers Hyderabad,16,0,Royal Challengers Bangalore
12121,2017,1082592,0,Mumbai Indians,11,0,Rising Pune Supergiant
12122,2017,1082592,0,Rising Pune Supergiant,8,0,Mumbai Indians
12123,2017,1082592,1,Mumbai Indians,8,0,Rising Pune Supergiant
12124,2017,1082592,1,Rising Pune Supergiant,15,0,Mumbai Indians
12125,2017,1082592,2,Mumbai Indians,9,0,Rising Pune Supergiant
12126,2017,1082592,2,Rising Pune Supergiant,12,0,Mumbai Indians
12127,2017,1082592,3,Mumbai Indians,13,0,Rising Pune Supergiant
12128,2017,1082592,3,Rising Pune Supergiant,4,1,Mumbai Indians
12129,2017,1082592,4,Mumbai Indians,7,1,Rising Pune Supergiant
12130,2017,1082592,4,Rising Pune Supergiant,4,0,Mumbai Indians
12131,2017,1082592,5,Mumbai Indians,13,0,Rising Pune Supergiant
12132,2017,1082592,5,Rising Pune Supergiant,16,0,Mumbai Indians
12133,2017,1082592,6,Mumbai Indians,2,2,Rising Pune Supergiant
12134,2017,1082592,6,Rising Pune Supergiant,4,0,Mumbai Indians
12135,2017,1082592,7,Mumbai Indians,3,0,Rising Pune Supergiant
12136,2017,1082592,7,Rising Pune Supergiant,10,0,Mumbai Indians
12137,2017,1082592,8,Mumbai Indians,10,0,Rising Pune Supergiant
12138,2017,1082592,8,Rising Pune Supergiant,9,0,Mumbai Indians
12139,2017,1082592,9,Mumbai Indians,6,0,Rising Pune Supergiant
12140,2017,1082592,9,Rising Pune Supergiant,11,0,Mumbai Indians
12141,2017,1082592,10,Mumbai Indians,10,0,Rising Pune Supergiant
12142,2017,1082592,10,Rising Pune Supergiant,4,1,Mumbai Indians
12143,2017,1082592,11,Mumbai Indians,3,1,Rising Pune Supergiant
12144,2017,1082592,11,Rising Pune Supergiant,8,0,Mumbai Indians
12145,2017,1082592,12,Mumbai Indians,11,0,Rising Pune Supergiant
12146,2017,1082592,12,Rising Pune Supergiant,9,0,Mumbai Indians
12147,2017,1082592,13,Mumbai Indians,5,1,Rising Pune Supergiant
12148,2017,1082592,13,Rising Pune Supergiant,15,0,Mumbai Indians
12149,2017,1082592,14,Mumbai Indians,9,0,Rising Pune Supergiant
12150,2017,1082592,14,Rising Pune Supergiant,10,0,Mumbai Indians
12151,2017,1082592,15,Mumbai Indians,7,1,Rising Pune Supergiant
12152,2017,1082592,15,Rising Pune Supergiant,9,1,Mumbai Indians
12153,2017,1082592,16,Mumbai Indians,10,0,Rising Pune Supergiant
12154,2017,1082592,16,Rising Pune Supergiant,10,0,Mumbai Indians
12155,2017,1082592,17,Mumbai Indians,8,0,Rising Pune Supergiant
12156,2017,1082592,17,Rising Pune Supergiant,7,0,Mumbai Indians
12157,2017,1082592,18,Mumbai Indians,9,1,Rising Pune Supergiant
12158,2017,1082592,18,Rising Pune Supergiant,7,0,Mumbai Indians
12159,2017,1082592,19,Mumbai Indians,30,1,Rising Pune Supergiant
12160,2017,1082592,19,Rising Pune Supergiant,15,0,Mumbai Indians
12161,2017,1082593,0,Gujarat Lions,8,0,Kolkata Knight Riders
12162,2017,1082593,0,Kolkata Knight Riders,7,0,Gujarat Lions
12163,2017,1082593,1,Gujarat Lions,8,0,Kolkata Knight Riders
12164,2017,1082593,1,Kolkata Knight Riders,13,0,Gujarat Lions
12165,2017,1082593,2,Gujarat Lions,6,0,Kolkata Knight Riders
12166,2017,1082593,2,Kolkata Knight Riders,17,0,Gujarat Lions
12167,2017,1082593,3,Gujarat Lions,7,1,Kolkata Knight Riders
12168,2017,1082593,3,Kolkata Knight Riders,9,0,Gujarat Lions
12169,2017,1082593,4,Gujarat Lions,11,0,Kolkata Knight Riders
12170,2017,1082593,4,Kolkata Knight Riders,7,0,Gujarat Lions
12171,2017,1082593,5,Gujarat Lions,12,0,Kolkata Knight Riders
12172,2017,1082593,5,Kolkata Knight Riders,20,0,Gujarat Lions
12173,2017,1082593,6,Gujarat Lions,12,0,Kolkata Knight Riders
12174,2017,1082593,6,Kolkata Knight Riders,23,0,Gujarat Lions
12175,2017,1082593,7,Gujarat Lions,8,0,Kolkata Knight Riders
12176,2017,1082593,7,Kolkata Knight Riders,7,0,Gujarat Lions
12177,2017,1082593,8,Gujarat Lions,4,1,Kolkata Knight Riders
12178,2017,1082593,8,Kolkata Knight Riders,6,0,Gujarat Lions
12179,2017,1082593,9,Gujarat Lions,15,0,Kolkata Knight Riders
12180,2017,1082593,9,Kolkata Knight Riders,7,0,Gujarat Lions
12181,2017,1082593,10,Gujarat Lions,4,1,Kolkata Knight Riders
12182,2017,1082593,10,Kolkata Knight Riders,15,0,Gujarat Lions
12183,2017,1082593,11,Gujarat Lions,7,0,Kolkata Knight Riders
12184,2017,1082593,11,Kolkata Knight Riders,16,0,Gujarat Lions
12185,2017,1082593,12,Gujarat Lions,7,0,Kolkata Knight Riders
12186,2017,1082593,12,Kolkata Knight Riders,6,0,Gujarat Lions
12187,2017,1082593,13,Gujarat Lions,7,0,Kolkata Knight Riders
12188,2017,1082593,13,Kolkata Knight Riders,9,0,Gujarat Lions
12189,2017,1082593,14,Gujarat Lions,9,0,Kolkata Knight Riders
12190,2017,1082593,14,Kolkata Knight Riders,22,0,Gujarat Lions
12191,2017,1082593,15,Gujarat Lions,5,0,Kolkata Knight Riders
12192,2017,1082593,16,Gujarat Lions,11,0,Kolkata Knight Riders
12193,2017,1082593,17,Gujarat Lions,12,0,Kolkata Knight Riders
12194,2017,1082593,18,Gujarat Lions,16,0,Kolkata Knight Riders
12195,2017,1082593,19,Gujarat Lions,14,1,Kolkata Knight Riders
12196,2017,1082594,0,Kings XI Punjab,6,0,Rising Pune Supergiant
12197,2017,1082594,0,Rising Pune Supergiant,1,1,Kings XI Punjab
12198,2017,1082594,1,Kings XI Punjab,13,0,Rising Pune Supergiant
12199,2017,1082594,1,Rising Pune Supergiant,2,0,Kings XI Punjab
12200,2017,1082594,2,Kings XI Punjab,8,1,Rising Pune Supergiant
12201,2017,1082594,2,Rising Pune Supergiant,4,0,Kings XI Punjab
12202,2017,1082594,3,Kings XI Punjab,11,0,Rising Pune Supergiant
12203,2017,1082594,3,Rising Pune Supergiant,13,0,Kings XI Punjab
12204,2017,1082594,4,Kings XI Punjab,10,0,Rising Pune Supergiant
12205,2017,1082594,4,Rising Pune Supergiant,12,0,Kings XI Punjab
12206,2017,1082594,5,Kings XI Punjab,8,1,Rising Pune Supergiant
12207,2017,1082594,5,Rising Pune Supergiant,3,0,Kings XI Punjab
12208,2017,1082594,6,Kings XI Punjab,3,0,Rising Pune Supergiant
12209,2017,1082594,6,Rising Pune Supergiant,7,1,Kings XI Punjab
12210,2017,1082594,7,Kings XI Punjab,3,0,Rising Pune Supergiant
12211,2017,1082594,7,Rising Pune Supergiant,6,0,Kings XI Punjab
12212,2017,1082594,8,Kings XI Punjab,4,0,Rising Pune Supergiant
12213,2017,1082594,8,Rising Pune Supergiant,5,1,Kings XI Punjab
12214,2017,1082594,9,Kings XI Punjab,7,0,Rising Pune Supergiant
12215,2017,1082594,9,Rising Pune Supergiant,10,0,Kings XI Punjab
12216,2017,1082594,10,Kings XI Punjab,12,1,Rising Pune Supergiant
12217,2017,1082594,10,Rising Pune Supergiant,8,0,Kings XI Punjab
12218,2017,1082594,11,Kings XI Punjab,3,1,Rising Pune Supergiant
12219,2017,1082594,11,Rising Pune Supergiant,4,1,Kings XI Punjab
12220,2017,1082594,12,Kings XI Punjab,15,0,Rising Pune Supergiant
12221,2017,1082594,12,Rising Pune Supergiant,9,0,Kings XI Punjab
12222,2017,1082594,13,Kings XI Punjab,13,0,Rising Pune Supergiant
12223,2017,1082594,13,Rising Pune Supergiant,14,0,Kings XI Punjab
12224,2017,1082594,14,Kings XI Punjab,12,0,Rising Pune Supergiant
12225,2017,1082594,14,Rising Pune Supergiant,10,0,Kings XI Punjab
12226,2017,1082594,15,Kings XI Punjab,15,0,Rising Pune Supergiant
12227,2017,1082594,15,Rising Pune Supergiant,15,0,Kings XI Punjab
12228,2017,1082594,16,Kings XI Punjab,2,0,Rising Pune Supergiant
12229,2017,1082594,16,Rising Pune Supergiant,5,0,Kings XI Punjab
12230,2017,1082594,17,Kings XI Punjab,12,0,Rising Pune Supergiant
12231,2017,1082594,17,Rising Pune Supergiant,5,1,Kings XI Punjab
12232,2017,1082594,18,Kings XI Punjab,7,0,Rising Pune Supergiant
12233,2017,1082594,18,Rising Pune Supergiant,14,0,Kings XI Punjab
12234,2017,1082594,19,Rising Pune Supergiant,16,1,Kings XI Punjab
12235,2017,1082595,0,Delhi Daredevils,9,0,Royal Challengers Bangalore
12236,2017,1082595,0,Royal Challengers Bangalore,10,0,Delhi Daredevils
12237,2017,1082595,1,Delhi Daredevils,4,0,Royal Challengers Bangalore
12238,2017,1082595,1,Royal Challengers Bangalore,9,0,Delhi Daredevils
12239,2017,1082595,2,Delhi Daredevils,8,0,Royal Challengers Bangalore
12240,2017,1082595,2,Royal Challengers Bangalore,7,0,Delhi Daredevils
12241,2017,1082595,3,Delhi Daredevils,11,0,Royal Challengers Bangalore
12242,2017,1082595,3,Royal Challengers Bangalore,4,1,Delhi Daredevils
12243,2017,1082595,4,Delhi Daredevils,5,1,Royal Challengers Bangalore
12244,2017,1082595,4,Royal Challengers Bangalore,2,0,Delhi Daredevils
12245,2017,1082595,5,Delhi Daredevils,6,1,Royal Challengers Bangalore
12246,2017,1082595,5,Royal Challengers Bangalore,9,1,Delhi Daredevils
12247,2017,1082595,6,Delhi Daredevils,10,0,Royal Challengers Bangalore
12248,2017,1082595,6,Royal Challengers Bangalore,4,0,Delhi Daredevils
12249,2017,1082595,7,Delhi Daredevils,12,1,Royal Challengers Bangalore
12250,2017,1082595,7,Royal Challengers Bangalore,8,0,Delhi Daredevils
12251,2017,1082595,8,Delhi Daredevils,5,0,Royal Challengers Bangalore
12252,2017,1082595,8,Royal Challengers Bangalore,2,1,Delhi Daredevils
12253,2017,1082595,9,Delhi Daredevils,9,0,Royal Challengers Bangalore
12254,2017,1082595,9,Royal Challengers Bangalore,6,0,Delhi Daredevils
12255,2017,1082595,10,Delhi Daredevils,6,1,Royal Challengers Bangalore
12256,2017,1082595,10,Royal Challengers Bangalore,5,0,Delhi Daredevils
12257,2017,1082595,11,Delhi Daredevils,9,0,Royal Challengers Bangalore
12258,2017,1082595,11,Royal Challengers Bangalore,8,0,Delhi Daredevils
12259,2017,1082595,12,Delhi Daredevils,13,1,Royal Challengers Bangalore
12260,2017,1082595,12,Royal Challengers Bangalore,24,0,Delhi Daredevils
12261,2017,1082595,13,Delhi Daredevils,5,0,Royal Challengers Bangalore
12262,2017,1082595,13,Royal Challengers Bangalore,16,0,Delhi Daredevils
12263,2017,1082595,14,Delhi Daredevils,1,1,Royal Challengers Bangalore
12264,2017,1082595,14,Royal Challengers Bangalore,7,1,Delhi Daredevils
12265,2017,1082595,15,Delhi Daredevils,8,0,Royal Challengers Bangalore
12266,2017,1082595,15,Royal Challengers Bangalore,13,0,Delhi Daredevils
12267,2017,1082595,16,Delhi Daredevils,5,1,Royal Challengers Bangalore
12268,2017,1082595,16,Royal Challengers Bangalore,8,2,Delhi Daredevils
12269,2017,1082595,17,Delhi Daredevils,11,0,Royal Challengers Bangalore
12270,2017,1082595,17,Royal Challengers Bangalore,2,0,Delhi Daredevils
12271,2017,1082595,18,Delhi Daredevils,2,0,Royal Challengers Bangalore
12272,2017,1082595,18,Royal Challengers Bangalore,6,0,Delhi Daredevils
12273,2017,1082595,19,Delhi Daredevils,3,2,Royal Challengers Bangalore
12274,2017,1082595,19,Royal Challengers Bangalore,7,2,Delhi Daredevils
12275,2017,1082596,0,Gujarat Lions,3,0,Sunrisers Hyderabad
12276,2017,1082596,0,Sunrisers Hyderabad,3,0,Gujarat Lions
12277,2017,1082596,1,Gujarat Lions,10,0,Sunrisers Hyderabad
