index,Season,ID,overs,BattingTeam,total_run,isWicketDelivery,BowlingTeam
21882,2009/10,419145,17,Royal Challengers Bangalore,16,0,Deccan Chargers
21883,2009/10,419145,18,Deccan Chargers,10,0,Royal Challengers Bangalore
21884,2009/10,419145,18,Royal Challengers Bangalore,13,1,Deccan Chargers
21885,2009/10,419145,19,Deccan Chargers,10,0,Royal Challengers Bangalore
21886,2009/10,419145,19,Royal Challengers Bangalore,17,1,Deccan Chargers
21887,2009/10,419146,0,Kings XI Punjab,9,0,Mumbai Indians
21888,2009/10,419146,0,Mumbai Indians,7,0,Kings XI Punjab
21889,2009/10,419146,1,Kings XI Punjab,10,0,Mumbai Indians
21890,2009/10,419146,1,Mumbai Indians,1,1,Kings XI Punjab
21891,2009/10,419146,2,Kings XI Punjab,12,0,Mumbai Indians
21892,2009/10,419146,2,Mumbai Indians,8,0,Kings XI Punjab
21893,2009/10,419146,3,Kings XI Punjab,10,0,Mumbai Indians
21894,2009/10,419146,3,Mumbai Indians,15,0,Kings XI Punjab
21895,2009/10,419146,4,Kings XI Punjab,5,1,Mumbai Indians
21896,2009/10,419146,4,Mumbai Indians,14,0,Kings XI Punjab
21897,2009/10,419146,5,Kings XI Punjab,10,0,Mumbai Indians
21898,2009/10,419146,5,Mumbai Indians,6,1,Kings XI Punjab
21899,2009/10,419146,6,Kings XI Punjab,4,0,Mumbai Indians
21900,2009/10,419146,6,Mumbai Indians,6,0,Kings XI Punjab
21901,2009/10,419146,7,Kings XI Punjab,8,0,Mumbai Indians
21902,2009/10,419146,7,Mumbai Indians,3,1,Kings XI Punjab
21903,2009/10,419146,8,Kings XI Punjab,13,0,Mumbai Indians
21904,2009/10,419146,8,Mumbai Indians,6,0,Kings XI Punjab
21905,2009/10,419146,9,Kings XI Punjab,6,0,Mumbai Indians
21906,2009/10,419146,9,Mumbai Indians,8,1,Kings XI Punjab
21907,2009/10,419146,10,Kings XI Punjab,2,1,Mumbai Indians
21908,2009/10,419146,10,Mumbai Indians,6,0,Kings XI Punjab
21909,2009/10,419146,11,Kings XI Punjab,4,0,Mumbai Indians
21910,2009/10,419146,11,Mumbai Indians,7,0,Kings XI Punjab
21911,2009/10,419146,12,Kings XI Punjab,9,0,Mumbai Indians
21912,2009/10,419146,12,Mumbai Indians,5,0,Kings XI Punjab
21913,2009/10,419146,13,Kings XI Punjab,10,0,Mumbai Indians
21914,2009/10,419146,13,Mumbai Indians,5,1,Kings XI Punjab
21915,2009/10,419146,14,Kings XI Punjab,4,0,Mumbai Indians
21916,2009/10,419146,14,Mumbai Indians,12,0,Kings XI Punjab
21917,2009/10,419146,15,Kings XI Punjab,7,0,Mumbai Indians
21918,2009/10,419146,15,Mumbai Indians,9,0,Kings XI Punjab
21919,2009/10,419146,16,Kings XI Punjab,9,1,Mumbai Indians
21920,2009/10,419146,16,Mumbai Indians,9,0,Kings XI Punjab
21921,2009/10,419146,17,Kings XI Punjab,8,0,Mumbai Indians
21922,2009/10,419146,17,Mumbai Indians,8,1,Kings XI Punjab
21923,2009/10,419146,18,Kings XI Punjab,12,1,Mumbai Indians
21924,2009/10,419146,18,Mumbai Indians,15,0,Kings XI Punjab
21925,2009/10,419146,19,Kings XI Punjab,6,0,Mumbai Indians
21926,2009/10,419146,19,Mumbai Indians,4,3,Kings XI Punjab
21927,2009/10,419147,0,Chennai Super Kings,6,0,Deccan Chargers
21928,2009/10,419147,0,Deccan Chargers,3,0,Chennai Super Kings
21929,2009/10,419147,1,Chennai Super Kings,11,0,Deccan Chargers
21930,2009/10,419147,1,Deccan Chargers,6,0,Chennai Super Kings
21931,2009/10,419147,2,Chennai Super Kings,4,0,Deccan Chargers
21932,2009/10,419147,2,Deccan Chargers,7,0,Chennai Super Kings
21933,2009/10,419147,3,Chennai Super Kings,13,0,Deccan Chargers
21934,2009/10,419147,3,Deccan Chargers,16,0,Chennai Super Kings
21935,2009/10,419147,4,Chennai Super Kings,7,1,Deccan Chargers
21936,2009/10,419147,4,Deccan Chargers,3,2,Chennai Super Kings
21937,2009/10,419147,5,Chennai Super Kings,14,0,Deccan Chargers
21938,2009/10,419147,5,Deccan Chargers,2,0,Chennai Super Kings
21939,2009/10,419147,6,Chennai Super Kings,6,0,Deccan Chargers
21940,2009/10,419147,6,Deccan Chargers,1,0,Chennai Super Kings
21941,2009/10,419147,7,Chennai Super Kings,4,1,Deccan Chargers
21942,2009/10,419147,7,Deccan Chargers,7,0,Chennai Super Kings
21943,2009/10,419147,8,Chennai Super Kings,4,0,Deccan Chargers
21944,2009/10,419147,8,Deccan Chargers,7,0,Chennai Super Kings
21945,2009/10,419147,9,Chennai Super Kings,5,0,Deccan Chargers
21946,2009/10,419147,9,Deccan Chargers,4,0,Chennai Super Kings
21947,2009/10,419147,10,Chennai Super Kings,5,0,Deccan Chargers
21948,2009/10,419147,10,Deccan Chargers,5,1,Chennai Super Kings
21949,2009/10,419147,11,Chennai Super Kings,4,1,Deccan Chargers
21950,2009/10,419147,11,Deccan Chargers,7,0,Chennai Super Kings
21951,2009/10,419147,12,Chennai Super Kings,7,0,Deccan Chargers
21952,2009/10,419147,12,Deccan Chargers,12,0,Chennai Super Kings
21953,2009/10,419147,13,Chennai Super Kings,11,0,Deccan Chargers
21954,2009/10,419147,13,Deccan Chargers,10,0,Chennai Super Kings
21955,2009/10,419147,14,Chennai Super Kings,9,1,Deccan Chargers
21956,2009/10,419147,14,Deccan Chargers,12,0,Chennai Super Kings
21957,2009/10,419147,15,Chennai Super Kings,4,0,Deccan Chargers
21958,2009/10,419147,15,Deccan Chargers,5,0,Chennai Super Kings
21959,2009/10,419147,16,Chennai Super Kings,7,1,Deccan Chargers
21960,2009/10,419147,16,Deccan Chargers,10,1,Chennai Super Kings
21961,2009/10,419147,17,Chennai Super Kings,4,1,Deccan Chargers
21962,2009/10,419147,17,Deccan Chargers,9,0,Chennai Super Kings
21963,2009/10,419147,18,Chennai Super Kings,7,0,Deccan Chargers
21964,2009/10,419147,18,Deccan Chargers,11,0,Chennai Super Kings
21965,2009/10,419147,19,Chennai Super Kings,6,2,Deccan Chargers
21966,2009/10,419147,19,Deccan Chargers,2,0,Chennai Super Kings
21967,2009/10,419148,0,Kolkata Knight Riders,7,0,Royal Challengers Bangalore
21968,2009/10,419148,0,Royal Challengers Bangalore,4,0,Kolkata Knight Riders
21969,2009/10,419148,1,Kolkata Knight Riders,5,0,Royal Challengers Bangalore
21970,2009/10,419148,1,Royal Challengers Bangalore,3,0,Kolkata Knight Riders
21971,2009/10,419148,2,Kolkata Knight Riders,9,0,Royal Challengers Bangalore
21972,2009/10,419148,2,Royal Challengers Bangalore,4,1,Kolkata Knight Riders
21973,2009/10,419148,3,Kolkata Knight Riders,9,0,Royal Challengers Bangalore
21974,2009/10,419148,3,Royal Challengers Bangalore,11,0,Kolkata Knight Riders
21975,2009/10,419148,4,Kolkata Knight Riders,21,0,Royal Challengers Bangalore
21976,2009/10,419148,4,Royal Challengers Bangalore,11,0,Kolkata Knight Riders
21977,2009/10,419148,5,Kolkata Knight Riders,10,1,Royal Challengers Bangalore
21978,2009/10,419148,5,Royal Challengers Bangalore,15,0,Kolkata Knight Riders
21979,2009/10,419148,6,Kolkata Knight Riders,11,0,Royal Challengers Bangalore
21980,2009/10,419148,6,Royal Challengers Bangalore,3,0,Kolkata Knight Riders
21981,2009/10,419148,7,Kolkata Knight Riders,4,0,Royal Challengers Bangalore
21982,2009/10,419148,7,Royal Challengers Bangalore,10,0,Kolkata Knight Riders
21983,2009/10,419148,8,Kolkata Knight Riders,6,0,Royal Challengers Bangalore
21984,2009/10,419148,8,Royal Challengers Bangalore,8,0,Kolkata Knight Riders
21985,2009/10,419148,9,Kolkata Knight Riders,1,0,Royal Challengers Bangalore
21986,2009/10,419148,9,Royal Challengers Bangalore,7,0,Kolkata Knight Riders
21987,2009/10,419148,10,Kolkata Knight Riders,18,0,Royal Challengers Bangalore
21988,2009/10,419148,10,Royal Challengers Bangalore,6,0,Kolkata Knight Riders
21989,2009/10,419148,11,Kolkata Knight Riders,2,1,Royal Challengers Bangalore
21990,2009/10,419148,11,Royal Challengers Bangalore,3,1,Kolkata Knight Riders
21991,2009/10,419148,12,Kolkata Knight Riders,2,1,Royal Challengers Bangalore
21992,2009/10,419148,12,Royal Challengers Bangalore,16,0,Kolkata Knight Riders
21993,2009/10,419148,13,Kolkata Knight Riders,16,1,Royal Challengers Bangalore
21994,2009/10,419148,13,Royal Challengers Bangalore,9,1,Kolkata Knight Riders
21995,2009/10,419148,14,Kolkata Knight Riders,3,0,Royal Challengers Bangalore
21996,2009/10,419148,14,Royal Challengers Bangalore,10,0,Kolkata Knight Riders
21997,2009/10,419148,15,Kolkata Knight Riders,9,0,Royal Challengers Bangalore
21998,2009/10,419148,15,Royal Challengers Bangalore,17,0,Kolkata Knight Riders
21999,2009/10,419148,16,Kolkata Knight Riders,3,1,Royal Challengers Bangalore
22000,2009/10,419148,16,Royal Challengers Bangalore,21,0,Kolkata Knight Riders
22001,2009/10,419148,17,Kolkata Knight Riders,4,1,Royal Challengers Bangalore
22002,2009/10,419148,17,Royal Challengers Bangalore,4,0,Kolkata Knight Riders
22003,2009/10,419148,18,Kolkata Knight Riders,15,1,Royal Challengers Bangalore
22004,2009/10,419148,19,Kolkata Knight Riders,5,2,Royal Challengers Bangalore
22005,2009/10,419149,0,Delhi Daredevils,4,0,Kings XI Punjab
22006,2009/10,419149,0,Kings XI Punjab,7,0,Delhi Daredevils
22007,2009/10,419149,1,Delhi Daredevils,15,1,Kings XI Punjab
22008,2009/10,419149,1,Kings XI Punjab,4,0,Delhi Daredevils
22009,2009/10,419149,2,Delhi Daredevils,10,0,Kings XI Punjab
22010,2009/10,419149,2,Kings XI Punjab,2,0,Delhi Daredevils
22011,2009/10,419149,3,Delhi Daredevils,12,1,Kings XI Punjab
22012,2009/10,419149,3,Kings XI Punjab,13,0,Delhi Daredevils
22013,2009/10,419149,4,Delhi Daredevils,3,1,Kings XI Punjab
22014,2009/10,419149,4,Kings XI Punjab,6,0,Delhi Daredevils
22015,2009/10,419149,5,Delhi Daredevils,1,0,Kings XI Punjab
22016,2009/10,419149,5,Kings XI Punjab,7,0,Delhi Daredevils
22017,2009/10,419149,6,Delhi Daredevils,8,0,Kings XI Punjab
22018,2009/10,419149,6,Kings XI Punjab,3,1,Delhi Daredevils
22019,2009/10,419149,7,Delhi Daredevils,3,1,Kings XI Punjab
22020,2009/10,419149,7,Kings XI Punjab,6,0,Delhi Daredevils
22021,2009/10,419149,8,Delhi Daredevils,2,0,Kings XI Punjab
22022,2009/10,419149,8,Kings XI Punjab,4,0,Delhi Daredevils
22023,2009/10,419149,9,Delhi Daredevils,5,1,Kings XI Punjab
22024,2009/10,419149,9,Kings XI Punjab,7,0,Delhi Daredevils
22025,2009/10,419149,10,Delhi Daredevils,5,0,Kings XI Punjab
22026,2009/10,419149,10,Kings XI Punjab,6,1,Delhi Daredevils
22027,2009/10,419149,11,Delhi Daredevils,2,0,Kings XI Punjab
22028,2009/10,419149,11,Kings XI Punjab,3,0,Delhi Daredevils
22029,2009/10,419149,12,Delhi Daredevils,5,0,Kings XI Punjab
22030,2009/10,419149,12,Kings XI Punjab,3,0,Delhi Daredevils
22031,2009/10,419149,13,Delhi Daredevils,4,1,Kings XI Punjab
22032,2009/10,419149,13,Kings XI Punjab,14,0,Delhi Daredevils
22033,2009/10,419149,14,Delhi Daredevils,2,1,Kings XI Punjab
22034,2009/10,419149,14,Kings XI Punjab,3,0,Delhi Daredevils
22035,2009/10,419149,15,Delhi Daredevils,7,1,Kings XI Punjab
22036,2009/10,419149,15,Kings XI Punjab,7,0,Delhi Daredevils
22037,2009/10,419149,16,Delhi Daredevils,8,0,Kings XI Punjab
22038,2009/10,419149,16,Kings XI Punjab,13,0,Delhi Daredevils
22039,2009/10,419149,17,Delhi Daredevils,7,0,Kings XI Punjab
22040,2009/10,419149,17,Kings XI Punjab,3,1,Delhi Daredevils
22041,2009/10,419149,18,Delhi Daredevils,4,1,Kings XI Punjab
22042,2009/10,419149,18,Kings XI Punjab,1,0,Delhi Daredevils
22043,2009/10,419149,19,Delhi Daredevils,4,1,Kings XI Punjab
22044,2009/10,419150,0,Mumbai Indians,11,0,Rajasthan Royals
22045,2009/10,419150,0,Rajasthan Royals,1,0,Mumbai Indians
22046,2009/10,419150,1,Mumbai Indians,1,2,Rajasthan Royals
22047,2009/10,419150,1,Rajasthan Royals,8,1,Mumbai Indians
22048,2009/10,419150,2,Mumbai Indians,12,0,Rajasthan Royals
22049,2009/10,419150,2,Rajasthan Royals,2,2,Mumbai Indians
22050,2009/10,419150,3,Mumbai Indians,10,1,Rajasthan Royals
22051,2009/10,419150,3,Rajasthan Royals,6,0,Mumbai Indians
22052,2009/10,419150,4,Mumbai Indians,7,0,Rajasthan Royals
22053,2009/10,419150,4,Rajasthan Royals,3,0,Mumbai Indians
22054,2009/10,419150,5,Mumbai Indians,6,0,Rajasthan Royals
22055,2009/10,419150,5,Rajasthan Royals,14,0,Mumbai Indians
22056,2009/10,419150,6,Mumbai Indians,6,0,Rajasthan Royals
22057,2009/10,419150,6,Rajasthan Royals,6,1,Mumbai Indians
22058,2009/10,419150,7,Mumbai Indians,10,0,Rajasthan Royals
22059,2009/10,419150,7,Rajasthan Royals,7,0,Mumbai Indians
22060,2009/10,419150,8,Mumbai Indians,5,0,Rajasthan Royals
22061,2009/10,419150,8,Rajasthan Royals,4,0,Mumbai Indians
22062,2009/10,419150,9,Mumbai Indians,5,0,Rajasthan Royals
22063,2009/10,419150,9,Rajasthan Royals,9,0,Mumbai Indians
22064,2009/10,419150,10,Mumbai Indians,4,0,Rajasthan Royals
22065,2009/10,419150,10,Rajasthan Royals,3,1,Mumbai Indians
22066,2009/10,419150,11,Mumbai Indians,14,0,Rajasthan Royals
22067,2009/10,419150,11,Rajasthan Royals,6,0,Mumbai Indians
22068,2009/10,419150,12,Mumbai Indians,5,1,Rajasthan Royals
22069,2009/10,419150,12,Rajasthan Royals,5,0,Mumbai Indians
22070,2009/10,419150,13,Mumbai Indians,5,0,Rajasthan Royals
22071,2009/10,419150,13,Rajasthan Royals,13,1,Mumbai Indians
22072,2009/10,419150,14,Mumbai Indians,5,0,Rajasthan Royals
22073,2009/10,419150,14,Rajasthan Royals,2,1,Mumbai Indians
22074,2009/10,419150,15,Mumbai Indians,9,0,Rajasthan Royals
22075,2009/10,419150,15,Rajasthan Royals,2,0,Mumbai Indians
22076,2009/10,419150,16,Mumbai Indians,15,0,Rajasthan Royals
22077,2009/10,419150,16,Rajasthan Royals,13,0,Mumbai Indians
22078,2009/10,419150,17,Mumbai Indians,13,1,Rajasthan Royals
22079,2009/10,419150,17,Rajasthan Royals,13,0,Mumbai Indians
22080,2009/10,419150,18,Mumbai Indians,11,0,Rajasthan Royals
22081,2009/10,419150,18,Rajasthan Royals,12,0,Mumbai Indians
22082,2009/10,419150,19,Mumbai Indians,20,0,Rajasthan Royals
22083,2009/10,419150,19,Rajasthan Royals,8,1,Mumbai Indians
22084,2009/10,419151,0,Deccan Chargers,1,2,Royal Challengers Bangalore
22085,2009/10,419151,0,Royal Challengers Bangalore,6,1,Deccan Chargers
22086,2009/10,419151,1,Deccan Chargers,9,0,Royal Challengers Bangalore
22087,2009/10,419151,1,Royal Challengers Bangalore,8,0,Deccan Chargers
22088,2009/10,419151,2,Deccan Chargers,6,1,Royal Challengers Bangalore
22089,2009/10,419151,2,Royal Challengers Bangalore,4,0,Deccan Chargers
22090,2009/10,419151,3,Deccan Chargers,4,0,Royal Challengers Bangalore
22091,2009/10,419151,3,Royal Challengers Bangalore,9,0,Deccan Chargers
22092,2009/10,419151,4,Deccan Chargers,8,0,Royal Challengers Bangalore
22093,2009/10,419151,4,Royal Challengers Bangalore,5,0,Deccan Chargers
22094,2009/10,419151,5,Deccan Chargers,7,0,Royal Challengers Bangalore
22095,2009/10,419151,5,Royal Challengers Bangalore,6,0,Deccan Chargers
22096,2009/10,419151,6,Deccan Chargers,8,0,Royal Challengers Bangalore
22097,2009/10,419151,6,Royal Challengers Bangalore,8,0,Deccan Chargers
22098,2009/10,419151,7,Deccan Chargers,4,0,Royal Challengers Bangalore
22099,2009/10,419151,7,Royal Challengers Bangalore,15,0,Deccan Chargers
22100,2009/10,419151,8,Deccan Chargers,12,0,Royal Challengers Bangalore
22101,2009/10,419151,8,Royal Challengers Bangalore,8,0,Deccan Chargers
22102,2009/10,419151,9,Deccan Chargers,12,0,Royal Challengers Bangalore
22103,2009/10,419151,9,Royal Challengers Bangalore,3,0,Deccan Chargers
22104,2009/10,419151,10,Deccan Chargers,10,0,Royal Challengers Bangalore
22105,2009/10,419151,10,Royal Challengers Bangalore,5,1,Deccan Chargers
22106,2009/10,419151,11,Deccan Chargers,14,0,Royal Challengers Bangalore
22107,2009/10,419151,11,Royal Challengers Bangalore,5,0,Deccan Chargers
22108,2009/10,419151,12,Deccan Chargers,4,1,Royal Challengers Bangalore
22109,2009/10,419151,12,Royal Challengers Bangalore,11,0,Deccan Chargers
22110,2009/10,419151,13,Deccan Chargers,3,0,Royal Challengers Bangalore
22111,2009/10,419151,13,Royal Challengers Bangalore,3,1,Deccan Chargers
22112,2009/10,419151,14,Deccan Chargers,9,0,Royal Challengers Bangalore
22113,2009/10,419151,14,Royal Challengers Bangalore,6,1,Deccan Chargers
22114,2009/10,419151,15,Deccan Chargers,13,0,Royal Challengers Bangalore
22115,2009/10,419151,15,Royal Challengers Bangalore,7,1,Deccan Chargers
22116,2009/10,419151,16,Deccan Chargers,5,0,Royal Challengers Bangalore
22117,2009/10,419151,16,Royal Challengers Bangalore,4,1,Deccan Chargers
22118,2009/10,419151,17,Deccan Chargers,4,1,Royal Challengers Bangalore
22119,2009/10,419151,17,Royal Challengers Bangalore,21,0,Deccan Chargers
22120,2009/10,419151,18,Deccan Chargers,8,1,Royal Challengers Bangalore
22121,2009/10,419151,18,Royal Challengers Bangalore,1,2,Deccan Chargers
22122,2009/10,419151,19,Deccan Chargers,10,0,Royal Challengers Bangalore
22123,2009/10,419151,19,Royal Challengers Bangalore,3,2,Deccan Chargers
22124,2009/10,419152,0,Delhi Daredevils,8,0,Mumbai Indians
22125,2009/10,419152,0,Mumbai Indians,8,0,Delhi Daredevils
22126,2009/10,419152,1,Delhi Daredevils,6,0,Mumbai Indians
22127,2009/10,419152,1,Mumbai Indians,8,0,Delhi Daredevils
22128,2009/10,419152,2,Delhi Daredevils,17,0,Mumbai Indians
22129,2009/10,419152,2,Mumbai Indians,6,0,Delhi Daredevils
22130,2009/10,419152,3,Delhi Daredevils,13,1,Mumbai Indians
22131,2009/10,419152,3,Mumbai Indians,13,0,Delhi Daredevils
22132,2009/10,419152,4,Delhi Daredevils,11,0,Mumbai Indians
22133,2009/10,419152,4,Mumbai Indians,5,0,Delhi Daredevils
22134,2009/10,419152,5,Delhi Daredevils,14,0,Mumbai Indians
22135,2009/10,419152,5,Mumbai Indians,4,1,Delhi Daredevils
22136,2009/10,419152,6,Delhi Daredevils,4,1,Mumbai Indians
22137,2009/10,419152,6,Mumbai Indians,10,0,Delhi Daredevils
22138,2009/10,419152,7,Delhi Daredevils,5,1,Mumbai Indians
22139,2009/10,419152,7,Mumbai Indians,3,0,Delhi Daredevils
22140,2009/10,419152,8,Delhi Daredevils,4,0,Mumbai Indians
22141,2009/10,419152,8,Mumbai Indians,7,0,Delhi Daredevils
22142,2009/10,419152,9,Delhi Daredevils,5,1,Mumbai Indians
22143,2009/10,419152,9,Mumbai Indians,2,1,Delhi Daredevils
22144,2009/10,419152,10,Delhi Daredevils,3,1,Mumbai Indians
22145,2009/10,419152,10,Mumbai Indians,5,0,Delhi Daredevils
22146,2009/10,419152,11,Delhi Daredevils,4,1,Mumbai Indians
22147,2009/10,419152,11,Mumbai Indians,10,0,Delhi Daredevils
22148,2009/10,419152,12,Delhi Daredevils,3,0,Mumbai Indians
22149,2009/10,419152,12,Mumbai Indians,11,0,Delhi Daredevils
22150,2009/10,419152,13,Delhi Daredevils,6,0,Mumbai Indians
22151,2009/10,419152,13,Mumbai Indians,12,1,Delhi Daredevils
22152,2009/10,419152,14,Delhi Daredevils,5,0,Mumbai Indians
22153,2009/10,419152,14,Mumbai Indians,4,0,Delhi Daredevils
22154,2009/10,419152,15,Delhi Daredevils,5,0,Mumbai Indians
22155,2009/10,419152,15,Mumbai Indians,16,0,Delhi Daredevils
22156,2009/10,419152,16,Delhi Daredevils,7,1,Mumbai Indians
22157,2009/10,419152,16,Mumbai Indians,9,1,Delhi Daredevils
22158,2009/10,419152,17,Delhi Daredevils,5,0,Mumbai Indians
22159,2009/10,419152,17,Mumbai Indians,14,0,Delhi Daredevils
22160,2009/10,419152,18,Delhi Daredevils,7,0,Mumbai Indians
22161,2009/10,419152,18,Mumbai Indians,11,0,Delhi Daredevils
22162,2009/10,419152,19,Delhi Daredevils,12,0,Mumbai Indians
22163,2009/10,419152,19,Mumbai Indians,25,0,Delhi Daredevils
22164,2009/10,419153,0,Chennai Super Kings,8,1,Kolkata Knight Riders
22165,2009/10,419153,0,Kolkata Knight Riders,3,0,Chennai Super Kings
22166,2009/10,419153,1,Chennai Super Kings,14,0,Kolkata Knight Riders
22167,2009/10,419153,1,Kolkata Knight Riders,8,0,Chennai Super Kings
22168,2009/10,419153,2,Chennai Super Kings,12,0,Kolkata Knight Riders
22169,2009/10,419153,2,Kolkata Knight Riders,6,2,Chennai Super Kings
22170,2009/10,419153,3,Chennai Super Kings,11,0,Kolkata Knight Riders
22171,2009/10,419153,3,Kolkata Knight Riders,1,1,Chennai Super Kings
22172,2009/10,419153,4,Chennai Super Kings,15,0,Kolkata Knight Riders
22173,2009/10,419153,4,Kolkata Knight Riders,3,1,Chennai Super Kings
22174,2009/10,419153,5,Chennai Super Kings,7,0,Kolkata Knight Riders
22175,2009/10,419153,5,Kolkata Knight Riders,1,0,Chennai Super Kings
22176,2009/10,419153,6,Chennai Super Kings,9,0,Kolkata Knight Riders
22177,2009/10,419153,6,Kolkata Knight Riders,8,0,Chennai Super Kings
22178,2009/10,419153,7,Chennai Super Kings,7,0,Kolkata Knight Riders
22179,2009/10,419153,7,Kolkata Knight Riders,9,0,Chennai Super Kings
22180,2009/10,419153,8,Chennai Super Kings,5,0,Kolkata Knight Riders
22181,2009/10,419153,8,Kolkata Knight Riders,7,0,Chennai Super Kings
22182,2009/10,419153,9,Chennai Super Kings,15,0,Kolkata Knight Riders
22183,2009/10,419153,9,Kolkata Knight Riders,5,0,Chennai Super Kings
22184,2009/10,419153,10,Chennai Super Kings,18,0,Kolkata Knight Riders
22185,2009/10,419153,10,Kolkata Knight Riders,14,0,Chennai Super Kings
22186,2009/10,419153,11,Chennai Super Kings,5,0,Kolkata Knight Riders
22187,2009/10,419153,11,Kolkata Knight Riders,7,0,Chennai Super Kings
22188,2009/10,419153,12,Chennai Super Kings,10,0,Kolkata Knight Riders
22189,2009/10,419153,12,Kolkata Knight Riders,13,0,Chennai Super Kings
22190,2009/10,419153,13,Chennai Super Kings,7,0,Kolkata Knight Riders
22191,2009/10,419153,13,Kolkata Knight Riders,4,0,Chennai Super Kings
22192,2009/10,419153,14,Kolkata Knight Riders,4,1,Chennai Super Kings
22193,2009/10,419153,15,Kolkata Knight Riders,5,1,Chennai Super Kings
22194,2009/10,419153,16,Kolkata Knight Riders,14,0,Chennai Super Kings
22195,2009/10,419153,17,Kolkata Knight Riders,10,0,Chennai Super Kings
22196,2009/10,419153,18,Kolkata Knight Riders,6,1,Chennai Super Kings
22197,2009/10,419153,19,Kolkata Knight Riders,11,1,Chennai Super Kings
22198,2009/10,419154,0,Rajasthan Royals,6,0,Royal Challengers Bangalore
22199,2009/10,419154,0,Royal Challengers Bangalore,6,0,Rajasthan Royals
22200,2009/10,419154,1,Rajasthan Royals,7,0,Royal Challengers Bangalore
22201,2009/10,419154,1,Royal Challengers Bangalore,1,1,Rajasthan Royals
22202,2009/10,419154,2,Rajasthan Royals,8,2,Royal Challengers Bangalore
22203,2009/10,419154,2,Royal Challengers Bangalore,9,0,Rajasthan Royals
22204,2009/10,419154,3,Rajasthan Royals,0,1,Royal Challengers Bangalore
22205,2009/10,419154,3,Royal Challengers Bangalore,18,0,Rajasthan Royals
22206,2009/10,419154,4,Rajasthan Royals,3,0,Royal Challengers Bangalore
22207,2009/10,419154,4,Royal Challengers Bangalore,8,1,Rajasthan Royals
22208,2009/10,419154,5,Rajasthan Royals,6,0,Royal Challengers Bangalore
22209,2009/10,419154,5,Royal Challengers Bangalore,17,0,Rajasthan Royals
22210,2009/10,419154,6,Rajasthan Royals,1,0,Royal Challengers Bangalore
22211,2009/10,419154,6,Royal Challengers Bangalore,10,0,Rajasthan Royals
22212,2009/10,419154,7,Rajasthan Royals,13,0,Royal Challengers Bangalore
22213,2009/10,419154,7,Royal Challengers Bangalore,3,0,Rajasthan Royals
22214,2009/10,419154,8,Rajasthan Royals,4,0,Royal Challengers Bangalore
22215,2009/10,419154,8,Royal Challengers Bangalore,13,0,Rajasthan Royals
22216,2009/10,419154,9,Rajasthan Royals,5,0,Royal Challengers Bangalore
22217,2009/10,419154,9,Royal Challengers Bangalore,6,0,Rajasthan Royals
22218,2009/10,419154,10,Rajasthan Royals,4,1,Royal Challengers Bangalore
22219,2009/10,419154,10,Royal Challengers Bangalore,12,1,Rajasthan Royals
22220,2009/10,419154,11,Rajasthan Royals,9,1,Royal Challengers Bangalore
22221,2009/10,419154,11,Royal Challengers Bangalore,11,1,Rajasthan Royals
22222,2009/10,419154,12,Rajasthan Royals,6,0,Royal Challengers Bangalore
22223,2009/10,419154,12,Royal Challengers Bangalore,2,0,Rajasthan Royals
22224,2009/10,419154,13,Rajasthan Royals,5,1,Royal Challengers Bangalore
22225,2009/10,419154,13,Royal Challengers Bangalore,7,1,Rajasthan Royals
22226,2009/10,419154,14,Rajasthan Royals,10,0,Royal Challengers Bangalore
22227,2009/10,419154,14,Royal Challengers Bangalore,1,0,Rajasthan Royals
22228,2009/10,419154,15,Rajasthan Royals,5,0,Royal Challengers Bangalore
22229,2009/10,419154,15,Royal Challengers Bangalore,8,0,Rajasthan Royals
22230,2009/10,419154,16,Rajasthan Royals,12,0,Royal Challengers Bangalore
22231,2009/10,419154,17,Rajasthan Royals,2,0,Royal Challengers Bangalore
22232,2009/10,419154,18,Rajasthan Royals,9,0,Royal Challengers Bangalore
22233,2009/10,419154,19,Rajasthan Royals,15,0,Royal Challengers Bangalore
22234,2009/10,419155,0,Chennai Super Kings,9,0,Delhi Daredevils
22235,2009/10,419155,0,Delhi Daredevils,5,1,Chennai Super Kings
22236,2009/10,419155,1,Chennai Super Kings,4,1,Delhi Daredevils
22237,2009/10,419155,1,Delhi Daredevils,2,2,Chennai Super Kings
22238,2009/10,419155,2,Chennai Super Kings,5,1,Delhi Daredevils
22239,2009/10,419155,2,Delhi Daredevils,5,0,Chennai Super Kings
22240,2009/10,419155,3,Chennai Super Kings,5,1,Delhi Daredevils
22241,2009/10,419155,3,Delhi Daredevils,6,0,Chennai Super Kings
22242,2009/10,419155,4,Chennai Super Kings,11,0,Delhi Daredevils
22243,2009/10,419155,4,Delhi Daredevils,8,0,Chennai Super Kings
22244,2009/10,419155,5,Chennai Super Kings,5,0,Delhi Daredevils
22245,2009/10,419155,5,Delhi Daredevils,7,0,Chennai Super Kings
22246,2009/10,419155,6,Chennai Super Kings,5,0,Delhi Daredevils
22247,2009/10,419155,6,Delhi Daredevils,5,1,Chennai Super Kings
22248,2009/10,419155,7,Chennai Super Kings,8,0,Delhi Daredevils
22249,2009/10,419155,7,Delhi Daredevils,6,0,Chennai Super Kings
22250,2009/10,419155,8,Chennai Super Kings,1,1,Delhi Daredevils
