Season,ID,overs,BattingTeam,total_run
2015,829763,11,Royal Challengers Bangalore,10
2015,829763,12,Royal Challengers Bangalore,7
2015,829763,13,Royal Challengers Bangalore,14
2015,829763,14,Royal Challengers Bangalore,6
2015,829763,15,Royal Challengers Bangalore,12
2015,829763,16,Royal Challengers Bangalore,15
2015,829763,17,Royal Challengers Bangalore,18
2015,829763,18,Royal Challengers Bangalore,13
2015,829763,19,Royal Challengers Bangalore,12
2015,829765,0,Chennai Super Kings,4
2015,829765,0,Kolkata Knight Riders,5
2015,829765,1,Chennai Super Kings,7
2015,829765,1,Kolkata Knight Riders,10
2015,829765,2,Chennai Super Kings,12
2015,829765,2,Kolkata Knight Riders,13
2015,829765,3,Chennai Super Kings,15
2015,829765,3,Kolkata Knight Riders,14
2015,829765,4,Chennai Super Kings,10
2015,829765,4,Kolkata Knight Riders,10
2015,829765,5,Chennai Super Kings,5
2015,829765,5,Kolkata Knight Riders,2
2015,829765,6,Chennai Super Kings,2
2015,829765,6,Kolkata Knight Riders,7
2015,829765,7,Chennai Super Kings,6
2015,829765,7,Kolkata Knight Riders,3
2015,829765,8,Chennai Super Kings,4
2015,829765,8,Kolkata Knight Riders,3
2015,829765,9,Chennai Super Kings,8
2015,829765,9,Kolkata Knight Riders,3
2015,829765,10,Chennai Super Kings,6
2015,829765,10,Kolkata Knight Riders,1
2015,829765,11,Chennai Super Kings,6
2015,829765,11,Kolkata Knight Riders,5
2015,829765,12,Chennai Super Kings,3
2015,829765,12,Kolkata Knight Riders,4
2015,829765,13,Chennai Super Kings,4
2015,829765,13,Kolkata Knight Riders,4
2015,829765,14,Chennai Super Kings,7
2015,829765,14,Kolkata Knight Riders,6
2015,829765,15,Chennai Super Kings,7
2015,829765,15,Kolkata Knight Riders,5
2015,829765,16,Chennai Super Kings,9
2015,829765,16,Kolkata Knight Riders,6
2015,829765,17,Chennai Super Kings,6
2015,829765,17,Kolkata Knight Riders,4
2015,829765,18,Chennai Super Kings,3
2015,829765,18,Kolkata Knight Riders,13
2015,829765,19,Chennai Super Kings,10
2015,829765,19,Kolkata Knight Riders,14
2015,829767,0,Delhi Daredevils,2
2015,829767,0,Kings XI Punjab,6
2015,829767,1,Delhi Daredevils,19
2015,829767,1,Kings XI Punjab,3
2015,829767,2,Delhi Daredevils,2
2015,829767,2,Kings XI Punjab,1
2015,829767,3,Delhi Daredevils,3
2015,829767,3,Kings XI Punjab,1
2015,829767,4,Delhi Daredevils,7
2015,829767,4,Kings XI Punjab,5
2015,829767,5,Delhi Daredevils,8
2015,829767,5,Kings XI Punjab,11
2015,829767,6,Delhi Daredevils,9
2015,829767,6,Kings XI Punjab,4
2015,829767,7,Delhi Daredevils,5
2015,829767,7,Kings XI Punjab,6
2015,829767,8,Delhi Daredevils,9
2015,829767,8,Kings XI Punjab,6
2015,829767,9,Delhi Daredevils,11
2015,829767,9,Kings XI Punjab,3
2015,829767,10,Delhi Daredevils,13
2015,829767,10,Kings XI Punjab,2
2015,829767,11,Delhi Daredevils,13
2015,829767,11,Kings XI Punjab,4
2015,829767,12,Delhi Daredevils,11
2015,829767,12,Kings XI Punjab,4
2015,829767,13,Delhi Daredevils,7
2015,829767,13,Kings XI Punjab,8
2015,829767,14,Kings XI Punjab,10
2015,829767,15,Kings XI Punjab,18
2015,829767,16,Kings XI Punjab,5
2015,829767,17,Kings XI Punjab,5
2015,829767,18,Kings XI Punjab,6
2015,829767,19,Kings XI Punjab,10
2015,829769,0,Mumbai Indians,5
2015,829769,0,Rajasthan Royals,9
2015,829769,1,Mumbai Indians,13
2015,829769,1,Rajasthan Royals,9
2015,829769,2,Mumbai Indians,8
2015,829769,2,Rajasthan Royals,12
2015,829769,3,Mumbai Indians,12
2015,829769,3,Rajasthan Royals,9
2015,829769,4,Mumbai Indians,5
2015,829769,4,Rajasthan Royals,10
2015,829769,5,Mumbai Indians,4
2015,829769,5,Rajasthan Royals,6
2015,829769,6,Mumbai Indians,5
2015,829769,6,Rajasthan Royals,7
2015,829769,7,Mumbai Indians,8
2015,829769,7,Rajasthan Royals,9
2015,829769,8,Mumbai Indians,13
2015,829769,8,Rajasthan Royals,11
2015,829769,9,Mumbai Indians,8
2015,829769,9,Rajasthan Royals,5
2015,829769,10,Mumbai Indians,7
2015,829769,10,Rajasthan Royals,11
2015,829769,11,Mumbai Indians,7
2015,829769,11,Rajasthan Royals,11
2015,829769,12,Mumbai Indians,4
2015,829769,12,Rajasthan Royals,6
2015,829769,13,Mumbai Indians,13
2015,829769,13,Rajasthan Royals,9
2015,829769,14,Mumbai Indians,8
2015,829769,14,Rajasthan Royals,3
2015,829769,15,Mumbai Indians,6
2015,829769,15,Rajasthan Royals,13
2015,829769,16,Mumbai Indians,13
2015,829769,16,Rajasthan Royals,14
2015,829769,17,Mumbai Indians,20
2015,829769,17,Rajasthan Royals,8
2015,829769,18,Mumbai Indians,16
2015,829769,18,Rajasthan Royals,6
2015,829769,19,Mumbai Indians,12
2015,829769,19,Rajasthan Royals,11
2015,829771,0,Kolkata Knight Riders,8
2015,829771,0,Royal Challengers Bangalore,4
2015,829771,1,Kolkata Knight Riders,12
2015,829771,1,Royal Challengers Bangalore,18
2015,829771,2,Kolkata Knight Riders,7
2015,829771,2,Royal Challengers Bangalore,14
2015,829771,3,Kolkata Knight Riders,7
2015,829771,3,Royal Challengers Bangalore,13
2015,829771,4,Kolkata Knight Riders,10
2015,829771,4,Royal Challengers Bangalore,3
2015,829771,5,Kolkata Knight Riders,17
2015,829771,5,Royal Challengers Bangalore,10
2015,829771,6,Kolkata Knight Riders,12
2015,829771,6,Royal Challengers Bangalore,18
2015,829771,7,Kolkata Knight Riders,13
2015,829771,7,Royal Challengers Bangalore,7
2015,829771,8,Kolkata Knight Riders,16
2015,829771,8,Royal Challengers Bangalore,13
2015,829771,9,Kolkata Knight Riders,9
2015,829771,9,Royal Challengers Bangalore,15
2015,829773,0,Chennai Super Kings,13
2015,829773,0,Sunrisers Hyderabad,10
2015,829773,1,Chennai Super Kings,1
2015,829773,1,Sunrisers Hyderabad,3
2015,829773,2,Chennai Super Kings,8
2015,829773,2,Sunrisers Hyderabad,22
2015,829773,3,Chennai Super Kings,15
2015,829773,3,Sunrisers Hyderabad,12
2015,829773,4,Chennai Super Kings,11
2015,829773,4,Sunrisers Hyderabad,15
2015,829773,5,Chennai Super Kings,6
2015,829773,5,Sunrisers Hyderabad,14
2015,829773,6,Chennai Super Kings,10
2015,829773,6,Sunrisers Hyderabad,4
2015,829773,7,Chennai Super Kings,7
2015,829773,7,Sunrisers Hyderabad,6
2015,829773,8,Chennai Super Kings,10
2015,829773,8,Sunrisers Hyderabad,13
2015,829773,9,Chennai Super Kings,6
2015,829773,9,Sunrisers Hyderabad,8
2015,829773,10,Chennai Super Kings,12
2015,829773,10,Sunrisers Hyderabad,9
2015,829773,11,Chennai Super Kings,11
2015,829773,11,Sunrisers Hyderabad,12
2015,829773,12,Chennai Super Kings,5
2015,829773,12,Sunrisers Hyderabad,3
2015,829773,13,Chennai Super Kings,1
2015,829773,13,Sunrisers Hyderabad,1
2015,829773,14,Chennai Super Kings,14
2015,829773,14,Sunrisers Hyderabad,11
2015,829773,15,Chennai Super Kings,6
2015,829773,15,Sunrisers Hyderabad,13
2015,829773,16,Chennai Super Kings,8
2015,829773,16,Sunrisers Hyderabad,3
2015,829773,17,Chennai Super Kings,11
2015,829773,17,Sunrisers Hyderabad,11
2015,829773,18,Chennai Super Kings,9
2015,829773,18,Sunrisers Hyderabad,15
2015,829773,19,Chennai Super Kings,6
2015,829773,19,Sunrisers Hyderabad,7
2015,829775,0,Kings XI Punjab,9
2015,829775,0,Mumbai Indians,9
2015,829775,1,Kings XI Punjab,7
2015,829775,1,Mumbai Indians,7
2015,829775,2,Kings XI Punjab,12
2015,829775,2,Mumbai Indians,6
2015,829775,3,Kings XI Punjab,5
2015,829775,3,Mumbai Indians,6
2015,829775,4,Kings XI Punjab,9
2015,829775,4,Mumbai Indians,18
2015,829775,5,Kings XI Punjab,3
2015,829775,5,Mumbai Indians,5
2015,829775,6,Kings XI Punjab,5
2015,829775,6,Mumbai Indians,9
2015,829775,7,Kings XI Punjab,8
2015,829775,7,Mumbai Indians,12
2015,829775,8,Kings XI Punjab,11
2015,829775,8,Mumbai Indians,12
2015,829775,9,Kings XI Punjab,4
2015,829775,9,Mumbai Indians,12
2015,829775,10,Kings XI Punjab,9
2015,829775,10,Mumbai Indians,6
2015,829775,11,Kings XI Punjab,8
2015,829775,11,Mumbai Indians,8
2015,829775,12,Kings XI Punjab,7
2015,829775,12,Mumbai Indians,5
2015,829775,13,Kings XI Punjab,8
2015,829775,13,Mumbai Indians,3
2015,829775,14,Kings XI Punjab,8
2015,829775,14,Mumbai Indians,5
2015,829775,15,Kings XI Punjab,5
2015,829775,15,Mumbai Indians,13
2015,829775,16,Kings XI Punjab,6
2015,829775,16,Mumbai Indians,10
2015,829775,17,Kings XI Punjab,5
2015,829775,17,Mumbai Indians,8
2015,829775,18,Kings XI Punjab,11
2015,829775,18,Mumbai Indians,9
2015,829775,19,Kings XI Punjab,9
2015,829775,19,Mumbai Indians,9
2015,829777,0,Delhi Daredevils,6
2015,829777,0,Rajasthan Royals,5
2015,829777,1,Delhi Daredevils,8
2015,829777,1,Rajasthan Royals,7
2015,829777,2,Delhi Daredevils,17
2015,829777,2,Rajasthan Royals,4
2015,829777,3,Delhi Daredevils,1
2015,829777,3,Rajasthan Royals,7
2015,829777,4,Delhi Daredevils,9
2015,829777,4,Rajasthan Royals,13
2015,829777,5,Delhi Daredevils,14
2015,829777,5,Rajasthan Royals,7
2015,829777,6,Delhi Daredevils,3
2015,829777,6,Rajasthan Royals,10
2015,829777,7,Delhi Daredevils,1
2015,829777,7,Rajasthan Royals,8
2015,829777,8,Delhi Daredevils,7
2015,829777,8,Rajasthan Royals,3
2015,829777,9,Delhi Daredevils,1
2015,829777,9,Rajasthan Royals,10
2015,829777,10,Delhi Daredevils,5
2015,829777,10,Rajasthan Royals,6
2015,829777,11,Delhi Daredevils,15
2015,829777,11,Rajasthan Royals,8
2015,829777,12,Delhi Daredevils,14
2015,829777,12,Rajasthan Royals,9
2015,829777,13,Delhi Daredevils,10
2015,829777,13,Rajasthan Royals,7
2015,829777,14,Delhi Daredevils,9
2015,829777,14,Rajasthan Royals,10
2015,829777,15,Delhi Daredevils,6
2015,829777,15,Rajasthan Royals,16
2015,829777,16,Delhi Daredevils,12
2015,829777,16,Rajasthan Royals,19
2015,829777,17,Delhi Daredevils,7
2015,829777,17,Rajasthan Royals,10
2015,829777,18,Delhi Daredevils,15
2015,829777,18,Rajasthan Royals,15
2015,829777,19,Delhi Daredevils,15
2015,829777,19,Rajasthan Royals,15
2015,829779,0,Chennai Super Kings,0
2015,829779,0,Royal Challengers Bangalore,4
2015,829779,1,Chennai Super Kings,6
2015,829779,1,Royal Challengers Bangalore,6
2015,829779,2,Chennai Super Kings,11
2015,829779,2,Royal Challengers Bangalore,8
2015,829779,3,Chennai Super Kings,5
2015,829779,3,Royal Challengers Bangalore,7
2015,829779,4,Chennai Super Kings,7
2015,829779,4,Royal Challengers Bangalore,9
2015,829779,5,Chennai Super Kings,8
2015,829779,5,Royal Challengers Bangalore,8
2015,829779,6,Chennai Super Kings,7
2015,829779,6,Royal Challengers Bangalore,7
2015,829779,7,Chennai Super Kings,4
2015,829779,7,Royal Challengers Bangalore,7
2015,829779,8,Chennai Super Kings,15
2015,829779,8,Royal Challengers Bangalore,9
2015,829779,9,Chennai Super Kings,5
2015,829779,9,Royal Challengers Bangalore,6
2015,829779,10,Chennai Super Kings,5
2015,829779,10,Royal Challengers Bangalore,2
2015,829779,11,Chennai Super Kings,6
2015,829779,11,Royal Challengers Bangalore,13
2015,829779,12,Chennai Super Kings,10
2015,829779,12,Royal Challengers Bangalore,7
2015,829779,13,Chennai Super Kings,9
2015,829779,13,Royal Challengers Bangalore,4
2015,829779,14,Chennai Super Kings,3
2015,829779,14,Royal Challengers Bangalore,3
2015,829779,15,Chennai Super Kings,12
2015,829779,15,Royal Challengers Bangalore,9
2015,829779,16,Chennai Super Kings,9
2015,829779,16,Royal Challengers Bangalore,3
2015,829779,17,Chennai Super Kings,15
2015,829779,17,Royal Challengers Bangalore,5
2015,829779,18,Chennai Super Kings,7
2015,829779,18,Royal Challengers Bangalore,7
2015,829779,19,Chennai Super Kings,4
2015,829779,19,Royal Challengers Bangalore,0
2015,829781,0,Kolkata Knight Riders,6
2015,829781,0,Sunrisers Hyderabad,6
2015,829781,1,Kolkata Knight Riders,9
2015,829781,1,Sunrisers Hyderabad,9
2015,829781,2,Kolkata Knight Riders,10
2015,829781,2,Sunrisers Hyderabad,8
2015,829781,3,Kolkata Knight Riders,11
2015,829781,3,Sunrisers Hyderabad,3
2015,829781,4,Kolkata Knight Riders,9
2015,829781,4,Sunrisers Hyderabad,3
2015,829781,5,Kolkata Knight Riders,10
2015,829781,5,Sunrisers Hyderabad,4
2015,829781,6,Kolkata Knight Riders,5
2015,829781,6,Sunrisers Hyderabad,19
2015,829781,7,Kolkata Knight Riders,8
2015,829781,7,Sunrisers Hyderabad,3
2015,829781,8,Kolkata Knight Riders,5
2015,829781,8,Sunrisers Hyderabad,4
2015,829781,9,Kolkata Knight Riders,4
2015,829781,9,Sunrisers Hyderabad,4
2015,829781,10,Kolkata Knight Riders,4
2015,829781,10,Sunrisers Hyderabad,3
2015,829781,11,Kolkata Knight Riders,5
2015,829781,11,Sunrisers Hyderabad,3
2015,829781,12,Kolkata Knight Riders,15
2015,829781,12,Sunrisers Hyderabad,6
2015,829781,13,Kolkata Knight Riders,6
2015,829781,13,Sunrisers Hyderabad,6
2015,829781,14,Kolkata Knight Riders,4
2015,829781,14,Sunrisers Hyderabad,7
2015,829781,15,Kolkata Knight Riders,10
2015,829781,15,Sunrisers Hyderabad,4
2015,829781,16,Kolkata Knight Riders,11
2015,829781,16,Sunrisers Hyderabad,4
2015,829781,17,Kolkata Knight Riders,13
2015,829781,17,Sunrisers Hyderabad,21
2015,829781,18,Kolkata Knight Riders,9
2015,829781,18,Sunrisers Hyderabad,14
2015,829781,19,Kolkata Knight Riders,13
2015,829781,19,Sunrisers Hyderabad,1
2015,829783,0,Delhi Daredevils,4
2015,829783,0,Mumbai Indians,8
2015,829783,1,Delhi Daredevils,3
2015,829783,1,Mumbai Indians,0
2015,829783,2,Delhi Daredevils,8
2015,829783,2,Mumbai Indians,6
2015,829783,3,Delhi Daredevils,14
2015,829783,3,Mumbai Indians,11
2015,829783,4,Delhi Daredevils,14
2015,829783,4,Mumbai Indians,11
2015,829783,5,Delhi Daredevils,1
2015,829783,5,Mumbai Indians,5
2015,829783,6,Delhi Daredevils,8
2015,829783,6,Mumbai Indians,5
2015,829783,7,Delhi Daredevils,5
2015,829783,7,Mumbai Indians,4
2015,829783,8,Delhi Daredevils,9
2015,829783,8,Mumbai Indians,7
2015,829783,9,Delhi Daredevils,3
2015,829783,9,Mumbai Indians,4
2015,829783,10,Delhi Daredevils,8
2015,829783,10,Mumbai Indians,4
2015,829783,11,Delhi Daredevils,3
2015,829783,11,Mumbai Indians,12
2015,829783,12,Delhi Daredevils,8
2015,829783,12,Mumbai Indians,8
2015,829783,13,Delhi Daredevils,2
2015,829783,13,Mumbai Indians,6
2015,829783,14,Delhi Daredevils,5
2015,829783,14,Mumbai Indians,8
2015,829783,15,Delhi Daredevils,11
2015,829783,15,Mumbai Indians,11
2015,829783,16,Delhi Daredevils,15
2015,829783,16,Mumbai Indians,11
2015,829783,17,Delhi Daredevils,16
2015,829783,17,Mumbai Indians,10
2015,829783,18,Delhi Daredevils,6
2015,829783,18,Mumbai Indians,14
2015,829783,19,Delhi Daredevils,9
2015,829783,19,Mumbai Indians,8
2015,829785,0,Kings XI Punjab,11
2015,829785,0,Royal Challengers Bangalore,1
2015,829785,1,Kings XI Punjab,8
2015,829785,1,Royal Challengers Bangalore,20
2015,829785,2,Kings XI Punjab,1
2015,829785,2,Royal Challengers Bangalore,24
2015,829785,3,Kings XI Punjab,5
2015,829785,3,Royal Challengers Bangalore,6
2015,829785,4,Kings XI Punjab,4
2015,829785,4,Royal Challengers Bangalore,7
2015,829785,5,Kings XI Punjab,5
2015,829785,5,Royal Challengers Bangalore,10
2015,829785,6,Kings XI Punjab,5
2015,829785,6,Royal Challengers Bangalore,3
2015,829785,7,Kings XI Punjab,9
2015,829785,7,Royal Challengers Bangalore,8
2015,829785,8,Kings XI Punjab,3
2015,829785,8,Royal Challengers Bangalore,10
2015,829785,9,Kings XI Punjab,12
2015,829785,9,Royal Challengers Bangalore,15
2015,829785,10,Kings XI Punjab,2
2015,829785,10,Royal Challengers Bangalore,15
2015,829785,11,Kings XI Punjab,13
2015,829785,11,Royal Challengers Bangalore,4
2015,829785,12,Kings XI Punjab,4
2015,829785,12,Royal Challengers Bangalore,18
2015,829785,13,Kings XI Punjab,6
2015,829785,13,Royal Challengers Bangalore,7
2015,829785,14,Royal Challengers Bangalore,23
2015,829785,15,Royal Challengers Bangalore,8
2015,829785,16,Royal Challengers Bangalore,11
2015,829785,17,Royal Challengers Bangalore,12
2015,829785,18,Royal Challengers Bangalore,15
2015,829785,19,Royal Challengers Bangalore,9
2015,829787,0,Rajasthan Royals,8
2015,829787,0,Sunrisers Hyderabad,13
2015,829787,1,Rajasthan Royals,4
2015,829787,1,Sunrisers Hyderabad,5
2015,829787,2,Rajasthan Royals,9
2015,829787,2,Sunrisers Hyderabad,10
2015,829787,3,Rajasthan Royals,9
2015,829787,3,Sunrisers Hyderabad,12
2015,829787,4,Rajasthan Royals,5
2015,829787,4,Sunrisers Hyderabad,9
2015,829787,5,Rajasthan Royals,1
2015,829787,5,Sunrisers Hyderabad,7
2015,829787,6,Rajasthan Royals,6
2015,829787,6,Sunrisers Hyderabad,2
2015,829787,7,Rajasthan Royals,5
2015,829787,7,Sunrisers Hyderabad,9
2015,829787,8,Rajasthan Royals,6
2015,829787,8,Sunrisers Hyderabad,9
2015,829787,9,Rajasthan Royals,15
2015,829787,9,Sunrisers Hyderabad,12
2015,829787,10,Rajasthan Royals,9
2015,829787,10,Sunrisers Hyderabad,3
2015,829787,11,Rajasthan Royals,16
2015,829787,11,Sunrisers Hyderabad,5
2015,829787,12,Rajasthan Royals,14
2015,829787,12,Sunrisers Hyderabad,13
2015,829787,13,Rajasthan Royals,10
2015,829787,13,Sunrisers Hyderabad,17
2015,829787,14,Rajasthan Royals,9
2015,829787,14,Sunrisers Hyderabad,7
2015,829787,15,Rajasthan Royals,9
2015,829787,15,Sunrisers Hyderabad,18
2015,829787,16,Rajasthan Royals,10
2015,829787,16,Sunrisers Hyderabad,19
2015,829787,17,Rajasthan Royals,17
2015,829787,17,Sunrisers Hyderabad,14
2015,829787,18,Rajasthan Royals,22
2015,829787,18,Sunrisers Hyderabad,11
2015,829787,19,Rajasthan Royals,10
2015,829787,19,Sunrisers Hyderabad,6
2015,829789,0,Chennai Super Kings,3
2015,829789,0,Mumbai Indians,3
2015,829789,1,Chennai Super Kings,5
2015,829789,1,Mumbai Indians,7
2015,829789,2,Chennai Super Kings,15
2015,829789,2,Mumbai Indians,13
2015,829789,3,Chennai Super Kings,7
2015,829789,3,Mumbai Indians,12
2015,829789,4,Chennai Super Kings,14
2015,829789,4,Mumbai Indians,15
2015,829789,5,Chennai Super Kings,0
2015,829789,5,Mumbai Indians,11
2015,829789,6,Chennai Super Kings,5
2015,829789,6,Mumbai Indians,6
2015,829789,7,Chennai Super Kings,10
2015,829789,7,Mumbai Indians,6
2015,829789,8,Chennai Super Kings,6
2015,829789,8,Mumbai Indians,2
2015,829789,9,Chennai Super Kings,2
2015,829789,9,Mumbai Indians,9
2015,829789,10,Chennai Super Kings,3
2015,829789,10,Mumbai Indians,1
2015,829789,11,Chennai Super Kings,10
2015,829789,11,Mumbai Indians,1
2015,829789,12,Chennai Super Kings,4
2015,829789,12,Mumbai Indians,5
2015,829789,13,Chennai Super Kings,14
2015,829789,13,Mumbai Indians,3
2015,829789,14,Chennai Super Kings,5
2015,829789,14,Mumbai Indians,7
2015,829789,15,Chennai Super Kings,5
2015,829789,15,Mumbai Indians,7
2015,829789,16,Chennai Super Kings,14
2015,829789,16,Mumbai Indians,17
2015,829789,17,Chennai Super Kings,11
2015,829789,17,Mumbai Indians,4
2015,829789,18,Chennai Super Kings,14
2015,829789,18,Mumbai Indians,25
2015,829789,19,Chennai Super Kings,11
2015,829789,19,Mumbai Indians,5
2015,829791,0,Kings XI Punjab,2
2015,829791,0,Kolkata Knight Riders,5
2015,829791,1,Kings XI Punjab,8
2015,829791,1,Kolkata Knight Riders,10
2015,829791,2,Kings XI Punjab,18
2015,829791,2,Kolkata Knight Riders,10
2015,829791,3,Kings XI Punjab,4
2015,829791,3,Kolkata Knight Riders,15
2015,829791,4,Kings XI Punjab,9
2015,829791,4,Kolkata Knight Riders,15
2015,829791,5,Kings XI Punjab,4
2015,829791,5,Kolkata Knight Riders,2
2015,829791,6,Kings XI Punjab,3
2015,829791,6,Kolkata Knight Riders,4
2015,829791,7,Kings XI Punjab,11
2015,829791,7,Kolkata Knight Riders,5
2015,829791,8,Kings XI Punjab,5
2015,829791,8,Kolkata Knight Riders,3
2015,829791,9,Kings XI Punjab,11
2015,829791,9,Kolkata Knight Riders,5
2015,829791,10,Kings XI Punjab,3
2015,829791,10,Kolkata Knight Riders,10
2015,829791,11,Kings XI Punjab,10
2015,829791,11,Kolkata Knight Riders,2
2015,829791,12,Kings XI Punjab,11
2015,829791,12,Kolkata Knight Riders,16
2015,829791,13,Kings XI Punjab,14
2015,829791,13,Kolkata Knight Riders,24
2015,829791,14,Kings XI Punjab,21
2015,829791,14,Kolkata Knight Riders,10
2015,829791,15,Kings XI Punjab,7
2015,829791,15,Kolkata Knight Riders,19
2015,829791,16,Kings XI Punjab,8
2015,829791,16,Kolkata Knight Riders,5
2015,829791,17,Kings XI Punjab,4
2015,829791,17,Kolkata Knight Riders,11
2015,829791,18,Kings XI Punjab,9
2015,829791,18,Kolkata Knight Riders,5
2015,829791,19,Kings XI Punjab,21
2015,829791,19,Kolkata Knight Riders,8
2015,829793,0,Delhi Daredevils,5
2015,829793,0,Sunrisers Hyderabad,8
2015,829793,1,Delhi Daredevils,8
2015,829793,1,Sunrisers Hyderabad,7
2015,829793,2,Delhi Daredevils,2
2015,829793,2,Sunrisers Hyderabad,10
2015,829793,3,Delhi Daredevils,6
2015,829793,3,Sunrisers Hyderabad,6
2015,829793,4,Delhi Daredevils,13
2015,829793,4,Sunrisers Hyderabad,1
2015,829793,5,Delhi Daredevils,15
2015,829793,5,Sunrisers Hyderabad,9
2015,829793,6,Delhi Daredevils,7
2015,829793,6,Sunrisers Hyderabad,6
2015,829793,7,Delhi Daredevils,4
2015,829793,7,Sunrisers Hyderabad,7
2015,829793,8,Delhi Daredevils,2
2015,829793,8,Sunrisers Hyderabad,3
2015,829793,9,Delhi Daredevils,3
2015,829793,9,Sunrisers Hyderabad,5
2015,829793,10,Delhi Daredevils,1
2015,829793,10,Sunrisers Hyderabad,2
2015,829793,11,Delhi Daredevils,7
2015,829793,11,Sunrisers Hyderabad,15
2015,829793,12,Delhi Daredevils,9
2015,829793,12,Sunrisers Hyderabad,7
2015,829793,13,Delhi Daredevils,15
2015,829793,13,Sunrisers Hyderabad,6
2015,829793,14,Delhi Daredevils,7
2015,829793,14,Sunrisers Hyderabad,7
2015,829793,15,Delhi Daredevils,22
2015,829793,15,Sunrisers Hyderabad,15
2015,829793,16,Delhi Daredevils,9
2015,829793,16,Sunrisers Hyderabad,8
2015,829793,17,Delhi Daredevils,7
2015,829793,17,Sunrisers Hyderabad,9
2015,829793,18,Delhi Daredevils,6
2015,829793,18,Sunrisers Hyderabad,21
2015,829793,19,Delhi Daredevils,9
2015,829793,19,Sunrisers Hyderabad,11
2015,829795,0,Mumbai Indians,9
2015,829795,0,Royal Challengers Bangalore,8
2015,829795,1,Mumbai Indians,2
2015,829795,1,Royal Challengers Bangalore,6
2015,829795,2,Mumbai Indians,14
2015,829795,2,Royal Challengers Bangalore,6
2015,829795,3,Mumbai Indians,4
2015,829795,3,Royal Challengers Bangalore,0
2015,829795,4,Mumbai Indians,6
2015,829795,4,Royal Challengers Bangalore,9
2015,829795,5,Mumbai Indians,10
2015,829795,5,Royal Challengers Bangalore,10
2015,829795,6,Mumbai Indians,13
2015,829795,6,Royal Challengers Bangalore,7
2015,829795,7,Mumbai Indians,5
2015,829795,7,Royal Challengers Bangalore,15
2015,829795,8,Mumbai Indians,3
2015,829795,8,Royal Challengers Bangalore,12
2015,829795,9,Mumbai Indians,17
2015,829795,9,Royal Challengers Bangalore,15
2015,829795,10,Mumbai Indians,14
2015,829795,10,Royal Challengers Bangalore,13
2015,829795,11,Mumbai Indians,16
2015,829795,11,Royal Challengers Bangalore,13
2015,829795,12,Mumbai Indians,12
2015,829795,12,Royal Challengers Bangalore,7
2015,829795,13,Mumbai Indians,4
2015,829795,13,Royal Challengers Bangalore,11
2015,829795,14,Mumbai Indians,6
2015,829795,14,Royal Challengers Bangalore,15
2015,829795,15,Mumbai Indians,16
2015,829795,15,Royal Challengers Bangalore,13
2015,829795,16,Mumbai Indians,15
2015,829795,16,Royal Challengers Bangalore,25
2015,829795,17,Mumbai Indians,10
2015,829795,17,Royal Challengers Bangalore,19
2015,829795,18,Mumbai Indians,6
2015,829795,18,Royal Challengers Bangalore,14
2015,829795,19,Mumbai Indians,14
2015,829795,19,Royal Challengers Bangalore,17
2015,829797,0,Chennai Super Kings,5
2015,829797,0,Rajasthan Royals,4
2015,829797,1,Chennai Super Kings,6
2015,829797,1,Rajasthan Royals,2
2015,829797,2,Chennai Super Kings,4
2015,829797,2,Rajasthan Royals,6
2015,829797,3,Chennai Super Kings,2
2015,829797,3,Rajasthan Royals,9
2015,829797,4,Chennai Super Kings,6
2015,829797,4,Rajasthan Royals,11
2015,829797,5,Chennai Super Kings,13
2015,829797,5,Rajasthan Royals,8
2015,829797,6,Chennai Super Kings,7
2015,829797,6,Rajasthan Royals,7
2015,829797,7,Chennai Super Kings,5
2015,829797,7,Rajasthan Royals,2
2015,829797,8,Chennai Super Kings,2
2015,829797,8,Rajasthan Royals,10
2015,829797,9,Chennai Super Kings,10
2015,829797,9,Rajasthan Royals,4
2015,829797,10,Chennai Super Kings,5
2015,829797,10,Rajasthan Royals,8
2015,829797,11,Chennai Super Kings,9
2015,829797,11,Rajasthan Royals,4
2015,829797,12,Chennai Super Kings,9
2015,829797,12,Rajasthan Royals,10
2015,829797,13,Chennai Super Kings,14
2015,829797,13,Rajasthan Royals,5
2015,829797,14,Chennai Super Kings,11
2015,829797,14,Rajasthan Royals,3
2015,829797,15,Chennai Super Kings,7
2015,829797,15,Rajasthan Royals,14
2015,829797,16,Chennai Super Kings,13
2015,829797,16,Rajasthan Royals,8
2015,829797,17,Chennai Super Kings,4
2015,829797,17,Rajasthan Royals,10
2015,829797,18,Chennai Super Kings,17
2015,829797,18,Rajasthan Royals,6
2015,829797,19,Chennai Super Kings,8
2015,829797,19,Rajasthan Royals,14
2015,829799,0,Kings XI Punjab,1
2015,829799,0,Sunrisers Hyderabad,5
2015,829799,1,Kings XI Punjab,16
2015,829799,1,Sunrisers Hyderabad,14
2015,829799,2,Kings XI Punjab,9
2015,829799,2,Sunrisers Hyderabad,9
2015,829799,3,Kings XI Punjab,11
2015,829799,3,Sunrisers Hyderabad,18
2015,829799,4,Kings XI Punjab,5
2015,829799,4,Sunrisers Hyderabad,7
2015,829799,5,Kings XI Punjab,5
2015,829799,5,Sunrisers Hyderabad,3
2015,829799,6,Kings XI Punjab,8
2015,829799,6,Sunrisers Hyderabad,2
2015,829799,7,Kings XI Punjab,7
