Season,ID,overs,BattingTeam,total_run
2007/08,336003,12,Kings XI Punjab,2
2007/08,336003,12,Kolkata Knight Riders,17
2007/08,336003,13,Kings XI Punjab,7
2007/08,336003,13,Kolkata Knight Riders,5
2007/08,336003,14,Kings XI Punjab,8
2007/08,336003,14,Kolkata Knight Riders,16
2007/08,336003,15,Kings XI Punjab,9
2007/08,336003,15,Kolkata Knight Riders,12
2007/08,336003,16,Kings XI Punjab,12
2007/08,336003,16,Kolkata Knight Riders,11
2007/08,336003,17,Kings XI Punjab,10
2007/08,336003,17,Kolkata Knight Riders,18
2007/08,336003,18,Kings XI Punjab,7
2007/08,336003,18,Kolkata Knight Riders,18
2007/08,336003,19,Kings XI Punjab,21
2007/08,336003,19,Kolkata Knight Riders,9
2007/08,336004,0,Delhi Daredevils,2
2007/08,336004,0,Mumbai Indians,5
2007/08,336004,1,Delhi Daredevils,2
2007/08,336004,1,Mumbai Indians,9
2007/08,336004,2,Delhi Daredevils,2
2007/08,336004,2,Mumbai Indians,3
2007/08,336004,3,Delhi Daredevils,16
2007/08,336004,3,Mumbai Indians,9
2007/08,336004,4,Delhi Daredevils,7
2007/08,336004,4,Mumbai Indians,9
2007/08,336004,5,Delhi Daredevils,8
2007/08,336004,5,Mumbai Indians,15
2007/08,336004,6,Delhi Daredevils,5
2007/08,336004,6,Mumbai Indians,4
2007/08,336004,7,Delhi Daredevils,11
2007/08,336004,7,Mumbai Indians,4
2007/08,336004,8,Delhi Daredevils,12
2007/08,336004,8,Mumbai Indians,4
2007/08,336004,9,Delhi Daredevils,16
2007/08,336004,9,Mumbai Indians,12
2007/08,336004,10,Delhi Daredevils,4
2007/08,336004,10,Mumbai Indians,4
2007/08,336004,11,Delhi Daredevils,5
2007/08,336004,11,Mumbai Indians,14
2007/08,336004,12,Delhi Daredevils,11
2007/08,336004,12,Mumbai Indians,10
2007/08,336004,13,Delhi Daredevils,8
2007/08,336004,13,Mumbai Indians,8
2007/08,336004,14,Delhi Daredevils,5
2007/08,336004,14,Mumbai Indians,2
2007/08,336004,15,Delhi Daredevils,5
2007/08,336004,15,Mumbai Indians,6
2007/08,336004,16,Delhi Daredevils,10
2007/08,336004,16,Mumbai Indians,6
2007/08,336004,17,Delhi Daredevils,3
2007/08,336004,17,Mumbai Indians,10
2007/08,336004,18,Delhi Daredevils,1
2007/08,336004,18,Mumbai Indians,22
2007/08,336004,19,Mumbai Indians,6
2007/08,336005,0,Chennai Super Kings,1
2007/08,336005,0,Rajasthan Royals,0
2007/08,336005,1,Chennai Super Kings,9
2007/08,336005,1,Rajasthan Royals,6
2007/08,336005,2,Chennai Super Kings,2
2007/08,336005,2,Rajasthan Royals,8
2007/08,336005,3,Chennai Super Kings,4
2007/08,336005,3,Rajasthan Royals,10
2007/08,336005,4,Chennai Super Kings,14
2007/08,336005,4,Rajasthan Royals,10
2007/08,336005,5,Chennai Super Kings,8
2007/08,336005,5,Rajasthan Royals,10
2007/08,336005,6,Chennai Super Kings,3
2007/08,336005,6,Rajasthan Royals,14
2007/08,336005,7,Chennai Super Kings,5
2007/08,336005,7,Rajasthan Royals,8
2007/08,336005,8,Chennai Super Kings,5
2007/08,336005,8,Rajasthan Royals,8
2007/08,336005,9,Chennai Super Kings,7
2007/08,336005,9,Rajasthan Royals,4
2007/08,336005,10,Chennai Super Kings,1
2007/08,336005,10,Rajasthan Royals,10
2007/08,336005,11,Chennai Super Kings,17
2007/08,336005,11,Rajasthan Royals,4
2007/08,336005,12,Chennai Super Kings,8
2007/08,336005,12,Rajasthan Royals,12
2007/08,336005,13,Chennai Super Kings,3
2007/08,336005,13,Rajasthan Royals,4
2007/08,336005,14,Chennai Super Kings,4
2007/08,336005,14,Rajasthan Royals,2
2007/08,336005,15,Chennai Super Kings,5
2007/08,336005,16,Chennai Super Kings,1
2007/08,336005,17,Chennai Super Kings,1
2007/08,336005,18,Chennai Super Kings,11
2007/08,336006,0,Kings XI Punjab,6
2007/08,336006,0,Royal Challengers Bangalore,1
2007/08,336006,1,Kings XI Punjab,7
2007/08,336006,1,Royal Challengers Bangalore,6
2007/08,336006,2,Kings XI Punjab,9
2007/08,336006,2,Royal Challengers Bangalore,4
2007/08,336006,3,Kings XI Punjab,10
2007/08,336006,3,Royal Challengers Bangalore,4
2007/08,336006,4,Kings XI Punjab,12
2007/08,336006,4,Royal Challengers Bangalore,4
2007/08,336006,5,Kings XI Punjab,8
2007/08,336006,5,Royal Challengers Bangalore,7
2007/08,336006,6,Kings XI Punjab,3
2007/08,336006,6,Royal Challengers Bangalore,6
2007/08,336006,7,Kings XI Punjab,8
2007/08,336006,7,Royal Challengers Bangalore,8
2007/08,336006,8,Kings XI Punjab,4
2007/08,336006,8,Royal Challengers Bangalore,5
2007/08,336006,9,Kings XI Punjab,14
2007/08,336006,9,Royal Challengers Bangalore,6
2007/08,336006,10,Kings XI Punjab,0
2007/08,336006,10,Royal Challengers Bangalore,7
2007/08,336006,11,Kings XI Punjab,12
2007/08,336006,11,Royal Challengers Bangalore,11
2007/08,336006,12,Kings XI Punjab,6
2007/08,336006,12,Royal Challengers Bangalore,3
2007/08,336006,13,Kings XI Punjab,4
2007/08,336006,13,Royal Challengers Bangalore,12
2007/08,336006,14,Kings XI Punjab,6
2007/08,336006,14,Royal Challengers Bangalore,13
2007/08,336006,15,Kings XI Punjab,1
2007/08,336006,15,Royal Challengers Bangalore,5
2007/08,336006,16,Kings XI Punjab,7
2007/08,336006,16,Royal Challengers Bangalore,13
2007/08,336006,17,Kings XI Punjab,3
2007/08,336006,17,Royal Challengers Bangalore,2
2007/08,336006,18,Kings XI Punjab,7
2007/08,336006,18,Royal Challengers Bangalore,9
2007/08,336006,19,Royal Challengers Bangalore,0
2007/08,336007,0,Chennai Super Kings,4
2007/08,336007,0,Deccan Chargers,3
2007/08,336007,1,Chennai Super Kings,6
2007/08,336007,1,Deccan Chargers,1
2007/08,336007,2,Chennai Super Kings,4
2007/08,336007,2,Deccan Chargers,11
2007/08,336007,3,Chennai Super Kings,7
2007/08,336007,3,Deccan Chargers,9
2007/08,336007,4,Chennai Super Kings,10
2007/08,336007,4,Deccan Chargers,6
2007/08,336007,5,Chennai Super Kings,3
2007/08,336007,5,Deccan Chargers,20
2007/08,336007,6,Chennai Super Kings,9
2007/08,336007,6,Deccan Chargers,8
2007/08,336007,7,Chennai Super Kings,7
2007/08,336007,7,Deccan Chargers,13
2007/08,336007,8,Chennai Super Kings,10
2007/08,336007,8,Deccan Chargers,6
2007/08,336007,9,Chennai Super Kings,6
2007/08,336007,9,Deccan Chargers,1
2007/08,336007,10,Chennai Super Kings,4
2007/08,336007,10,Deccan Chargers,10
2007/08,336007,11,Chennai Super Kings,7
2007/08,336007,11,Deccan Chargers,6
2007/08,336007,12,Chennai Super Kings,4
2007/08,336007,12,Deccan Chargers,7
2007/08,336007,13,Chennai Super Kings,3
2007/08,336007,13,Deccan Chargers,11
2007/08,336007,14,Chennai Super Kings,2
2007/08,336007,14,Deccan Chargers,3
2007/08,336007,15,Chennai Super Kings,9
2007/08,336007,15,Deccan Chargers,10
2007/08,336007,16,Chennai Super Kings,12
2007/08,336007,16,Deccan Chargers,2
2007/08,336007,17,Chennai Super Kings,14
2007/08,336007,17,Deccan Chargers,21
2007/08,336007,18,Chennai Super Kings,3
2007/08,336007,19,Chennai Super Kings,20
2007/08,336008,0,Mumbai Indians,2
2007/08,336008,0,Rajasthan Royals,5
2007/08,336008,1,Mumbai Indians,4
2007/08,336008,1,Rajasthan Royals,7
2007/08,336008,2,Mumbai Indians,2
2007/08,336008,2,Rajasthan Royals,9
2007/08,336008,3,Mumbai Indians,13
2007/08,336008,3,Rajasthan Royals,5
2007/08,336008,4,Mumbai Indians,8
2007/08,336008,4,Rajasthan Royals,5
2007/08,336008,5,Mumbai Indians,5
2007/08,336008,5,Rajasthan Royals,17
2007/08,336008,6,Mumbai Indians,7
2007/08,336008,6,Rajasthan Royals,8
2007/08,336008,7,Mumbai Indians,5
2007/08,336008,7,Rajasthan Royals,12
2007/08,336008,8,Mumbai Indians,5
2007/08,336008,8,Rajasthan Royals,6
2007/08,336008,9,Mumbai Indians,13
2007/08,336008,9,Rajasthan Royals,5
2007/08,336008,10,Mumbai Indians,8
2007/08,336008,10,Rajasthan Royals,3
2007/08,336008,11,Mumbai Indians,1
2007/08,336008,11,Rajasthan Royals,3
2007/08,336008,12,Mumbai Indians,11
2007/08,336008,12,Rajasthan Royals,9
2007/08,336008,13,Mumbai Indians,7
2007/08,336008,13,Rajasthan Royals,1
2007/08,336008,14,Mumbai Indians,11
2007/08,336008,14,Rajasthan Royals,7
2007/08,336008,15,Mumbai Indians,2
2007/08,336008,15,Rajasthan Royals,1
2007/08,336008,16,Rajasthan Royals,0
2007/08,336009,0,Chennai Super Kings,9
2007/08,336009,0,Delhi Daredevils,7
2007/08,336009,1,Chennai Super Kings,15
2007/08,336009,1,Delhi Daredevils,12
2007/08,336009,2,Chennai Super Kings,4
2007/08,336009,2,Delhi Daredevils,11
2007/08,336009,3,Chennai Super Kings,6
2007/08,336009,3,Delhi Daredevils,9
2007/08,336009,4,Chennai Super Kings,8
2007/08,336009,4,Delhi Daredevils,6
2007/08,336009,5,Chennai Super Kings,20
2007/08,336009,5,Delhi Daredevils,5
2007/08,336009,6,Chennai Super Kings,9
2007/08,336009,6,Delhi Daredevils,9
2007/08,336009,7,Chennai Super Kings,13
2007/08,336009,7,Delhi Daredevils,8
2007/08,336009,8,Chennai Super Kings,11
2007/08,336009,8,Delhi Daredevils,7
2007/08,336009,9,Chennai Super Kings,3
2007/08,336009,9,Delhi Daredevils,9
2007/08,336009,10,Chennai Super Kings,2
2007/08,336009,10,Delhi Daredevils,14
2007/08,336009,11,Chennai Super Kings,7
2007/08,336009,11,Delhi Daredevils,3
2007/08,336009,12,Chennai Super Kings,8
2007/08,336009,12,Delhi Daredevils,6
2007/08,336009,13,Chennai Super Kings,23
2007/08,336009,13,Delhi Daredevils,13
2007/08,336009,14,Chennai Super Kings,4
2007/08,336009,14,Delhi Daredevils,14
2007/08,336009,15,Chennai Super Kings,6
2007/08,336009,15,Delhi Daredevils,6
2007/08,336009,16,Chennai Super Kings,7
2007/08,336009,16,Delhi Daredevils,15
2007/08,336009,17,Chennai Super Kings,11
2007/08,336009,17,Delhi Daredevils,13
2007/08,336009,18,Chennai Super Kings,7
2007/08,336009,18,Delhi Daredevils,9
2007/08,336009,19,Chennai Super Kings,15
2007/08,336009,19,Delhi Daredevils,11
2007/08,336010,0,Kolkata Knight Riders,2
2007/08,336010,0,Royal Challengers Bangalore,4
2007/08,336010,1,Kolkata Knight Riders,7
2007/08,336010,1,Royal Challengers Bangalore,5
2007/08,336010,2,Kolkata Knight Riders,10
2007/08,336010,2,Royal Challengers Bangalore,8
2007/08,336010,3,Kolkata Knight Riders,6
2007/08,336010,3,Royal Challengers Bangalore,2
2007/08,336010,4,Kolkata Knight Riders,11
2007/08,336010,4,Royal Challengers Bangalore,13
2007/08,336010,5,Kolkata Knight Riders,5
2007/08,336010,5,Royal Challengers Bangalore,3
2007/08,336010,6,Kolkata Knight Riders,4
2007/08,336010,6,Royal Challengers Bangalore,3
2007/08,336010,7,Kolkata Knight Riders,4
2007/08,336010,7,Royal Challengers Bangalore,3
2007/08,336010,8,Kolkata Knight Riders,15
2007/08,336010,8,Royal Challengers Bangalore,10
2007/08,336010,9,Kolkata Knight Riders,12
2007/08,336010,9,Royal Challengers Bangalore,2
2007/08,336010,10,Kolkata Knight Riders,3
2007/08,336010,10,Royal Challengers Bangalore,15
2007/08,336010,11,Kolkata Knight Riders,10
2007/08,336010,11,Royal Challengers Bangalore,8
2007/08,336010,12,Kolkata Knight Riders,6
2007/08,336010,12,Royal Challengers Bangalore,15
2007/08,336010,13,Kolkata Knight Riders,6
2007/08,336010,13,Royal Challengers Bangalore,5
2007/08,336010,14,Kolkata Knight Riders,14
2007/08,336010,14,Royal Challengers Bangalore,15
2007/08,336010,15,Kolkata Knight Riders,14
2007/08,336010,15,Royal Challengers Bangalore,13
2007/08,336011,0,Deccan Chargers,8
2007/08,336011,0,Rajasthan Royals,10
2007/08,336011,1,Deccan Chargers,5
2007/08,336011,1,Rajasthan Royals,1
2007/08,336011,2,Deccan Chargers,12
2007/08,336011,2,Rajasthan Royals,9
2007/08,336011,3,Deccan Chargers,4
2007/08,336011,3,Rajasthan Royals,8
2007/08,336011,4,Deccan Chargers,12
2007/08,336011,4,Rajasthan Royals,5
2007/08,336011,5,Deccan Chargers,9
2007/08,336011,5,Rajasthan Royals,17
2007/08,336011,6,Deccan Chargers,4
2007/08,336011,6,Rajasthan Royals,7
2007/08,336011,7,Deccan Chargers,7
2007/08,336011,7,Rajasthan Royals,8
2007/08,336011,8,Deccan Chargers,5
2007/08,336011,8,Rajasthan Royals,4
2007/08,336011,9,Deccan Chargers,8
2007/08,336011,9,Rajasthan Royals,12
2007/08,336011,10,Deccan Chargers,10
2007/08,336011,10,Rajasthan Royals,5
2007/08,336011,11,Deccan Chargers,3
2007/08,336011,11,Rajasthan Royals,15
2007/08,336011,12,Deccan Chargers,9
2007/08,336011,12,Rajasthan Royals,10
2007/08,336011,13,Deccan Chargers,4
2007/08,336011,13,Rajasthan Royals,3
2007/08,336011,14,Deccan Chargers,3
2007/08,336011,14,Rajasthan Royals,15
2007/08,336011,15,Deccan Chargers,2
2007/08,336011,15,Rajasthan Royals,12
2007/08,336011,16,Deccan Chargers,6
2007/08,336011,17,Deccan Chargers,10
2007/08,336011,18,Deccan Chargers,8
2007/08,336011,19,Deccan Chargers,11
2007/08,336012,0,Mumbai Indians,9
2007/08,336012,0,Royal Challengers Bangalore,6
2007/08,336012,1,Mumbai Indians,1
2007/08,336012,1,Royal Challengers Bangalore,5
2007/08,336012,2,Mumbai Indians,7
2007/08,336012,2,Royal Challengers Bangalore,7
2007/08,336012,3,Mumbai Indians,5
2007/08,336012,3,Royal Challengers Bangalore,9
2007/08,336012,4,Mumbai Indians,14
2007/08,336012,4,Royal Challengers Bangalore,7
2007/08,336012,5,Mumbai Indians,3
2007/08,336012,5,Royal Challengers Bangalore,2
2007/08,336012,6,Mumbai Indians,5
2007/08,336012,6,Royal Challengers Bangalore,3
2007/08,336012,7,Mumbai Indians,16
2007/08,336012,7,Royal Challengers Bangalore,1
2007/08,336012,8,Mumbai Indians,11
2007/08,336012,8,Royal Challengers Bangalore,5
2007/08,336012,9,Mumbai Indians,8
2007/08,336012,9,Royal Challengers Bangalore,11
2007/08,336012,10,Mumbai Indians,16
2007/08,336012,10,Royal Challengers Bangalore,18
2007/08,336012,11,Mumbai Indians,1
2007/08,336012,11,Royal Challengers Bangalore,1
2007/08,336012,12,Mumbai Indians,6
2007/08,336012,12,Royal Challengers Bangalore,7
2007/08,336012,13,Mumbai Indians,8
2007/08,336012,13,Royal Challengers Bangalore,2
2007/08,336012,14,Mumbai Indians,7
2007/08,336012,14,Royal Challengers Bangalore,8
2007/08,336012,15,Mumbai Indians,9
2007/08,336012,15,Royal Challengers Bangalore,12
2007/08,336012,16,Royal Challengers Bangalore,11
2007/08,336012,17,Royal Challengers Bangalore,7
2007/08,336013,0,Chennai Super Kings,12
2007/08,336013,0,Kings XI Punjab,12
2007/08,336013,1,Chennai Super Kings,8
2007/08,336013,1,Kings XI Punjab,4
2007/08,336013,2,Chennai Super Kings,2
2007/08,336013,2,Kings XI Punjab,5
2007/08,336013,3,Chennai Super Kings,5
2007/08,336013,3,Kings XI Punjab,8
2007/08,336013,4,Chennai Super Kings,11
2007/08,336013,4,Kings XI Punjab,2
2007/08,336013,5,Chennai Super Kings,15
2007/08,336013,5,Kings XI Punjab,4
2007/08,336013,6,Chennai Super Kings,11
2007/08,336013,6,Kings XI Punjab,10
2007/08,336013,7,Chennai Super Kings,4
2007/08,336013,7,Kings XI Punjab,8
2007/08,336013,8,Chennai Super Kings,10
2007/08,336013,8,Kings XI Punjab,15
2007/08,336013,9,Chennai Super Kings,7
2007/08,336013,9,Kings XI Punjab,8
2007/08,336013,10,Chennai Super Kings,15
2007/08,336013,10,Kings XI Punjab,11
2007/08,336013,11,Chennai Super Kings,9
2007/08,336013,11,Kings XI Punjab,8
2007/08,336013,12,Chennai Super Kings,15
2007/08,336013,12,Kings XI Punjab,2
2007/08,336013,13,Chennai Super Kings,8
2007/08,336013,13,Kings XI Punjab,10
2007/08,336013,14,Chennai Super Kings,12
2007/08,336013,14,Kings XI Punjab,8
2007/08,336013,15,Chennai Super Kings,5
2007/08,336013,15,Kings XI Punjab,4
2007/08,336013,16,Chennai Super Kings,5
2007/08,336013,16,Kings XI Punjab,8
2007/08,336013,17,Chennai Super Kings,5
2007/08,336013,17,Kings XI Punjab,19
2007/08,336013,18,Chennai Super Kings,17
2007/08,336013,18,Kings XI Punjab,9
2007/08,336013,19,Chennai Super Kings,5
2007/08,336013,19,Kings XI Punjab,8
2007/08,336014,0,Deccan Chargers,5
2007/08,336014,0,Kolkata Knight Riders,6
2007/08,336014,1,Deccan Chargers,6
2007/08,336014,1,Kolkata Knight Riders,2
2007/08,336014,2,Deccan Chargers,6
2007/08,336014,2,Kolkata Knight Riders,11
2007/08,336014,3,Deccan Chargers,10
2007/08,336014,3,Kolkata Knight Riders,9
2007/08,336014,4,Deccan Chargers,14
2007/08,336014,4,Kolkata Knight Riders,5
2007/08,336014,5,Deccan Chargers,14
2007/08,336014,5,Kolkata Knight Riders,10
2007/08,336014,6,Deccan Chargers,3
2007/08,336014,6,Kolkata Knight Riders,5
2007/08,336014,7,Deccan Chargers,5
2007/08,336014,7,Kolkata Knight Riders,10
2007/08,336014,8,Deccan Chargers,7
2007/08,336014,8,Kolkata Knight Riders,5
2007/08,336014,9,Deccan Chargers,4
2007/08,336014,9,Kolkata Knight Riders,10
2007/08,336014,10,Deccan Chargers,12
2007/08,336014,10,Kolkata Knight Riders,3
2007/08,336014,11,Deccan Chargers,5
2007/08,336014,11,Kolkata Knight Riders,7
2007/08,336014,12,Deccan Chargers,8
2007/08,336014,12,Kolkata Knight Riders,6
2007/08,336014,13,Deccan Chargers,22
2007/08,336014,13,Kolkata Knight Riders,19
2007/08,336014,14,Deccan Chargers,4
2007/08,336014,14,Kolkata Knight Riders,10
2007/08,336014,15,Deccan Chargers,12
2007/08,336014,15,Kolkata Knight Riders,18
2007/08,336014,16,Deccan Chargers,17
2007/08,336014,16,Kolkata Knight Riders,19
2007/08,336014,17,Deccan Chargers,7
2007/08,336014,17,Kolkata Knight Riders,20
2007/08,336014,18,Deccan Chargers,11
2007/08,336014,18,Kolkata Knight Riders,10
2007/08,336014,19,Deccan Chargers,9
2007/08,336014,19,Kolkata Knight Riders,19
2007/08,336015,0,Delhi Daredevils,12
2007/08,336015,0,Rajasthan Royals,1
2007/08,336015,1,Delhi Daredevils,3
2007/08,336015,1,Rajasthan Royals,6
2007/08,336015,2,Delhi Daredevils,8
2007/08,336015,2,Rajasthan Royals,4
2007/08,336015,3,Delhi Daredevils,6
2007/08,336015,3,Rajasthan Royals,3
2007/08,336015,4,Delhi Daredevils,10
2007/08,336015,4,Rajasthan Royals,1
2007/08,336015,5,Delhi Daredevils,8
2007/08,336015,5,Rajasthan Royals,6
2007/08,336015,6,Delhi Daredevils,5
2007/08,336015,6,Rajasthan Royals,12
2007/08,336015,7,Delhi Daredevils,7
2007/08,336015,7,Rajasthan Royals,10
2007/08,336015,8,Delhi Daredevils,5
2007/08,336015,8,Rajasthan Royals,22
2007/08,336015,9,Delhi Daredevils,4
2007/08,336015,9,Rajasthan Royals,15
2007/08,336015,10,Delhi Daredevils,7
2007/08,336015,10,Rajasthan Royals,8
2007/08,336015,11,Delhi Daredevils,6
2007/08,336015,11,Rajasthan Royals,10
2007/08,336015,12,Delhi Daredevils,8
2007/08,336015,12,Rajasthan Royals,4
2007/08,336015,13,Delhi Daredevils,5
2007/08,336015,13,Rajasthan Royals,3
2007/08,336015,14,Delhi Daredevils,2
2007/08,336015,14,Rajasthan Royals,15
2007/08,336015,15,Delhi Daredevils,5
2007/08,336015,15,Rajasthan Royals,18
2007/08,336015,16,Delhi Daredevils,8
2007/08,336015,16,Rajasthan Royals,6
2007/08,336015,17,Delhi Daredevils,13
2007/08,336015,17,Rajasthan Royals,6
2007/08,336015,18,Delhi Daredevils,27
2007/08,336015,18,Rajasthan Royals,5
2007/08,336015,19,Delhi Daredevils,7
2007/08,336015,19,Rajasthan Royals,4
2007/08,336016,0,Kings XI Punjab,12
2007/08,336016,0,Royal Challengers Bangalore,3
2007/08,336016,1,Kings XI Punjab,1
2007/08,336016,1,Royal Challengers Bangalore,1
2007/08,336016,2,Kings XI Punjab,4
2007/08,336016,2,Royal Challengers Bangalore,10
2007/08,336016,3,Kings XI Punjab,8
2007/08,336016,3,Royal Challengers Bangalore,10
2007/08,336016,4,Kings XI Punjab,8
2007/08,336016,4,Royal Challengers Bangalore,12
2007/08,336016,5,Kings XI Punjab,9
2007/08,336016,5,Royal Challengers Bangalore,14
2007/08,336016,6,Kings XI Punjab,3
2007/08,336016,6,Royal Challengers Bangalore,3
2007/08,336016,7,Kings XI Punjab,13
2007/08,336016,7,Royal Challengers Bangalore,6
2007/08,336016,8,Kings XI Punjab,8
2007/08,336016,8,Royal Challengers Bangalore,5
2007/08,336016,9,Kings XI Punjab,4
2007/08,336016,9,Royal Challengers Bangalore,10
2007/08,336016,10,Kings XI Punjab,21
2007/08,336016,10,Royal Challengers Bangalore,3
2007/08,336016,11,Kings XI Punjab,10
2007/08,336016,11,Royal Challengers Bangalore,4
2007/08,336016,12,Kings XI Punjab,9
2007/08,336016,12,Royal Challengers Bangalore,10
2007/08,336016,13,Kings XI Punjab,13
2007/08,336016,13,Royal Challengers Bangalore,6
2007/08,336016,14,Kings XI Punjab,18
2007/08,336016,14,Royal Challengers Bangalore,5
2007/08,336016,15,Kings XI Punjab,3
2007/08,336016,15,Royal Challengers Bangalore,16
2007/08,336016,16,Royal Challengers Bangalore,5
2007/08,336016,17,Royal Challengers Bangalore,5
2007/08,336016,18,Royal Challengers Bangalore,3
2007/08,336016,19,Royal Challengers Bangalore,12
2007/08,336017,0,Delhi Daredevils,5
2007/08,336017,0,Kolkata Knight Riders,3
2007/08,336017,1,Delhi Daredevils,11
2007/08,336017,1,Kolkata Knight Riders,8
2007/08,336017,2,Delhi Daredevils,2
2007/08,336017,2,Kolkata Knight Riders,6
2007/08,336017,3,Delhi Daredevils,10
2007/08,336017,3,Kolkata Knight Riders,5
2007/08,336017,4,Delhi Daredevils,4
2007/08,336017,4,Kolkata Knight Riders,6
2007/08,336017,5,Delhi Daredevils,5
2007/08,336017,5,Kolkata Knight Riders,7
2007/08,336017,6,Delhi Daredevils,4
2007/08,336017,6,Kolkata Knight Riders,13
2007/08,336017,7,Delhi Daredevils,11
2007/08,336017,7,Kolkata Knight Riders,6
2007/08,336017,8,Delhi Daredevils,7
2007/08,336017,8,Kolkata Knight Riders,10
2007/08,336017,9,Delhi Daredevils,5
2007/08,336017,9,Kolkata Knight Riders,5
2007/08,336017,10,Delhi Daredevils,3
2007/08,336017,10,Kolkata Knight Riders,3
2007/08,336017,11,Delhi Daredevils,6
2007/08,336017,11,Kolkata Knight Riders,7
2007/08,336017,12,Delhi Daredevils,7
2007/08,336017,12,Kolkata Knight Riders,7
2007/08,336017,13,Delhi Daredevils,11
2007/08,336017,13,Kolkata Knight Riders,5
2007/08,336017,14,Delhi Daredevils,6
2007/08,336017,14,Kolkata Knight Riders,4
2007/08,336017,15,Delhi Daredevils,4
2007/08,336017,15,Kolkata Knight Riders,9
2007/08,336017,16,Delhi Daredevils,3
2007/08,336017,16,Kolkata Knight Riders,5
2007/08,336017,17,Delhi Daredevils,6
2007/08,336017,17,Kolkata Knight Riders,10
2007/08,336017,18,Kolkata Knight Riders,10
2007/08,336017,19,Kolkata Knight Riders,4
2007/08,336018,0,Chennai Super Kings,1
2007/08,336018,0,Mumbai Indians,7
2007/08,336018,1,Chennai Super Kings,12
2007/08,336018,1,Mumbai Indians,12
2007/08,336018,2,Chennai Super Kings,5
2007/08,336018,2,Mumbai Indians,4
2007/08,336018,3,Chennai Super Kings,2
2007/08,336018,3,Mumbai Indians,14
2007/08,336018,4,Chennai Super Kings,3
2007/08,336018,4,Mumbai Indians,20
2007/08,336018,5,Chennai Super Kings,5
2007/08,336018,5,Mumbai Indians,21
2007/08,336018,6,Chennai Super Kings,8
2007/08,336018,6,Mumbai Indians,3
2007/08,336018,7,Chennai Super Kings,6
2007/08,336018,7,Mumbai Indians,3
2007/08,336018,8,Chennai Super Kings,4
2007/08,336018,8,Mumbai Indians,6
2007/08,336018,9,Chennai Super Kings,11
2007/08,336018,9,Mumbai Indians,17
2007/08,336018,10,Chennai Super Kings,0
2007/08,336018,10,Mumbai Indians,8
2007/08,336018,11,Chennai Super Kings,9
2007/08,336018,11,Mumbai Indians,5
2007/08,336018,12,Chennai Super Kings,7
2007/08,336018,12,Mumbai Indians,12
2007/08,336018,13,Chennai Super Kings,10
2007/08,336018,13,Mumbai Indians,26
2007/08,336018,14,Chennai Super Kings,6
2007/08,336018,15,Chennai Super Kings,13
2007/08,336018,16,Chennai Super Kings,11
2007/08,336018,17,Chennai Super Kings,14
2007/08,336018,18,Chennai Super Kings,14
2007/08,336018,19,Chennai Super Kings,15
2007/08,336019,0,Kings XI Punjab,5
2007/08,336019,0,Rajasthan Royals,5
2007/08,336019,1,Kings XI Punjab,8
2007/08,336019,1,Rajasthan Royals,3
2007/08,336019,2,Kings XI Punjab,12
2007/08,336019,2,Rajasthan Royals,2
2007/08,336019,3,Kings XI Punjab,10
2007/08,336019,3,Rajasthan Royals,18
2007/08,336019,4,Kings XI Punjab,6
2007/08,336019,4,Rajasthan Royals,1
2007/08,336019,5,Kings XI Punjab,10
2007/08,336019,5,Rajasthan Royals,9
2007/08,336019,6,Kings XI Punjab,17
2007/08,336019,6,Rajasthan Royals,8
2007/08,336019,7,Kings XI Punjab,7
2007/08,336019,7,Rajasthan Royals,3
2007/08,336019,8,Kings XI Punjab,4
2007/08,336019,8,Rajasthan Royals,5
2007/08,336019,9,Kings XI Punjab,9
2007/08,336019,9,Rajasthan Royals,13
2007/08,336019,10,Kings XI Punjab,16
2007/08,336019,10,Rajasthan Royals,11
2007/08,336019,11,Kings XI Punjab,11
2007/08,336019,11,Rajasthan Royals,20
2007/08,336019,12,Kings XI Punjab,7
2007/08,336019,12,Rajasthan Royals,11
2007/08,336019,13,Kings XI Punjab,13
2007/08,336019,13,Rajasthan Royals,23
2007/08,336019,14,Kings XI Punjab,9
2007/08,336019,14,Rajasthan Royals,8
2007/08,336019,15,Kings XI Punjab,7
2007/08,336019,15,Rajasthan Royals,6
2007/08,336019,16,Kings XI Punjab,25
2007/08,336019,16,Rajasthan Royals,15
2007/08,336019,17,Kings XI Punjab,19
2007/08,336019,17,Rajasthan Royals,10
2007/08,336019,18,Kings XI Punjab,13
2007/08,336019,18,Rajasthan Royals,7
2007/08,336019,19,Kings XI Punjab,13
2007/08,336019,19,Rajasthan Royals,2
2007/08,336020,0,Deccan Chargers,10
2007/08,336020,0,Delhi Daredevils,7
2007/08,336020,1,Deccan Chargers,11
2007/08,336020,1,Delhi Daredevils,5
2007/08,336020,2,Deccan Chargers,6
2007/08,336020,2,Delhi Daredevils,2
2007/08,336020,3,Deccan Chargers,17
2007/08,336020,3,Delhi Daredevils,20
2007/08,336020,4,Deccan Chargers,17
2007/08,336020,4,Delhi Daredevils,6
2007/08,336020,5,Deccan Chargers,10
2007/08,336020,5,Delhi Daredevils,8
2007/08,336020,6,Deccan Chargers,2
2007/08,336020,6,Delhi Daredevils,8
2007/08,336020,7,Deccan Chargers,1
2007/08,336020,7,Delhi Daredevils,3
